,observation,species,exchange_num,clip_type,start_flight,start_timestamp,end_flight,end_timestamp,any_resting,any_foraging,any_alert,any_traveling,any_fleeing,group_resting,group_foraging,group_alert,group_traveling,group_fleeing
ob110,ob085,buf,ob085-1,pre,1,16:39,1,18:39,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ob110,ob085,buf,ob085-2,pre,2,16:37,2,18:37,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ob110,ob087,gz,ob087-4,pre,4,13:43,4,15:43,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ob110,ob088,gz,ob088-2,pre,2,15:01,2,17:01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob111,ob090,gz,ob090-1,pre,1,15:42,1,17:42,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob111,ob093,pz,ob093-1,pre,1,12:30,1,14:30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ob112,ob093,pz,ob093-2,pre,2,13:11,2,15:11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ob112,ob094,buf,ob094-1,pre,1,12:18,1,14:18,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ob113,ob094,buf,ob094-3,pre,3,13:19,3,15:19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ob113,ob095,pz,ob095-1,pre,1,11:58,1,13:58,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ob114,ob096,imp,ob096-1,pre,1,10:41,1,12:41,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
ob114,ob101,pz,ob101-2,pre,2,13:39,2,15:39,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob114,ob101,imp,ob101-2,pre,2,13:39,2,15:39,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob114,ob103,imp,ob103-1,pre,1,13:52,1,15:52,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob114,ob103,imp,ob103-2,pre,2,14:15,2,16:15,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob114,ob105,buf,ob105-1,pre,1,14:33,1,16:33,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ob114,ob106,imp,ob106-1,pre,1,14:34,1,16:34,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
ob115,ob107,imp,ob107-1,pre,1,13:48,1,15:48,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ob115,ob107,imp,ob107-2,pre,2,13:31,2,15:31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob115,ob110,pz,ob110-2,pre,2,10:53,2,12:53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob115,ob110,pz,ob110-3,pre,3,10:29,3,12:29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob115,ob111,imp,ob111-1,pre,1,15:00,1,17:00,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob115,ob111,imp,ob111-2,pre,2,15:38,2,17:38,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ob115,ob112,imp,ob112-1,pre,1,12:08,1,14:08,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ob115,ob113,imp,ob113-1,pre,1,13:22,1,15:22,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,ob114,gz,ob114-1,pre,1,13:52,1,15:52,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,ob114,pz,ob114-1,pre,1,13:52,1,15:52,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,ob114,imp,ob114-1,pre,1,13:52,1,15:52,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,ob114,gz,ob114-2,pre,2,13:23,2,15:23,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
,ob114,pz,ob114-2,pre,2,13:23,2,15:23,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,ob114,imp,ob114-2,pre,2,13:23,2,15:23,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,ob115,pz,ob115-2,pre,2,12:05,2,14:05,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
