latitude,longitude,time_millisecond,datetime_utc,altitude_m,ascent_m,speed_kph,distance_m,max_altitude_m,max_ascent_m,max_speed_kph,max_distance_m,rc_throttle,gimbal_pitch_degrees,battery_percent,flycState,message
0.37159705696493606,36.9034619921775,100,2017-11-10 07:45:35,1676.6429979525706,0.0,0.0,0.0,1676.6429979525706,0.0,0.0,0.0,1024,0.0,99,Motors_Started,
0.371597056986105,36.9034619607844,200,2017-11-10 07:45:35,1676.6429979525706,0.0,0.0,0.003491030111712961,1676.6429979525706,0.0,0.0,0.003491030111712961,1024,0.0,99,Motors_Started,
0.371597058521321,36.9034619319218,300,2017-11-10 07:45:35,1676.6429979525706,0.0,0.0,0.006702900214492801,1676.6429979525706,0.0,0.0,0.006702900214492801,1024,0.0,99,Motors_Started,
0.371597052928837,36.9034618957184,400,2017-11-10 07:45:35,1676.6429979525706,0.0,0.0,0.010736000343551998,1676.6429979525706,0.0,0.0,0.010736000343551998,1024,0.0,99,Motors_Started,
0.37159705105572,36.9034618565789,500,2017-11-10 07:45:35,1676.6429979525706,0.0,0.0,0.015093400482988802,1676.6429979525706,0.0,0.0,0.015093400482988802,1024,0.0,99,Motors_Started,
0.3715970450251839,36.903461844342296,600,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.0164934005277888,1676.6429979525706,0.0,0.0,0.0164934005277888,1024,0.0,99,Motors_Started,
0.371597041278338,36.9034618297953,700,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.018141600580531204,1676.6429979525706,0.0,0.0,0.018141600580531204,1024,0.0,99,Motors_Started,
0.371597035427746,36.903461806589796,800,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.0207766006648512,1676.6429979525706,0.0,0.0,0.0207766006648512,1024,0.0,99,Motors_Started,
0.37159703150563894,36.903461777135,900,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.0240806007705792,1676.6429979525706,0.0,0.0,0.0240806007705792,742,0.0,99,Motors_Started,
0.37159705754751204,36.903461767806796,1000,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.024951000798432002,1676.6429979525706,0.0,0.0,0.024951000798432002,1024,0.0,99,Motors_Started,
0.37159708329137897,36.9034617542753,1100,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.0266171008517472,1676.6429979525706,0.0,0.0,0.0266171008517472,1024,0.0,99,Motors_Started,
0.37159707304256295,36.903461762352,1200,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.025619900819836804,1676.6429979525706,0.0,0.0,0.0266171008517472,1024,0.0,99,Motors_Started,
0.371597059722706,36.9034617611095,1300,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.02569750082232,1676.6429979525706,0.0,0.0,0.0266171008517472,1024,0.0,99,Motors_Started,
0.3715970769701671,36.9034617434546,1400,2017-11-10 07:45:36,1676.6429979525706,0.0,0.0,0.027748300887945606,1676.6429979525706,0.0,0.0,0.027748300887945606,1024,0.0,99,Motors_Started,
