latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),time(millisecond),datetime(utc),satellites,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,battery_temperature(f),flycStateRaw,flycState,message
0.368327474062397,36.910457119392,5443.2575836331,0,0,0,100,2017-11-07 06:10:47,10,0,5443.2575836331,0,0,0,347.6, -7.6, 3.1,0,0,1024,1024,1024,1024,352.5,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
0.368327462866234,36.9104570682577,5443.2575836331,0,0,0.0190979008736,200,2017-11-07 06:10:47,10,0,5443.2575836331,0,0,0.0190979008736,347.6, -7.6, 3.1,0,0,1024,1024,1024,1024,352.5,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
0.368327439131256,36.9104570177455,5443.2575836331,0,0,0.039213583932,300,2017-11-07 06:10:47,10,0,5443.2575836331,0,0,0.039213583932,347.6, -7.6, 3.1,0,0,1024,1024,1024,1024,352.5,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
0.368327411938073,36.9104570073275,5443.2575836331,0,0,0.046748361076,400,2017-11-07 06:10:47,10,0,5443.2575836331,0,0,0.046748361076,347.6, -7.6, 3.1,0,0,1024,1024,1024,1024,352.5,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
0.368327376818236,36.9104569872797,5443.2575836331,0,0,0.059850067532,500,2017-11-07 06:10:47,10,0,5443.2575836331,0,0,0.059850067532,347.6, -7.6, 3.1,0,0,1024,1024,1024,1024,352.5,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
0.368327292729662,36.9104568591632,5443.2575836331,0,0,0.115719819976,700,2017-11-07 06:10:47,10,0,5443.2575836331,0,0,0.115719819976,347.6, -7.6, 3.1,0,0,1024,1024,1024,1024,352.5,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
0.368327244988366,36.91045683518,5443.2575836331,0,0,0.133181434708,800,2017-11-07 06:10:47,10,17.182,5443.2575836331,0,0,0.133181434708,347.5, -7.6, 3.1,0,0,364,364,404,1663,352.5,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,Setting new Return-To-Home altitude to 30m (98 ft). Setting new Maximum Flight Altitude to 100m (328 ft)
0.368327196419617,36.9104568055191,5443.2575836331,0,0,0.152887800168,900,2017-11-07 06:10:47,10,17.182,5443.2575836331,0,0,0.152887800168,347.6, -7.7, 3.1,0,0,691,641,1012,1024,352.5,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
0.368327186690478,36.9104567693598,5443.2575836331,0,0,0.16523294492,1000,2017-11-07 06:10:48,10,17.182,5443.2575836331,0,0,0.16523294492,347.6, -7.7, 3,0,0,1024,1024,1024,1024,351.3,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
0.368327165706552,36.9104567306784,5443.2575836331,0,0,0.181023955924,1100,2017-11-07 06:10:48,10,17.182,5443.2575836331,0,0,0.181023955924,347.5, -7.7, 3.1,0,0,1024,1024,1024,1024,349.9,0,100,4.302,4.305,4.305,4.306,0,0,71.51,41,Motors_Started,
