latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),time(millisecond),datetime(utc),satellites,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,battery_temperature(f),flycStateRaw,flycState,message
0.371597056964936,36.9034619921775,5500.7972373772,0,0,0,100,2017-11-10 07:45:35,14,0,5500.7972373772,0,0,0,224.6, 1.6, 0,0,0,1024,1024,1024,1024,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597056986105,36.9034619607844,5500.7972373772,0,0,0.0114535108652,200,2017-11-10 07:45:35,15,0,5500.7972373772,0,0,0.0114535108652,224.6, 1.6, 0,0,0,1024,1024,1024,1024,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597058521321,36.9034619319218,5500.7972373772,0,0,0.021991142436,300,2017-11-10 07:45:35,15,0,5500.7972373772,0,0,0.021991142436,224.6, 1.6, 0,0,0,1024,1024,1024,1024,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597052928837,36.9034618957184,5500.7972373772,0,0,0.03522309824,400,2017-11-10 07:45:35,15,0,5500.7972373772,0,0,0.03522309824,224.6, 1.6, 0,0,0,1024,1024,1024,1024,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.37159705105572,36.9034618565789,5500.7972373772,0,0,0.049519030456,500,2017-11-10 07:45:35,15,0,5500.7972373772,0,0,0.049519030456,224.5, 1.6, 0,0,0,1024,1024,1024,1024,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597045025184,36.9034618443423,5500.7972373772,0,0,0.054112206456,600,2017-11-10 07:45:36,15,0,5500.7972373772,0,0,0.054112206456,224.6, 1.6, 0,0,0,1024,1024,1024,1024,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597041278338,36.9034618297953,5500.7972373772,0,0,0.059519686944,700,2017-11-10 07:45:36,15,0,5500.7972373772,0,0,0.059519686944,224.5, 1.6, 0,0,0,1024,1024,1024,1024,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597035427746,36.9034618065898,5500.7972373772,0,0,0.068164700344,800,2017-11-10 07:45:36,15,0,5500.7972373772,0,0,0.068164700344,224.5, 1.6, 0,0,0,1024,1024,1024,1024,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597031505639,36.903461777135,5500.7972373772,0,0,0.079004595704,900,2017-11-10 07:45:36,15,0,5500.7972373772,0,0,0.079004595704,224.6, 1.5, 0,0,0,1024,962,742,1279,229.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597057547512,36.9034617678068,5500.7972373772,0,0,0.08186023884,1000,2017-11-10 07:45:36,15,17.216,5500.7972373772,0,0,0.08186023884,224.5, 1.5, 0.1,0,0,1024,1024,1024,1024,228.6,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597083291379,36.9034617542753,5500.7972373772,0,0,0.087326446364,1100,2017-11-10 07:45:36,15,17.216,5500.7972373772,0,0,0.087326446364,224.6, 1.5, 0.1,0,0,1024,1024,1024,1024,226.8,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597073042563,36.903461762352,5500.7972373772,0,0,0.084054792716,1200,2017-11-10 07:45:36,15,17.216,5500.7972373772,0,0,0.087326446364,224.5, 1.5, 0,0,0,1024,1024,1024,1024,226.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597059722706,36.9034617611095,5500.7972373772,0,0,0.0843093859,1300,2017-11-10 07:45:36,15,17.216,5500.7972373772,0,0,0.087326446364,224.6, 1.5, 0.1,0,0,1024,1024,1024,1024,225.7,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597076970167,36.9034617434546,5500.7972373772,0,0,0.091037732572,1400,2017-11-10 07:45:36,15,17.216,5500.7972373772,0,0,0.091037732572,224.5, 1.5, 0.1,0,0,1024,1024,1024,1024,225.5,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597096423762,36.9034617187063,5500.7972373772,0,0,0.10080708984,1500,2017-11-10 07:45:36,15,17.216,5500.7972373772,0,0,0.10080708984,224.5, 1.5, 0.1,0,0,1024,1024,1024,1024,225.4,0,99,4.308,4.303,4.307,4.308,0,0,87.71,41,Motors_Started,
0.371597141961163,36.9034617994547,5500.7972373772,0,0,0.076848099572,1600,2017-11-10 07:45:37,16,17.216,5500.7972373772,0,0,0.10080708984,224.5, 1.5, 0,0,0,1024,1024,1024,1024,225.3,0,99,4.308,4.303,4.307,4.308,0,0,87.71,10,Assisted_Takeoff,
0.371597183915376,36.9034618823753,5500.7972373772,0,0,0.06123851902,1700,2017-11-10 07:45:37,16,17.216,5500.7972373772,0,0,0.10080708984,224.5, 1.5, 0.1,0,0,1024,1024,1024,1024,225.2,0,99,4.308,4.303,4.307,4.308,0,0,87.71,10,Assisted_Takeoff,
0.371597252850057,36.9034620400152,5500.7972373772,0,0,0.073568899992,1800,2017-11-10 07:45:37,16,17.216,5500.7972373772,0,0,0.10080708984,224.5, 1.5, 0.1,0,0,1024,1024,1024,1024,225.2,0,99,4.308,4.303,4.307,4.308,0,0,87.71,10,Assisted_Takeoff,
0.371597306976889,36.9034621531658,5500.7972373772,0,0,0.108491145204,1900,2017-11-10 07:45:37,16,17.216,5500.7972373772,0,0,0.108491145204,224.5, 1.5, 0.1,0,0,1024,1024,1024,1024,225.1,0,99,4.308,4.303,4.307,4.308,0,0,87.71,10,Assisted_Takeoff,
0.371597380224911,36.9034623198208,5500.7972373772,0,0,0.167926842644,2000,2017-11-10 07:45:37,16,17.108,5500.7972373772,0,0,0.167926842644,224.5, 1.5, 0,0,0,1024,1024,1024,1024,225.1,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.37159743995583,36.903462449485,5500.7972373772,0,0,0.217629928224,2100,2017-11-10 07:45:37,16,17.108,5500.7972373772,0,0,0.217629928224,224.5, 1.5, 0,0,0,1024,1024,1024,1024,225,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371597512873074,36.9034626177503,5500.7972373772,0,0,0.282417331872,2200,2017-11-10 07:45:37,16,17.108,5500.7972373772,0,0,0.282417331872,224.5, 1.5, 0,0,0,1024,1024,1024,1024,225,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371597573477042,36.9034627534292,5500.7972373772,0,0,0.33563321284,2300,2017-11-10 07:45:37,16,17.108,5500.7972373772,0,0,0.33563321284,224.5, 1.5, 0,0,0,1024,1024,1024,1024,225,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371597675156881,36.9034629135612,5500.7972373772,0,0,0.40481300508,2400,2017-11-10 07:45:37,16,17.108,5500.7972373772,0,0,0.40481300508,224.5, 1.5, 0,0,0,1024,1024,1024,1024,225,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371597764055471,36.9034630465205,5500.7972373772,0,0,0.46316602532,2500,2017-11-10 07:45:37,16,17.108,5500.7972373772,0,0,0.46316602532,224.5, 1.5, 0,0,0,1024,1024,1024,1024,224.9,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371597855130782,36.9034631928788,5500.7972373772,0,0,0.52602691972,2600,2017-11-10 07:45:38,16,17.108,5500.7972373772,0,0,0.52602691972,224.5, 1.5, 0,0,0,1024,1024,1024,1024,224.9,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371597930359093,36.9034633193318,5500.7972373772,0,0,0.57964896868,2700,2017-11-10 07:45:38,16,17.108,5500.7972373772,0,0,0.57964896868,224.5, 1.5, 0,0,0,1024,1024,1024,1024,224.9,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371598003245091,36.9034634524062,5500.7972373772,0,0,0.63483925916,2800,2017-11-10 07:45:38,16,17.108,5500.7972373772,0,0,0.63483925916,224.5, 1.5, 0,0,0,1024,1024,1024,1024,224.9,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371598067668677,36.9034635723388,5500.7972373772,0,0,0.68435697728,2900,2017-11-10 07:45:38,16,17.108,5500.7972373772,0,0,0.68435697728,224.5, 1.5, 0,0,0,1024,1024,1024,1024,224.9,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371598095516188,36.9034636612364,5500.7972373772,0,0,0.7172080282,3000,2017-11-10 07:45:38,16,17.108,5500.7972373772,0,0,0.7172080282,224.5, 1.5, 0,0,0,1024,1024,1034,1024,224.9,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
0.371598122416251,36.903463744281,5500.7972373772,0,0,0.74815619192,3100,2017-11-10 07:45:38,16,17.108,5500.7972373772,0,0,0.74815619192,224.5, 1.5, 0,0,0,1024,1024,1037,1024,224.9,0,99,4.284,4.287,4.292,4.289,0,0,87.71,10,Assisted_Takeoff,
