latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),time(millisecond),datetime(utc),satellites,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,battery_temperature(f),flycStateRaw,flycState,message
0.307992690791099,36.8793975366782,5801.602446478,0,0,0,100,2017-11-14 13:55:31,16,0,5801.602446478,0,0,0,6.2, -1.8, 0.4,0,0,1024,1024,1024,1024,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992714877821,36.879397531569,5801.602446478,0,0,0.0089835632796,200,2017-11-14 13:55:31,16,0,5801.602446478,0,0,0.0089835632796,6.2, -1.9, 0.4,0,0,1024,1024,1024,1024,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992731847836,36.8793975139016,5801.602446478,0,0,0.0171301186584,300,2017-11-14 13:55:31,16,0,5801.602446478,0,0,0.0171301186584,6.2, -1.8, 0.4,0,0,1024,1024,1024,1024,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992740177938,36.8793974969125,5801.602446478,0,0,0.0231336621576,400,2017-11-14 13:55:31,16,0,5801.602446478,0,0,0.0231336621576,6.2, -1.8, 0.4,0,0,1024,1024,1024,1024,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992747289353,36.8793974872777,5801.602446478,0,0,0.0273816937896,500,2017-11-14 13:55:31,16,0,5801.602446478,0,0,0.0273816937896,6.2, -1.9, 0.4,0,0,1024,1024,1024,1024,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992769606771,36.8793975037711,5801.602446478,0,0,0.0311615495536,600,2017-11-14 13:55:31,16,17.189,5801.602446478,0,0,0.0311615495536,6.2, -1.9, 0.4,0,0,1024,1024,1024,1024,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,Setting new Return-To-Home altitude to 30m (98 ft). Setting new Maximum Flight Altitude to 150m (492 ft)
0.307992800279328,36.8793975289962,5801.602446478,0,0,0.040044948788,700,2017-11-14 13:55:31,16,17.189,5801.602446478,0,0,0.040044948788,6.1, -1.9, 0.4,0,0,1024,1024,1024,1024,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992823838434,36.8793975579648,5801.602446478,0,0,0.049159450392,800,2017-11-14 13:55:31,16,17.189,5801.602446478,0,0,0.049159450392,6.1, -1.9, 0.5,0,0,374,364,465,1639,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992840428207,36.8793975770748,5801.602446478,0,0,0.056549542492,900,2017-11-14 13:55:31,16,17.189,5801.602446478,0,0,0.056549542492,6.1, -1.9, 0.5,0,0,1024,1024,1024,1024,10.7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992847499929,36.8793975978719,5801.602446478,0,0,0.06137959514,1000,2017-11-14 13:55:32,16,17.189,5801.602446478,0,0,0.06137959514,6.1, -1.9, 0.5,0,0,1024,1024,1024,1024,9.3,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992851722281,36.879397606994,5801.602446478,0,0,0.064075461368,1100,2017-11-14 13:55:32,16,17.189,5801.602446478,0,0,0.064075461368,6.1, -1.9, 0.4,0,0,1024,1024,1024,1024,8,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992869490844,36.8793976160452,5801.602446478,0,0,0.071339569212,1200,2017-11-14 13:55:32,16,17.189,5801.602446478,0,0,0.071339569212,6.1, -1.8, 0.4,0,0,1024,1024,1024,1024,7.5,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992897815999,36.8793976222739,5801.602446478,0,0,0.081734254584,1300,2017-11-14 13:55:32,16,17.189,5801.602446478,0,0,0.081734254584,6.1, -1.8, 0.4,0,0,1024,1024,1024,1024,7.2,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992919996627,36.8793976247877,5801.602446478,0,0,0.089591210216,1400,2017-11-14 13:55:32,16,17.189,5801.602446478,0,0,0.089591210216,6.1, -1.6, 0.3,0,0,1024,1024,1024,1024,7,0,100,4.298,4.3,4.3,4.3,0,0,76.91,41,Motors_Started,
0.307992933755758,36.8793976278572,5801.602446478,0,0,0.09468176156,1500,2017-11-14 13:55:32,16,17.189,5801.602446478,0,0,0.09468176156,6.1, -1.7, 0.3,0,0,1024,1024,1024,1024,6.9,0,100,4.298,4.3,4.3,4.3,0,0,76.91,10,Assisted_Takeoff,
0.30799294477727,36.8793976319464,5801.602446478,0,0,0.098970803692,1600,2017-11-14 13:55:32,16,17.189,5801.602446478,0,0,0.098970803692,6.1, -1.9, 0.4,0,0,1024,1024,1024,1024,6.8,0,100,4.298,4.3,4.3,4.3,0,0,76.91,10,Assisted_Takeoff,
