latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),time(millisecond),datetime(utc),satellites,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,battery_temperature(f),flycStateRaw,flycState,message
0.356698197484656,36.8968498357407,5808.7949034011,0,0,0,0,2017-11-14 07:28:37,17,0,5808.7949034011,0,0,0,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-89.9,99,4.304,4.305,4.302,4.3,0,0,75.11,6,GPS_Atti,
0.356698178203065,36.8968498645938,5808.7949034011,0,0,0.0126611224524,100,2017-11-14 07:28:37,17,0,5808.7949034011,0,0,0.0126611224524,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-89.9,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698158873944,36.8968498804536,5808.7949034011,0,0,0.0215537736556,200,2017-11-14 07:28:37,17,0,5808.7949034011,0,0,0.0215537736556,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698127219638,36.8968498959403,5808.7949034011,0,0,0.033757875096,300,2017-11-14 07:28:37,17,0,5808.7949034011,0,0,0.033757875096,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-89.9,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698121243554,36.8968498975521,5808.7949034011,0,0,0.035809712432,400,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.035809712432,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-89.9,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698110415012,36.8968499035169,5808.7949034011,0,0,0.040256891052,500,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.040256891052,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,Setting new Return-To-Home altitude to 30m (98 ft). Setting new Maximum Flight Altitude to 120m (394 ft)
0.356698095381726,36.8968499249979,5808.7949034011,0,0,0.049479332292,600,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.049479332292,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698068502019,36.8968499556395,5808.7949034011,0,0,0.06425033014,700,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.06425033014,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698062216632,36.8968499741544,5808.7949034011,0,0,0.070610566564,800,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.070610566564,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698053041775,36.8968499915767,5808.7949034011,0,0,0.077523296444,900,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.077523296444,317.7, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698062868112,36.8968499956466,5808.7949034011,0,0,0.076261813464,1000,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.077523296444,317.6, 1.9, 2.3,0,0,1024,1024,1024,1024,322.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698064122522,36.8968500036488,5808.7949034011,0,0,0.078232285968,1100,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.078232285968,317.6, 1.9, 2.3,0,0,757,758,836,1207,322.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698052408209,36.8968499982048,5808.7949034011,0,0,0.079467522228,1200,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.079467522228,317.7, 1.9, 2.3,0,0,975,1024,1019,1024,321.4,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.356698029204103,36.8968499991919,5808.7949034011,0,0,0.085590882004,1300,2017-11-14 07:28:38,17,0,5808.7949034011,0,0,0.085590882004,317.7, 1.9, 2.3,0,0,1024,1024,1024,1024,320.1,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
0.35669799236758,36.8968499891711,5808.7949034011,0,0,0.09345636782,1400,2017-11-14 07:28:38,18,0,5808.7949034011,0,0,0.09345636782,317.7, 2, 2.3,0,0,1024,1024,1024,1024,319.2,-90,99,4.304,4.305,4.302,4.3,0,0,75.11,41,Motors_Started,
