latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),time(millisecond),datetime(utc),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),flycStateRaw,flycState,message
0.364634566177088,36.8985610572899,5630.8093334011,0,0,0,0,2018-04-03 06:01:16,12,0,0,5630.8093334011,0,0,0,0,0,0,89.5, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,0,76.91,6,P-GPS,
0.364634609590184,36.8985611040572,5630.8093334011,0,0,0.0232812671492,100,2018-04-03 06:01:16,12,0,0,5630.8093334011,0,0,0.0232812671492,0,0,0,89.5, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,0,76.91,41,Motors_Started,
0.364634656347696,36.8985611523951,5630.8093334011,0,0,0.047815290244,200,2018-04-03 06:01:16,12,0,0,5630.8093334011,0,0,0.047815290244,0,0,0,89.5, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,0,76.91,41,Motors_Started,
0.364634679691848,36.8985612003048,5630.8093334011,0,0,0.066616800032,300,2018-04-03 06:01:16,12,0,0,5630.8093334011,0,0,0.066616800032,0,0,0,89.5, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,0,76.91,41,Motors_Started,
0.364634698525617,36.8985612495774,5630.8093334011,0,0,0.085166341308,400,2018-04-03 06:01:16,12,0,0,5630.8093334011,0,0,0.085166341308,0,0,0,89.5, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,0,76.91,41,Motors_Started,
0.364634715403625,36.8985612981417,5630.8093334011,0,0,0.10337270672,500,2018-04-03 06:01:16,12,0,0,5630.8093334011,0,0,0.10337270672,0,0,0,89.4, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,0,76.91,41,Motors_Started,
0.364634743383143,36.898561346713,5630.8093334011,0,0,0.123814964592,600,2018-04-03 06:01:16,12,0,17.129,5630.8093334011,0,0,0.123814964592,0,0,0,89.5, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,1.496,76.91,41,Motors_Started,Setting new Return-To-Home altitude to 30m (98 ft). Setting new Maximum Flight Altitude to 150m (492 ft)
0.364634772206194,36.8985613951853,5630.8093334011,0,0,0.144388456064,700,2018-04-03 06:01:17,12,0,17.129,5630.8093334011,0,0,0.144388456064,0,0,0,89.4, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,1.496,76.91,41,Motors_Started,
0.364634808120305,36.8985614439273,5630.8093334011,0,0,0.166404532884,800,2018-04-03 06:01:17,12,0,17.129,5630.8093334011,0,0,0.166404532884,0,0,0,89.4, -1.8, 2.7,0,0,364,364,364,1684,94.1,0,99,4.292,4.295,4.295,4.293,0,0,1.496,76.91,41,Motors_Started,
0.364634847887722,36.8985614926324,5630.8093334011,0,0,0.18918635776,900,2018-04-03 06:01:17,12,0,17.129,5630.8093334011,0,0,0.18918635776,0,0,0,89.4, -1.8, 2.7,0,0,364,364,364,1684,94,0,99,4.292,4.295,4.295,4.293,0,0,1.496,76.91,41,Motors_Started,
