,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,22.4,      2,50,  6.24
1,B,00m 15s,48.2,      2,43,  5.88
2,C,00m 20s,73.9,      2,40,  6.81
3,D,00m 25s,99.4,      2,41,  7.09
4,E,00m 40s,105.9,      1,47,  7.90
5,F,00m 50s,106.0,      1,49,  7.14
6,G,01m 05s,106.2,      119,48,  6.26
7,H,01m 15s,105.9,      245,23,  5.37
8,I,02m 15s,105.8,      333,18,  7.71
9,J,02m 20s,105.7,      330,23,  5.92
10,K,03m 05s,105.9,      337,47,  6.95
11,L,03m 15s,105.7,      337,43,  6.01
12,M,03m 20s,105.8,      337,33,  6.37
13,N,03m 25s,105.8,      337,25,  7.45
14,O,03m 30s,105.8,      337,25,  6.09
15,P,03m 35s,105.7,      337,21,  6.40
16,Q,03m 40s,105.7,      337,19,  6.50
17,R,03m 45s,105.8,      337,31,  6.28
18,S,03m 50s,105.8,      337,39,  6.43
19,T,03m 55s,105.7,      337,44,  6.23
20,U,04m 00s,105.7,      337,47,  6.38
21,V,04m 05s,105.8,      337,65,  7.51
22,W,04m 10s,105.7,      337,70,  7.52
23,X,04m 15s,105.8,      337,57,  7.40
24,Y,04m 20s,105.6,      337,65,  7.35
25,Z,04m 25s,105.6,      337,61,  7.51
26,a,04m 30s,105.9,      337,60,  8.11
27,b,04m 35s,105.9,      337,59,  7.77
28,c,04m 40s,106.0,      337,52,  7.66
29,d,04m 45s,105.9,      337,52,  7.44
30,e,04m 50s,105.9,      337,45,  6.99
31,f,04m 55s,105.8,      337,45,  5.69
32,g,05m 00s,105.9,      337,51,  5.31
33,h,05m 05s,106.0,      337,48,  6.66
34,i,05m 10s,105.7,      337,78,  5.01
35,j,05m 25s,105.8,      334,77,  4.41
36,k,05m 30s,105.8,      334,73,  4.10
37,l,05m 35s,105.8,      334,62,  4.51
38,m,05m 40s,105.9,      334,68,  5.54
39,n,05m 45s,105.9,      334,66,  5.62
40,o,05m 50s,105.9,      334,75,  6.17
41,p,05m 55s,105.7,      335,55,  4.54
42,q,06m 00s,105.7,      335,19,  5.47
43,r,06m 05s,105.7,      334,37,  5.19
44,s,06m 10s,105.7,      334,54,  4.16
45,t,06m 15s,105.7,      334,56,  4.15
46,u,06m 20s,105.9,      334,43,  4.87
47,v,06m 25s,106.0,      334,39,  5.69
48,w,06m 30s,105.8,      334,33,  5.54
49,x,06m 35s,105.6,      334,40,  4.85
50,y,06m 50s,105.9,      334,45,  7.24
51,z,06m 55s,105.8,      334,39,  6.65
52,A,07m 00s,105.7,      334,46,  6.27
53,B,07m 05s,105.6,      334,47,  4.06
54,C,07m 10s,106.0,      334,55,  6.72
55,D,07m 15s,106.0,      334,57,  6.72
56,E,07m 20s,105.9,      334,41,  7.10
57,F,07m 25s,105.9,      334,39,  7.09
58,G,07m 30s,105.8,      334,32,  7.35
59,H,07m 35s,105.8,      334,43,  7.34
60,I,07m 40s,105.8,      334,38,  7.33
61,J,07m 45s,105.7,      334,41,  6.11
62,K,07m 50s,105.7,      334,47,  6.26
63,L,08m 00s,105.7,      335,58,  6.95
64,M,08m 05s,105.8,      335,51,  7.13
65,N,08m 10s,105.9,      335,48,  6.93
66,O,08m 15s,105.8,      335,39,  7.40
67,P,08m 20s,105.7,      335,57,  6.61
68,Q,08m 25s,105.7,      335,53,  5.76
69,R,08m 30s,105.8,      335,36,  7.16
70,S,08m 40s,105.9,      334,49,  8.02
71,T,08m 45s,105.8,      334,36,  7.44
72,U,08m 50s,105.8,      334,36,  8.22
73,V,09m 10s,105.9,      331,22,  8.46
74,W,09m 15s,105.8,      330,40,  7.47
75,X,09m 25s,105.8,      329,20,  7.60
76,Y,09m 40s,105.8,      328,35,  8.04
77,Z,09m 45s,105.7,      328,39,  7.33
78,a,09m 50s,105.7,      328,23,  7.09
79,b,09m 55s,105.7,      328,26,  6.52
80,c,10m 00s,105.7,      328,28,  6.51
81,d,10m 05s,105.8,      328,25,  6.78
82,e,10m 25s,105.7,      349,33,  6.42
83,f,10m 30s,105.7,      349,28,  7.12
84,g,11m 10s,105.7,      516,7,  6.24
85,h,11m 15s,105.8,      546,16,  7.21
86,i,12m 10s,105.7,      616,18,  6.12
87,j,12m 30s,105.9,      629,41,  3.91
88,k,12m 35s,105.9,      629,44,  4.69
89,l,12m 40s,105.9,      629,47,  5.25
90,m,12m 45s,105.8,      629,53,  5.39
91,n,12m 50s,105.8,      629,34,  4.41
92,o,13m 05s,105.7,      627,28,  4.64
93,p,13m 15s,105.5,      627,31,  4.17
94,q,13m 20s,105.5,      627,15,  3.50
95,r,13m 25s,105.9,      627,14,  5.79
