,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 20s,18.4,      3,167,  8.97
1,B,00m 25s,31.3,      3,170,  11.49
2,C,00m 30s,45.7,      3,175,  11.52
3,D,00m 35s,60.6,      3,173,  10.85
4,E,00m 40s,75.4,      2,171,  9.96
5,F,00m 45s,90.4,      3,174,  11.09
6,G,01m 25s,85.6,      110,209,  7.08
7,H,01m 50s,87.7,      173,180,  6.39
8,I,02m 10s,87.9,      239,187,  10.00
9,J,02m 15s,87.7,      274,195,  7.99
10,K,02m 20s,87.6,      308,193,  7.14
11,L,02m 25s,87.7,      335,183,  9.56
12,M,02m 45s,92.3,      384,172,  11.19
13,N,02m 50s,92.3,      407,175,  11.54
14,O,03m 00s,88.3,      410,168,  11.00
15,P,03m 10s,88.2,      408,166,  11.68
16,Q,03m 15s,88.4,      408,166,  11.79
17,R,03m 20s,88.4,      408,166,  12.05
18,S,03m 25s,88.3,      408,167,  12.29
19,T,03m 30s,88.4,      408,168,  12.21
20,U,03m 35s,88.3,      409,167,  11.44
21,V,03m 40s,88.2,      409,168,  10.65
22,W,03m 45s,88.2,      409,169,  10.29
23,X,03m 50s,88.4,      409,170,  10.87
24,Y,03m 55s,88.3,      409,169,  10.71
25,Z,04m 00s,88.3,      409,168,  10.84
26,a,04m 05s,88.4,      409,166,  11.51
27,b,04m 10s,88.5,      409,166,  12.47
28,c,04m 15s,88.3,      409,169,  11.93
29,d,04m 20s,88.3,      409,170,  11.48
30,e,04m 25s,88.4,      409,168,  11.61
31,f,04m 30s,88.2,      409,169,  10.57
32,g,04m 35s,88.3,      409,169,  10.22
33,h,04m 40s,88.3,      409,169,  9.83
34,i,04m 45s,88.3,      409,171,  10.28
35,j,04m 50s,88.4,      409,169,  10.85
36,k,04m 55s,88.4,      409,170,  10.80
37,l,05m 00s,88.4,      409,168,  11.52
38,m,05m 05s,88.4,      409,168,  11.11
39,n,05m 10s,88.4,      409,167,  11.10
40,o,05m 15s,88.3,      409,166,  11.40
41,p,05m 20s,88.3,      409,168,  10.88
42,q,05m 25s,88.2,      409,170,  10.33
43,r,05m 30s,88.2,      409,167,  10.26
44,s,05m 35s,88.3,      409,167,  10.11
45,t,05m 40s,88.4,      410,170,  10.12
46,u,05m 45s,88.3,      410,173,  10.06
47,v,05m 50s,88.3,      409,170,  9.89
48,w,05m 55s,88.4,      409,170,  9.95
49,x,06m 00s,88.3,      410,171,  9.51
50,y,06m 05s,88.4,      410,170,  10.62
51,z,06m 10s,88.4,      410,170,  11.28
52,A,06m 15s,88.4,      410,170,  11.14
53,B,06m 20s,88.4,      410,171,  10.53
54,C,06m 25s,88.4,      410,170,  10.74
55,D,06m 30s,88.4,      409,171,  10.45
56,E,06m 35s,88.3,      410,174,  9.59
57,F,06m 40s,88.2,      410,171,  10.18
58,G,06m 45s,88.3,      410,172,  10.16
59,H,06m 50s,88.2,      410,170,  10.34
60,I,06m 55s,88.3,      410,169,  10.76
61,J,07m 00s,88.5,      410,168,  11.63
62,K,07m 05s,88.4,      410,171,  11.03
63,L,07m 10s,88.4,      410,174,  10.66
64,M,07m 15s,88.4,      410,175,  11.25
65,N,07m 20s,88.3,      409,180,  10.51
66,O,07m 25s,88.3,      409,177,  10.54
67,P,07m 30s,88.3,      409,173,  10.63
68,Q,07m 35s,88.3,      409,172,  10.91
69,R,07m 40s,88.3,      409,169,  9.93
70,S,07m 45s,88.3,      409,169,  10.57
71,T,07m 50s,88.4,      410,172,  10.34
72,U,07m 55s,88.3,      410,172,  9.25
73,V,08m 00s,88.2,      410,171,  8.18
74,W,08m 05s,88.3,      410,170,  7.94
75,X,08m 10s,88.2,      410,175,  8.54
76,Y,08m 15s,88.1,      410,172,  6.83
77,Z,08m 20s,88.4,      410,180,  8.64
78,a,08m 25s,88.3,      410,191,  6.59
79,b,08m 30s,88.5,      410,176,  9.07
80,c,08m 35s,88.5,      410,173,  9.61
81,d,08m 40s,88.4,      410,169,  10.29
82,e,08m 45s,88.3,      410,171,  9.28
83,f,08m 50s,88.3,      410,174,  10.07
84,g,08m 55s,88.4,      410,173,  9.69
85,h,09m 00s,88.2,      409,170,  9.16
86,i,09m 05s,88.2,      409,171,  7.75
87,j,09m 10s,88.3,      409,177,  9.63
88,k,09m 15s,88.2,      410,173,  9.14
89,l,09m 20s,88.4,      409,169,  10.67
90,m,09m 25s,88.6,      409,172,  13.07
91,n,09m 30s,88.5,      410,174,  13.04
92,o,09m 35s,88.5,      410,172,  12.75
93,p,09m 40s,88.3,      410,175,  11.63
94,q,09m 45s,88.4,      410,176,  11.85
95,r,09m 50s,88.4,      410,177,  11.08
96,s,09m 55s,88.3,      409,178,  11.51
97,t,10m 00s,88.3,      410,177,  11.28
98,u,10m 05s,88.3,      409,176,  11.47
99,v,10m 20s,88.1,      409,188,  10.02
100,w,10m 35s,88.4,      446,182,  9.41
101,x,10m 40s,88.4,      445,177,  10.28
102,y,10m 45s,88.5,      445,173,  11.54
103,z,10m 50s,88.4,      445,174,  11.83
104,A,10m 55s,88.4,      445,172,  11.35
105,B,11m 00s,88.3,      445,172,  11.07
106,C,11m 05s,88.4,      445,173,  10.77
107,D,11m 10s,88.2,      445,172,  10.69
108,E,11m 15s,88.2,      445,171,  10.64
109,F,11m 20s,88.3,      445,172,  10.52
110,G,11m 25s,88.3,      446,176,  10.06
111,H,11m 30s,88.3,      446,175,  10.61
112,I,11m 35s,88.4,      446,175,  11.09
113,J,11m 40s,88.4,      445,174,  11.32
114,K,11m 45s,88.4,      446,175,  10.47
115,L,11m 50s,88.3,      446,175,  10.59
116,M,11m 55s,88.3,      446,177,  10.32
117,N,12m 00s,88.4,      446,175,  10.77
118,O,12m 05s,88.4,      446,173,  11.25
119,P,12m 10s,88.4,      445,175,  10.60
120,Q,12m 15s,88.3,      446,174,  10.81
121,R,12m 20s,88.4,      446,172,  10.85
122,S,12m 25s,88.3,      445,170,  11.09
123,T,12m 30s,88.3,      445,171,  10.54
124,U,12m 35s,88.2,      445,171,  11.14
125,V,12m 40s,88.3,      446,174,  10.47
126,W,12m 45s,88.2,      445,174,  10.67
127,X,12m 50s,88.1,      446,172,  10.37
128,Y,12m 55s,88.3,      446,175,  9.97
129,Z,13m 00s,88.3,      446,175,  10.29
130,a,13m 05s,88.3,      446,176,  9.99
131,b,13m 10s,88.4,      446,177,  10.12
132,c,13m 15s,88.4,      446,175,  10.59
133,d,13m 20s,88.3,      446,173,  9.32
134,e,13m 25s,88.4,      446,174,  9.74
135,f,14m 05s,88.4,      495,170,  13.21
136,g,14m 10s,88.2,      496,171,  10.97
137,h,14m 15s,88.3,      496,172,  12.03
138,i,14m 20s,88.2,      496,173,  10.16
139,j,14m 25s,88.3,      496,171,  11.75
140,k,14m 30s,88.3,      496,175,  10.99
141,l,14m 35s,88.4,      496,183,  11.56
142,m,14m 40s,88.3,      496,181,  11.28
143,n,14m 45s,88.1,      496,183,  11.14
144,o,14m 50s,88.1,      495,182,  8.12
145,p,14m 55s,88.3,      495,186,  9.62
146,q,15m 00s,88.4,      495,180,  9.57
147,r,15m 05s,88.4,      495,174,  9.80
148,s,15m 10s,88.3,      495,182,  9.10
149,t,15m 15s,88.3,      495,180,  9.32
150,u,15m 20s,88.4,      495,175,  11.65
151,v,15m 25s,88.4,      495,173,  11.74
152,w,15m 30s,88.3,      495,178,  11.12
153,x,15m 35s,88.3,      495,174,  10.13
154,y,15m 40s,88.3,      495,174,  10.81
155,z,15m 45s,88.4,      495,172,  11.05
156,A,15m 50s,88.4,      496,181,  9.52
157,B,15m 55s,88.3,      496,178,  10.32
158,C,16m 00s,88.2,      496,179,  9.54
159,D,16m 05s,88.3,      495,175,  10.96
160,E,16m 10s,88.2,      495,173,  9.19
161,F,16m 15s,88.3,      495,173,  10.48
162,G,16m 20s,88.3,      496,173,  10.31
163,H,16m 25s,88.3,      496,178,  8.54
164,I,16m 30s,88.3,      495,174,  9.77
165,J,16m 35s,88.4,      496,182,  9.21
166,K,16m 40s,88.3,      496,180,  9.36
167,L,16m 45s,88.4,      496,177,  9.50
168,M,16m 50s,88.4,      496,181,  9.52
169,N,16m 55s,88.3,      496,179,  9.31
170,O,17m 00s,88.2,      495,179,  9.40
171,P,17m 05s,88.2,      495,172,  8.99
172,Q,17m 10s,88.3,      495,176,  8.99
