,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,26.4,      0,162,  1.94
1,B,00m 15s,52.2,      0,74,  0.66
2,C,00m 20s,77.3,      0,187,  0.81
3,D,00m 25s,93.9,      0,165,  1.46
4,E,00m 40s,95.3,      134,260,  2.87
5,F,00m 45s,95.0,      198,276,  1.47
6,G,00m 50s,95.0,      263,286,  2.40
7,H,01m 50s,95.1,      325,244,  1.40
8,I,01m 55s,95.0,      325,235,  1.24
9,J,02m 00s,95.0,      325,229,  1.25
10,K,02m 05s,95.0,      325,212,  1.35
11,L,02m 15s,95.1,      325,211,  1.43
12,M,02m 30s,95.1,      307,204,  1.44
13,N,02m 40s,94.9,      304,192,  1.75
14,O,02m 50s,95.0,      300,200,  1.40
15,P,02m 55s,95.1,      300,201,  1.41
16,Q,03m 00s,95.1,      300,188,  1.67
17,R,03m 05s,95.1,      300,163,  1.83
18,S,03m 10s,95.2,      300,167,  1.99
19,T,03m 15s,95.1,      300,181,  2.44
20,U,03m 20s,95.2,      300,199,  1.93
21,V,03m 30s,95.1,      298,200,  2.00
22,W,03m 35s,95.0,      298,193,  1.72
23,X,03m 40s,95.0,      298,182,  1.60
24,Y,03m 45s,95.0,      298,172,  1.33
25,Z,03m 55s,95.1,      295,195,  1.87
26,a,04m 00s,95.0,      295,194,  1.90
27,b,04m 15s,95.3,      289,201,  2.88
28,c,04m 25s,95.2,      286,209,  2.56
29,d,04m 30s,95.1,      285,211,  2.53
30,e,04m 35s,95.1,      285,211,  2.77
31,f,04m 40s,95.2,      285,217,  2.61
32,g,04m 45s,95.1,      285,211,  2.68
33,h,05m 00s,95.1,      274,220,  3.05
34,i,05m 05s,95.1,      274,209,  2.45
35,j,05m 10s,95.0,      274,231,  2.65
36,k,05m 15s,95.0,      273,209,  2.43
37,l,05m 20s,95.0,      273,211,  3.08
38,m,05m 55s,95.2,      220,258,  3.04
39,n,06m 00s,95.2,      218,237,  2.75
40,o,06m 05s,95.2,      218,234,  3.16
41,p,06m 10s,95.0,      218,227,  3.18
42,q,06m 15s,95.0,      218,226,  3.25
43,r,06m 20s,95.1,      218,244,  3.03
44,s,06m 45s,94.9,      311,250,  2.60
45,t,06m 50s,95.1,      311,243,  2.80
46,u,06m 55s,95.2,      311,250,  2.84
47,v,07m 00s,95.1,      311,248,  2.85
48,w,07m 05s,95.1,      311,237,  3.30
49,x,07m 10s,95.0,      310,234,  3.30
50,y,07m 15s,95.0,      311,240,  2.84
51,z,07m 20s,95.1,      311,252,  2.42
52,A,07m 25s,95.1,      311,254,  2.36
53,B,07m 30s,95.1,      311,251,  2.48
54,C,07m 35s,95.0,      311,249,  2.57
55,D,07m 40s,95.0,      311,242,  2.76
56,E,07m 45s,95.1,      311,243,  2.54
57,F,07m 50s,95.0,      311,249,  2.70
58,G,07m 55s,95.2,      311,244,  2.83
59,H,08m 00s,95.2,      311,248,  2.85
60,I,08m 05s,95.1,      311,241,  2.51
61,J,08m 10s,95.0,      311,242,  2.24
62,K,08m 15s,95.0,      311,241,  2.48
63,L,08m 20s,95.1,      311,239,  2.49
64,M,08m 25s,95.0,      311,236,  2.71
65,N,08m 30s,95.0,      311,237,  2.67
66,O,08m 35s,95.1,      311,237,  2.80
67,P,08m 40s,95.1,      311,234,  2.26
68,Q,08m 45s,95.1,      311,238,  2.42
69,R,08m 50s,95.2,      311,230,  2.69
70,S,08m 55s,95.2,      311,238,  1.79
71,T,09m 00s,95.1,      311,236,  1.96
72,U,09m 05s,95.2,      311,234,  2.30
73,V,09m 10s,95.1,      311,239,  1.52
74,W,09m 15s,95.1,      311,247,  1.51
75,X,09m 20s,95.1,      311,248,  1.42
76,Y,09m 25s,95.1,      311,245,  1.32
77,Z,09m 30s,95.1,      311,246,  1.44
78,a,09m 35s,95.0,      311,253,  1.93
79,b,09m 40s,95.0,      311,247,  2.07
80,c,09m 45s,95.1,      311,252,  1.80
81,d,09m 50s,95.2,      311,253,  1.91
82,e,09m 55s,95.1,      311,252,  1.92
83,f,10m 00s,95.1,      311,249,  1.68
84,g,10m 05s,95.2,      311,248,  1.35
85,h,10m 10s,95.0,      311,243,  1.24
86,i,10m 15s,95.2,      311,243,  1.10
87,j,10m 20s,95.1,      311,260,  1.03
88,k,10m 50s,95.1,      257,233,  2.31
89,l,11m 00s,95.1,      256,248,  3.14
90,m,11m 05s,95.1,      256,250,  2.59
91,n,11m 10s,95.0,      256,245,  2.35
92,o,11m 15s,95.0,      256,253,  2.82
93,p,11m 20s,95.0,      256,230,  2.15
94,q,11m 25s,95.0,      256,226,  0.66
95,r,11m 30s,95.0,      256,217,  1.54
96,s,11m 35s,95.1,      256,222,  1.30
97,t,11m 40s,95.1,      256,224,  1.44
98,u,11m 45s,95.2,      256,212,  1.36
99,v,11m 50s,95.3,      256,218,  1.58
100,w,11m 55s,95.3,      256,220,  1.17
101,x,12m 00s,95.3,      255,227,  1.25
