,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,12.3,      0,100,  5.52
1,B,00m 15s,22.2,      0,94,  5.55
2,C,00m 20s,30.4,      0,88,  5.46
3,D,00m 25s,39.5,      0,82,  5.71
4,E,00m 30s,52.5,      0,82,  6.03
5,F,00m 40s,76.5,      1,73,  6.10
6,G,00m 45s,86.5,      1,70,  4.91
7,H,01m 00s,85.4,      118,75,  7.58
8,I,01m 05s,85.5,      183,76,  7.91
9,J,01m 10s,85.4,      245,74,  6.16
10,K,01m 15s,85.4,      307,67,  6.85
11,L,01m 20s,85.5,      369,67,  7.38
12,M,01m 35s,85.6,      493,36,  5.20
13,N,01m 40s,85.5,      534,44,  6.20
14,O,01m 45s,85.5,      577,46,  6.26
15,P,02m 35s,85.5,      618,65,  6.69
16,Q,02m 40s,85.5,      618,76,  5.97
17,R,02m 45s,85.5,      619,81,  6.02
18,S,02m 50s,85.5,      619,85,  5.99
19,T,02m 55s,85.5,      619,87,  5.32
20,U,03m 00s,85.5,      618,84,  5.01
21,V,03m 05s,85.6,      619,89,  6.10
22,W,03m 10s,85.7,      619,79,  6.12
23,X,03m 15s,85.5,      619,87,  6.04
24,Y,03m 20s,85.5,      619,87,  6.10
25,Z,03m 25s,85.5,      619,92,  5.35
26,a,03m 40s,85.6,      637,107,  5.63
27,b,03m 45s,85.6,      637,100,  6.76
28,c,03m 50s,85.5,      637,89,  6.24
29,d,03m 55s,85.5,      637,94,  6.04
30,e,04m 00s,85.4,      637,100,  6.34
31,f,04m 05s,85.4,      637,105,  5.97
32,g,04m 10s,85.6,      637,99,  6.19
33,h,04m 15s,85.5,      637,105,  6.28
34,i,04m 20s,85.6,      637,100,  7.84
35,j,04m 25s,85.6,      637,98,  7.73
36,k,04m 30s,85.6,      637,97,  7.44
37,l,04m 35s,85.6,      637,102,  6.84
38,m,04m 40s,85.5,      637,97,  7.00
39,n,04m 45s,85.5,      637,98,  6.87
40,o,04m 50s,85.6,      637,96,  7.28
41,p,04m 55s,85.6,      637,91,  7.47
42,q,05m 00s,85.6,      637,104,  7.03
43,r,05m 05s,85.5,      637,104,  6.94
44,s,05m 10s,85.6,      637,104,  7.65
45,t,05m 25s,85.7,      661,108,  7.98
46,u,05m 30s,85.5,      661,111,  7.30
47,v,05m 35s,85.6,      660,109,  6.85
48,w,05m 40s,85.4,      660,99,  6.12
49,x,05m 45s,85.5,      661,106,  6.08
50,y,06m 10s,85.6,      702,122,  6.09
51,z,06m 15s,85.6,      702,116,  6.16
52,A,06m 20s,85.7,      702,100,  6.03
53,B,06m 25s,85.6,      702,83,  7.11
54,C,06m 30s,85.6,      702,83,  6.71
55,D,06m 35s,85.6,      702,93,  6.17
56,E,06m 40s,85.5,      702,95,  6.14
57,F,06m 45s,85.4,      702,95,  5.92
58,G,06m 50s,85.4,      702,93,  5.85
59,H,06m 55s,85.5,      702,92,  6.67
60,I,07m 00s,85.6,      702,105,  7.19
61,J,07m 05s,85.6,      702,104,  7.05
62,K,07m 10s,85.6,      702,111,  6.80
63,L,07m 15s,85.5,      702,101,  6.76
64,M,07m 20s,85.5,      702,92,  6.43
65,N,07m 25s,85.5,      702,86,  6.02
66,O,07m 30s,85.6,      702,83,  5.96
67,P,07m 35s,85.5,      702,83,  5.87
68,Q,07m 40s,85.7,      702,95,  5.86
69,R,07m 45s,85.7,      703,94,  6.63
70,S,07m 50s,85.7,      703,111,  7.03
71,T,07m 55s,85.6,      703,106,  7.08
72,U,08m 00s,85.5,      703,105,  7.23
73,V,08m 05s,85.5,      703,106,  7.52
74,W,08m 10s,85.4,      703,109,  7.32
75,X,08m 15s,85.4,      703,115,  7.20
76,Y,08m 20s,85.6,      703,111,  6.88
77,Z,08m 25s,85.6,      702,113,  6.74
78,a,08m 30s,85.6,      702,107,  6.66
79,b,08m 35s,85.6,      702,105,  7.20
80,c,08m 40s,85.5,      702,99,  6.99
81,d,08m 45s,85.6,      702,104,  6.98
82,e,08m 50s,85.5,      702,103,  7.43
83,f,08m 55s,85.5,      702,96,  6.52
84,g,09m 00s,85.6,      702,106,  7.55
85,h,09m 05s,85.5,      702,90,  5.62
86,i,09m 10s,85.5,      702,100,  6.02
87,j,09m 15s,85.6,      702,101,  6.01
88,k,09m 20s,85.3,      702,92,  4.83
89,l,09m 25s,85.5,      702,86,  5.31
90,m,09m 30s,85.6,      702,90,  5.94
91,n,09m 35s,85.5,      702,84,  6.59
92,o,09m 40s,85.6,      702,84,  7.18
93,p,09m 45s,85.5,      702,77,  6.76
94,q,09m 50s,85.6,      702,77,  7.05
95,r,09m 55s,85.6,      702,80,  6.55
96,s,10m 00s,85.6,      702,84,  6.56
97,t,10m 05s,85.6,      703,87,  6.64
98,u,10m 10s,85.6,      703,92,  6.27
99,v,10m 15s,85.6,      703,94,  6.46
100,w,10m 20s,85.7,      703,90,  6.11
101,x,10m 25s,85.7,      703,91,  6.19
102,y,10m 30s,85.6,      702,90,  6.44
103,z,10m 35s,85.5,      702,91,  6.06
