,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,16.5,      0,202,  2.40
1,B,00m 15s,42.1,      0,191,  2.02
2,C,00m 20s,67.4,      1,189,  3.55
3,D,00m 25s,92.8,      1,207,  3.57
4,E,00m 30s,112.2,      1,213,  4.30
5,F,00m 35s,112.0,      1,213,  5.09
6,G,01m 00s,110.6,      212,189,  1.28
7,H,01m 05s,110.6,      278,253,  0.52
8,I,02m 10s,110.6,      504,256,  4.03
9,J,02m 20s,110.6,      505,254,  3.58
10,K,02m 25s,110.6,      505,242,  3.73
11,L,02m 30s,110.6,      505,245,  3.79
12,M,02m 35s,110.6,      505,243,  3.44
13,N,02m 40s,110.3,      505,232,  3.74
14,O,02m 45s,109.3,      505,236,  3.65
15,P,02m 50s,107.5,      505,240,  3.54
16,Q,03m 35s,100.6,      539,229,  4.38
17,R,03m 55s,100.4,      559,261,  4.00
18,S,04m 00s,100.5,      567,266,  3.85
19,T,04m 10s,100.5,      576,217,  4.00
20,U,04m 15s,100.5,      581,233,  4.18
21,V,04m 30s,100.6,      588,237,  4.35
22,W,04m 35s,100.6,      588,232,  3.98
23,X,04m 40s,100.6,      588,239,  4.33
24,Y,04m 45s,100.6,      588,236,  4.41
25,Z,04m 50s,100.6,      588,237,  4.31
26,a,04m 55s,100.5,      588,240,  4.17
27,b,05m 00s,100.5,      588,244,  3.82
28,c,05m 05s,100.4,      588,241,  3.53
29,d,05m 10s,100.5,      588,227,  3.71
30,e,05m 15s,100.5,      588,235,  4.09
31,f,05m 20s,100.5,      588,231,  4.51
32,g,05m 25s,100.5,      588,240,  4.36
33,h,05m 30s,100.5,      588,230,  4.45
34,i,05m 35s,100.6,      588,231,  4.39
35,j,05m 40s,100.6,      588,227,  4.85
36,k,05m 45s,100.6,      588,231,  4.46
37,l,05m 50s,100.6,      588,232,  4.35
38,m,05m 55s,100.6,      588,231,  4.60
39,n,06m 00s,100.6,      588,232,  4.69
40,o,06m 05s,100.6,      588,235,  4.28
41,p,06m 10s,100.5,      588,233,  3.75
42,q,06m 15s,100.5,      588,233,  3.75
43,r,06m 20s,100.6,      588,235,  4.15
44,s,06m 25s,100.6,      588,233,  3.89
45,t,06m 30s,100.5,      588,234,  4.16
46,u,06m 35s,100.5,      588,235,  4.39
47,v,06m 40s,100.5,      588,236,  4.27
48,w,06m 45s,100.5,      588,236,  4.05
49,x,06m 55s,100.5,      587,218,  6.20
50,y,07m 00s,100.5,      586,231,  4.29
51,z,07m 05s,100.4,      587,222,  4.39
52,A,07m 10s,100.4,      587,219,  3.59
53,B,07m 15s,100.5,      587,231,  3.72
54,C,07m 20s,100.5,      587,235,  3.64
55,D,07m 25s,100.6,      587,229,  4.04
56,E,07m 30s,100.6,      587,233,  4.25
57,F,07m 35s,100.6,      587,237,  3.97
58,G,07m 40s,100.6,      587,229,  3.87
59,H,07m 45s,100.6,      587,229,  3.58
60,I,07m 50s,100.5,      587,225,  3.07
61,J,07m 55s,100.5,      587,229,  3.00
62,K,08m 00s,100.5,      587,244,  2.85
63,L,08m 05s,100.5,      587,246,  2.99
64,M,08m 10s,100.5,      587,244,  3.71
65,N,08m 15s,100.5,      586,250,  3.26
66,O,08m 20s,100.5,      585,235,  3.89
67,P,08m 25s,100.5,      584,228,  4.35
68,Q,08m 30s,100.5,      584,228,  4.17
69,R,08m 35s,100.6,      584,236,  3.68
70,S,08m 40s,100.6,      584,242,  3.81
71,T,08m 45s,100.5,      585,230,  3.47
72,U,08m 50s,100.5,      585,235,  3.04
73,V,08m 55s,100.5,      585,241,  3.27
74,W,09m 00s,100.6,      585,238,  3.50
75,X,09m 05s,100.6,      584,234,  3.70
76,Y,09m 10s,100.7,      585,234,  3.92
77,Z,09m 15s,100.5,      585,227,  3.76
78,a,09m 20s,100.5,      585,227,  4.05
79,b,09m 25s,100.6,      585,231,  4.71
80,c,09m 30s,100.7,      585,226,  4.21
81,d,09m 35s,100.6,      585,233,  3.61
82,e,09m 40s,100.6,      585,236,  3.99
83,f,09m 45s,100.6,      585,236,  4.14
84,g,09m 50s,100.6,      585,226,  4.32
85,h,09m 55s,100.6,      584,234,  4.21
86,i,10m 05s,100.6,      584,234,  4.14
87,j,10m 10s,100.5,      585,234,  4.40
88,k,10m 15s,100.5,      584,234,  4.16
89,l,10m 20s,100.4,      584,235,  3.49
90,m,10m 25s,100.5,      584,231,  3.24
91,n,10m 30s,100.5,      584,230,  3.53
92,o,10m 35s,100.6,      584,235,  3.91
93,p,10m 40s,100.5,      584,231,  3.95
94,q,10m 45s,100.5,      584,241,  4.05
95,r,10m 50s,100.6,      584,241,  4.58
96,s,10m 55s,100.5,      584,237,  4.30
97,t,11m 00s,100.5,      584,233,  3.91
98,u,11m 05s,100.5,      584,237,  4.26
99,v,11m 10s,100.5,      584,244,  4.17
100,w,11m 15s,100.5,      584,246,  4.44
101,x,11m 20s,100.6,      584,249,  4.38
102,y,11m 25s,100.6,      585,252,  4.16
103,z,11m 30s,100.5,      584,249,  3.52
104,A,11m 35s,100.6,      584,255,  3.85
105,B,11m 40s,100.5,      584,247,  4.07
106,C,11m 45s,100.6,      584,238,  3.96
107,D,11m 50s,100.6,      584,236,  4.60
108,E,11m 55s,100.6,      584,245,  5.06
109,F,12m 00s,100.6,      584,256,  4.39
110,G,12m 05s,100.5,      584,257,  4.15
111,H,12m 10s,100.5,      584,259,  3.79
112,I,12m 15s,100.5,      585,225,  4.26
113,J,12m 20s,100.5,      585,227,  3.70
114,K,12m 25s,100.5,      585,236,  3.34
115,L,12m 30s,100.5,      584,233,  3.32
116,M,12m 35s,100.5,      584,225,  4.30
117,N,12m 40s,100.5,      584,223,  4.49
118,O,12m 45s,100.6,      584,223,  4.83
119,P,12m 50s,100.6,      584,219,  4.75
120,Q,12m 55s,100.6,      584,224,  3.97
121,R,13m 00s,100.5,      584,225,  4.23
122,S,13m 05s,100.5,      584,222,  4.02
123,T,13m 10s,100.5,      584,232,  3.60
124,U,13m 15s,100.5,      584,236,  3.30
125,V,13m 20s,100.4,      584,230,  3.26
126,W,13m 25s,100.4,      584,242,  3.27
127,X,13m 30s,100.4,      585,239,  3.23
128,Y,13m 35s,100.5,      585,239,  3.14
129,Z,13m 40s,100.4,      584,238,  3.25
130,a,13m 45s,100.4,      584,236,  3.82
131,b,13m 50s,100.4,      584,234,  3.53
132,c,13m 55s,100.5,      584,231,  3.29
133,d,14m 00s,100.5,      584,229,  3.52
134,e,14m 05s,100.5,      584,226,  3.80
135,f,14m 10s,100.6,      584,226,  4.05
136,g,14m 15s,100.5,      585,236,  3.59
137,h,14m 20s,100.5,      585,221,  3.59
138,i,14m 25s,100.6,      585,225,  3.55
139,j,14m 30s,100.5,      585,233,  3.48
140,k,14m 35s,100.6,      584,235,  3.40
141,l,14m 40s,100.6,      584,232,  3.39
142,m,14m 45s,100.5,      584,230,  3.55
143,n,14m 50s,100.5,      584,235,  3.26
144,o,14m 55s,100.5,      584,240,  3.10
145,p,15m 00s,100.6,      584,241,  2.75
146,q,15m 05s,100.6,      584,231,  2.93
147,r,15m 10s,100.6,      584,238,  3.11
148,s,15m 15s,100.6,      584,243,  3.07
149,t,15m 20s,100.6,      585,233,  3.16
150,u,15m 25s,100.6,      585,238,  2.84
151,v,15m 30s,100.6,      585,235,  3.58
152,w,15m 35s,100.6,      585,234,  3.21
153,x,15m 40s,100.5,      585,229,  2.95
154,y,15m 45s,100.5,      585,228,  3.94
155,z,15m 50s,100.6,      585,222,  4.18
156,A,15m 55s,100.6,      584,222,  4.11
157,B,16m 00s,100.5,      584,226,  3.94
158,C,16m 05s,100.6,      584,227,  3.53
159,D,16m 10s,100.6,      584,229,  4.17
160,E,16m 15s,100.6,      584,231,  4.20
161,F,16m 20s,100.6,      584,232,  4.62
162,G,16m 25s,100.5,      584,234,  4.22
163,H,16m 30s,100.5,      584,235,  4.03
164,I,16m 35s,100.5,      584,233,  4.21
165,J,16m 40s,100.4,      584,234,  3.99
166,K,16m 45s,100.5,      584,225,  3.98
167,L,16m 50s,100.5,      584,230,  4.22
168,M,16m 55s,100.5,      584,224,  4.43
169,N,17m 15s,100.5,      479,219,  2.80
170,O,17m 20s,100.4,      429,235,  3.50
171,P,17m 25s,100.6,      379,225,  3.15
172,Q,17m 30s,100.6,      329,236,  3.64
173,R,17m 35s,100.4,      279,236,  2.92
174,S,17m 40s,100.5,      230,239,  2.88
175,T,17m 45s,100.5,      180,245,  3.12
176,U,17m 50s,100.5,      130,250,  3.22
177,V,17m 55s,100.5,      81,253,  3.94
178,W,18m 15s,100.5,      1,273,  3.73
