,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,21.6,      0,49,  4.25
1,B,00m 20s,72.8,      0,60,  3.50
2,C,00m 25s,87.3,      0,69,  4.37
3,D,00m 40s,85.6,      29,75,  2.82
4,E,00m 45s,85.5,      64,51,  2.41
5,F,00m 50s,85.5,      109,28,  4.60
6,G,00m 55s,85.6,      150,53,  2.93
7,H,01m 10s,85.6,      251,84,  2.98
8,I,01m 15s,85.7,      290,57,  4.36
9,J,01m 20s,85.6,      327,61,  3.61
10,K,02m 05s,85.6,      337,68,  4.56
11,L,02m 10s,85.5,      336,51,  4.68
12,M,02m 15s,85.6,      337,58,  3.97
13,N,02m 20s,84.7,      337,75,  3.86
14,O,02m 35s,75.0,      336,71,  3.61
15,P,02m 40s,75.1,      336,73,  4.73
16,Q,02m 50s,75.0,      334,68,  3.86
17,R,02m 55s,75.0,      334,72,  3.59
18,S,03m 00s,75.1,      334,70,  3.54
19,T,03m 05s,75.1,      334,62,  3.61
20,U,03m 10s,75.1,      334,61,  3.71
21,V,03m 35s,75.1,      329,66,  3.12
22,W,03m 40s,75.0,      329,65,  3.18
23,X,03m 50s,75.0,      324,64,  2.73
24,Y,03m 55s,75.0,      324,68,  1.55
25,Z,04m 00s,75.1,      324,78,  2.86
26,a,04m 05s,75.0,      325,66,  4.36
27,b,04m 20s,75.0,      321,73,  4.68
28,c,04m 25s,75.0,      321,77,  4.81
29,d,04m 30s,75.0,      321,66,  5.40
30,e,04m 35s,75.0,      321,66,  5.71
31,f,04m 40s,75.0,      321,67,  5.16
32,g,04m 45s,75.1,      321,68,  5.47
33,h,04m 50s,75.1,      321,50,  3.68
34,i,04m 55s,75.1,      321,44,  4.30
35,j,05m 00s,74.9,      321,32,  4.46
36,k,05m 05s,74.9,      321,43,  5.22
37,l,05m 10s,75.0,      321,53,  5.64
38,m,05m 15s,75.2,      321,54,  6.83
39,n,05m 20s,75.1,      321,64,  7.11
40,o,05m 25s,75.1,      320,62,  6.92
41,p,05m 30s,75.0,      320,66,  5.84
42,q,05m 35s,75.1,      320,62,  5.65
43,r,05m 40s,75.1,      321,63,  5.88
44,s,05m 45s,75.1,      321,57,  4.87
45,t,05m 50s,75.2,      321,59,  6.75
46,u,05m 55s,75.3,      321,61,  6.65
47,v,06m 00s,75.3,      321,53,  6.88
48,w,06m 05s,75.1,      321,50,  6.42
49,x,06m 10s,75.1,      321,55,  6.49
50,y,06m 15s,75.1,      321,67,  6.63
51,z,06m 20s,75.0,      321,62,  6.56
52,A,06m 25s,75.2,      321,56,  7.14
53,B,06m 30s,75.1,      321,61,  6.86
54,C,06m 35s,75.1,      321,65,  7.38
55,D,06m 40s,75.1,      321,68,  8.00
56,E,06m 45s,75.1,      321,72,  6.95
