,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,32.1,      1,200,  3.50
1,B,00m 15s,57.9,      1,199,  4.52
2,C,00m 20s,83.6,      1,193,  4.08
3,D,00m 25s,109.1,      1,199,  3.51
4,E,00m 45s,105.7,      1,199,  4.51
5,F,01m 25s,105.8,      298,193,  2.20
6,G,01m 55s,105.7,      328,160,  4.42
7,H,02m 00s,105.8,      328,166,  4.69
8,I,02m 05s,105.8,      328,165,  4.86
9,J,02m 10s,105.9,      328,165,  4.87
10,K,02m 15s,105.8,      328,165,  4.74
11,L,02m 30s,105.7,      327,171,  5.62
12,M,02m 35s,105.8,      327,171,  5.37
13,N,02m 40s,105.8,      327,173,  5.69
14,O,02m 45s,105.8,      327,173,  5.42
15,P,02m 50s,105.8,      327,173,  5.59
16,Q,03m 00s,105.7,      326,173,  5.25
17,R,03m 15s,105.8,      321,176,  4.88
18,S,03m 20s,105.8,      321,170,  5.49
19,T,03m 25s,105.8,      320,170,  5.23
20,U,03m 30s,105.8,      320,169,  5.15
21,V,03m 35s,105.8,      320,170,  5.00
22,W,03m 40s,105.8,      320,171,  4.91
23,X,03m 55s,105.7,      319,166,  5.02
24,Y,04m 00s,105.8,      319,170,  5.06
25,Z,04m 05s,105.8,      319,171,  5.11
26,a,04m 10s,105.8,      319,167,  5.13
27,b,04m 15s,105.8,      320,156,  4.94
28,c,04m 20s,105.8,      319,170,  4.99
29,d,04m 25s,105.9,      319,171,  4.71
30,e,04m 30s,105.8,      319,171,  4.50
31,f,04m 35s,105.8,      319,166,  4.92
32,g,04m 40s,105.8,      319,166,  4.84
33,h,04m 45s,105.8,      319,165,  4.63
34,i,04m 50s,105.7,      319,166,  4.45
35,j,04m 55s,105.8,      319,170,  4.35
36,k,05m 00s,105.8,      319,171,  4.32
37,l,05m 05s,105.8,      319,177,  4.32
38,m,05m 10s,105.8,      319,173,  4.11
39,n,05m 25s,105.8,      314,176,  4.47
40,o,05m 30s,105.8,      314,175,  4.44
41,p,05m 35s,105.8,      314,170,  4.08
42,q,05m 45s,105.9,      314,166,  4.81
43,r,05m 50s,105.8,      314,177,  5.04
44,s,06m 05s,105.9,      311,164,  4.26
45,t,06m 10s,105.9,      311,157,  4.00
46,u,06m 15s,105.9,      311,146,  4.40
