,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,25.4,      1,151,  1.92
1,B,00m 20s,76.6,      0,154,  2.13
2,C,00m 25s,86.0,      0,164,  2.24
3,D,00m 50s,86.2,      174,8,  0.51
4,E,00m 55s,86.1,      239,11,  1.22
5,F,01m 55s,86.1,      324,149,  2.77
6,G,02m 00s,86.1,      324,155,  2.85
7,H,02m 05s,86.1,      324,140,  1.51
8,I,02m 10s,86.1,      324,152,  2.52
9,J,02m 30s,75.2,      324,154,  2.57
10,K,02m 35s,75.2,      324,159,  2.61
11,L,02m 40s,75.2,      325,156,  2.65
12,M,02m 45s,75.2,      325,150,  2.43
13,N,02m 50s,75.2,      325,150,  2.34
14,O,02m 55s,75.2,      325,153,  2.44
15,P,03m 00s,75.2,      325,136,  2.28
16,Q,03m 05s,75.2,      325,137,  2.16
17,R,03m 10s,75.2,      325,134,  2.23
18,S,03m 15s,75.2,      325,140,  2.37
19,T,03m 20s,75.2,      325,150,  2.75
20,U,03m 25s,75.2,      325,137,  3.11
21,V,03m 30s,75.2,      325,137,  2.92
22,W,03m 35s,75.3,      325,153,  2.63
23,X,03m 40s,75.2,      325,146,  2.29
24,Y,03m 45s,75.3,      325,142,  2.42
25,Z,03m 50s,75.2,      325,116,  2.66
26,a,03m 55s,75.2,      325,139,  2.33
27,b,04m 00s,75.1,      325,155,  2.37
28,c,04m 05s,75.2,      325,157,  2.61
29,d,04m 10s,75.2,      325,153,  2.41
30,e,04m 15s,75.3,      325,154,  2.35
31,f,04m 20s,75.3,      325,152,  2.35
32,g,04m 30s,75.2,      327,150,  2.23
33,h,04m 35s,75.2,      327,143,  2.21
34,i,04m 40s,75.2,      327,140,  2.13
35,j,04m 45s,75.2,      327,145,  2.10
36,k,04m 50s,75.2,      327,143,  2.04
37,l,04m 55s,75.1,      327,136,  1.98
38,m,05m 00s,75.1,      327,146,  1.98
39,n,05m 05s,75.2,      327,143,  1.93
40,o,05m 10s,75.2,      327,140,  1.87
41,p,05m 15s,75.2,      327,139,  1.96
42,q,05m 20s,75.3,      327,136,  1.97
43,r,05m 25s,75.2,      327,147,  2.04
44,s,05m 30s,75.2,      327,147,  2.09
45,t,05m 35s,75.3,      327,144,  2.10
46,u,05m 40s,75.2,      327,145,  2.01
47,v,05m 45s,75.1,      327,145,  1.99
48,w,05m 50s,75.2,      327,143,  1.83
49,x,05m 55s,75.2,      327,144,  2.01
50,y,06m 00s,75.2,      327,148,  2.10
51,z,06m 05s,75.3,      327,144,  1.89
52,A,06m 10s,75.2,      327,154,  1.91
53,B,06m 15s,75.2,      327,152,  1.99
54,C,06m 20s,75.1,      327,149,  1.93
55,D,06m 25s,75.2,      327,147,  1.78
56,E,06m 30s,75.2,      327,144,  1.68
57,F,06m 35s,75.2,      327,136,  1.73
58,G,06m 40s,75.2,      327,138,  1.78
59,H,06m 45s,75.2,      327,134,  1.64
60,I,06m 50s,75.1,      327,138,  1.74
61,J,06m 55s,75.2,      327,132,  1.59
62,K,07m 00s,75.2,      327,134,  1.87
63,L,07m 05s,75.2,      327,140,  1.89
64,M,07m 10s,75.2,      327,153,  2.09
65,N,07m 15s,75.2,      327,164,  2.44
66,O,07m 20s,75.2,      327,164,  2.72
67,P,07m 25s,75.2,      327,160,  2.28
68,Q,07m 30s,75.2,      327,167,  2.62
69,R,07m 45s,75.2,      333,131,  1.86
70,S,07m 50s,75.2,      334,163,  2.49
71,T,07m 55s,75.2,      342,151,  2.41
72,U,08m 15s,75.1,      367,150,  2.19
73,V,08m 45s,75.1,      416,139,  1.85
74,W,08m 50s,75.1,      416,133,  1.80
75,X,08m 55s,75.2,      416,128,  1.76
76,Y,09m 00s,75.3,      416,141,  1.91
77,Z,09m 05s,75.3,      416,143,  1.81
78,a,09m 10s,75.2,      416,149,  2.09
79,b,09m 15s,75.2,      417,150,  1.70
80,c,09m 20s,75.2,      417,157,  2.07
81,d,09m 25s,75.2,      417,148,  1.97
82,e,09m 30s,75.3,      417,136,  1.96
83,f,09m 45s,75.2,      419,148,  2.17
84,g,09m 50s,75.2,      419,148,  2.02
85,h,09m 55s,75.3,      419,147,  2.12
86,i,10m 00s,75.1,      419,148,  2.18
87,j,10m 05s,75.2,      419,147,  2.12
88,k,10m 15s,75.2,      426,127,  2.08
89,l,10m 20s,75.2,      426,138,  1.97
90,m,10m 25s,75.2,      426,130,  1.92
91,n,10m 30s,75.2,      426,130,  1.99
92,o,10m 35s,75.2,      426,117,  2.18
