,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,21.4,      2,48,  5.03
1,B,00m 15s,48.1,      1,46,  6.51
2,C,00m 20s,74.1,      2,44,  6.74
3,D,00m 25s,85.5,      1,50,  7.24
4,E,00m 30s,85.4,      2,51,  5.82
5,F,00m 45s,86.0,      78,65,  7.50
6,G,00m 55s,85.7,      166,60,  7.20
7,H,01m 00s,85.7,      219,69,  7.10
8,I,01m 05s,85.7,      272,71,  6.83
9,J,01m 10s,85.6,      324,67,  6.65
10,K,01m 15s,85.6,      376,66,  6.47
11,L,01m 20s,85.5,      429,66,  6.21
12,M,01m 25s,85.5,      483,57,  5.38
13,N,01m 30s,85.5,      539,61,  5.39
14,O,01m 35s,85.5,      594,53,  5.20
15,P,01m 40s,85.5,      650,59,  5.21
16,Q,02m 05s,85.4,      680,70,  4.41
17,R,02m 10s,85.4,      680,82,  4.74
18,S,02m 15s,85.4,      680,61,  4.96
19,T,02m 20s,85.5,      680,59,  5.33
20,U,03m 15s,75.5,      712,51,  4.05
21,V,03m 20s,75.5,      711,46,  4.02
22,W,03m 25s,75.5,      711,43,  4.17
23,X,03m 35s,75.5,      714,58,  3.91
24,Y,03m 40s,75.5,      714,57,  4.56
25,Z,03m 45s,75.5,      714,53,  4.86
26,a,03m 50s,75.5,      714,52,  4.68
27,b,03m 55s,75.5,      714,48,  4.81
28,c,04m 00s,75.4,      714,49,  5.00
29,d,04m 05s,75.4,      714,51,  5.06
30,e,04m 20s,75.4,      711,32,  5.39
31,f,04m 25s,75.4,      711,49,  4.89
32,g,04m 30s,75.3,      711,47,  5.28
33,h,04m 35s,75.4,      711,44,  4.81
34,i,04m 40s,75.3,      711,47,  5.04
35,j,04m 50s,75.3,      713,47,  4.18
36,k,04m 55s,75.3,      713,63,  4.16
37,l,05m 00s,75.4,      713,46,  4.47
38,m,05m 05s,75.4,      713,52,  4.99
39,n,05m 10s,75.3,      714,51,  5.58
40,o,05m 15s,75.3,      714,45,  4.17
41,p,05m 20s,75.4,      714,48,  5.07
42,q,05m 30s,75.3,      712,42,  4.15
43,r,06m 00s,75.3,      716,46,  4.61
