,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,29.9,      1,46,  5.78
1,B,00m 25s,63.4,      0,69,  8.93
2,C,00m 30s,76.8,      0,56,  9.28
3,D,00m 40s,75.4,      27,54,  7.85
4,E,01m 00s,75.3,      135,89,  7.52
5,F,01m 25s,75.3,      199,60,  8.22
6,G,01m 30s,75.2,      199,55,  8.30
7,H,01m 35s,75.3,      199,54,  7.59
8,I,01m 40s,75.4,      199,57,  8.50
9,J,01m 55s,75.2,      203,48,  8.08
10,K,02m 00s,75.2,      203,50,  8.11
11,L,02m 05s,75.2,      203,51,  7.92
12,M,02m 10s,75.2,      203,50,  7.95
13,N,02m 15s,75.2,      203,47,  7.87
14,O,02m 20s,75.3,      203,49,  8.13
15,P,02m 25s,75.3,      203,48,  8.20
16,Q,02m 30s,75.4,      203,44,  8.76
17,R,02m 35s,75.3,      203,45,  7.52
18,S,02m 40s,75.2,      203,45,  7.17
19,T,02m 45s,75.2,      203,44,  7.63
20,U,02m 50s,75.3,      203,38,  7.76
21,V,02m 55s,75.3,      203,41,  8.50
22,W,03m 00s,75.4,      203,41,  6.92
23,X,03m 05s,75.3,      203,36,  6.67
24,Y,03m 10s,75.3,      203,47,  6.36
25,Z,03m 15s,75.3,      203,40,  6.31
26,a,03m 20s,75.2,      203,46,  6.18
27,b,03m 25s,75.3,      203,46,  8.08
28,c,03m 30s,75.4,      203,47,  8.96
29,d,03m 35s,75.5,      203,46,  9.49
30,e,03m 40s,75.3,      203,46,  8.32
31,f,03m 45s,75.3,      203,47,  8.85
32,g,03m 50s,75.3,      203,47,  9.07
33,h,03m 55s,75.2,      203,49,  7.95
34,i,04m 00s,75.2,      203,43,  7.45
35,j,04m 05s,75.3,      203,47,  8.83
36,k,04m 10s,75.3,      203,49,  8.46
37,l,04m 15s,75.3,      203,50,  7.96
38,m,04m 20s,75.2,      204,48,  8.06
39,n,04m 35s,75.2,      218,49,  7.25
40,o,04m 40s,75.4,      218,44,  7.99
41,p,04m 45s,75.4,      218,42,  7.92
42,q,04m 50s,75.3,      218,46,  7.86
43,r,04m 55s,75.3,      218,45,  7.47
44,s,05m 00s,75.3,      218,47,  7.55
45,t,05m 05s,75.3,      218,45,  7.75
46,u,05m 10s,75.3,      218,44,  9.70
47,v,05m 15s,75.3,      218,48,  8.70
48,w,05m 20s,75.1,      218,46,  8.73
49,x,05m 25s,75.1,      218,47,  7.62
50,y,05m 30s,75.2,      218,39,  7.05
51,z,05m 35s,75.5,      218,34,  8.01
52,A,05m 40s,75.5,      218,33,  9.08
53,B,05m 45s,75.3,      218,33,  8.55
54,C,05m 50s,75.3,      218,37,  8.88
55,D,05m 55s,75.3,      218,39,  9.00
56,E,06m 00s,75.3,      218,36,  9.07
57,F,06m 05s,75.3,      218,31,  8.72
58,G,06m 10s,75.4,      218,27,  9.04
59,H,06m 15s,75.3,      218,27,  9.00
60,I,06m 20s,75.2,      218,26,  8.50
61,J,06m 25s,75.1,      218,31,  7.94
62,K,06m 30s,75.1,      218,38,  6.84
63,L,06m 35s,75.3,      218,30,  7.30
64,M,06m 40s,75.3,      218,29,  8.10
65,N,06m 45s,75.2,      218,39,  8.68
66,O,06m 50s,75.2,      218,41,  8.28
67,P,06m 55s,75.3,      218,44,  8.08
68,Q,07m 00s,75.2,      218,45,  8.31
69,R,07m 05s,75.2,      218,46,  7.77
70,S,07m 10s,75.3,      218,41,  7.81
71,T,07m 15s,75.3,      218,27,  6.44
72,U,07m 20s,75.3,      218,36,  6.16
73,V,07m 25s,75.3,      218,36,  6.89
74,W,07m 40s,75.4,      226,25,  7.17
75,X,07m 45s,75.3,      226,20,  7.08
76,Y,07m 50s,75.3,      226,22,  7.87
77,Z,07m 55s,75.3,      226,13,  7.27
78,a,08m 00s,75.1,      226,23,  6.02
79,b,08m 05s,75.3,      226,23,  7.97
80,c,08m 10s,75.2,      226,31,  6.88
81,d,08m 15s,75.3,      226,28,  9.03
82,e,08m 20s,75.2,      226,34,  8.88
83,f,08m 25s,75.2,      226,38,  9.16
84,g,08m 30s,75.4,      226,35,  9.31
85,h,08m 35s,75.4,      226,31,  8.57
86,i,08m 40s,75.5,      226,28,  8.74
87,j,08m 45s,75.5,      226,28,  8.27
88,k,08m 50s,75.4,      226,31,  7.87
89,l,08m 55s,75.4,      226,30,  7.97
90,m,09m 00s,75.4,      226,28,  8.10
91,n,09m 05s,75.4,      226,16,  7.28
92,o,09m 10s,75.3,      226,33,  7.18
