,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,31.0,      1,5,  5.54
1,B,00m 15s,58.3,      1,1,  5.82
2,C,00m 20s,83.8,      1,4,  6.77
3,D,00m 25s,86.1,      1,8,  6.25
4,E,00m 30s,86.1,      1,8,  6.78
5,F,00m 50s,86.3,      127,40,  6.15
6,G,00m 55s,86.3,      178,46,  6.56
7,H,01m 00s,86.1,      229,39,  6.73
8,I,01m 05s,86.0,      282,41,  6.48
9,J,01m 10s,86.0,      337,51,  6.88
10,K,01m 55s,86.0,      518,56,  7.59
11,L,02m 15s,86.3,      534,52,  8.57
12,M,02m 20s,86.2,      534,50,  7.59
13,N,02m 25s,86.2,      534,55,  7.95
14,O,02m 30s,86.2,      534,56,  7.60
15,P,02m 45s,86.1,      535,55,  7.91
16,Q,02m 50s,86.2,      536,55,  7.93
17,R,03m 10s,86.0,      544,64,  6.70
18,S,03m 15s,86.1,      544,56,  5.71
19,T,03m 20s,86.1,      544,55,  5.39
20,U,03m 25s,86.1,      544,60,  5.41
21,V,03m 35s,86.2,      545,51,  5.88
22,W,03m 40s,86.2,      545,58,  5.05
23,X,03m 45s,86.2,      545,63,  6.13
24,Y,03m 50s,86.2,      545,56,  5.51
25,Z,03m 55s,86.2,      545,63,  6.24
26,a,04m 00s,86.2,      545,55,  5.97
27,b,04m 05s,86.3,      546,65,  6.69
28,c,04m 10s,86.1,      546,61,  5.37
29,d,04m 15s,86.3,      546,50,  6.35
30,e,04m 20s,86.4,      546,39,  6.56
31,f,04m 25s,86.1,      546,60,  5.30
32,g,04m 30s,86.2,      546,59,  5.40
33,h,04m 35s,86.2,      547,55,  5.54
34,i,04m 40s,86.2,      546,66,  6.47
35,j,04m 45s,86.2,      546,59,  6.28
36,k,04m 50s,86.2,      546,66,  6.22
37,l,04m 55s,86.1,      546,54,  5.41
38,m,05m 00s,85.8,      546,60,  5.65
39,n,05m 05s,85.8,      546,52,  6.47
40,o,05m 10s,85.7,      546,58,  6.71
41,p,05m 15s,85.8,      547,63,  6.78
42,q,05m 20s,85.7,      546,61,  6.82
43,r,05m 25s,85.8,      546,60,  6.64
44,s,05m 30s,85.8,      547,56,  6.34
45,t,05m 35s,85.9,      547,40,  6.15
46,u,05m 40s,85.8,      547,43,  6.22
47,v,05m 45s,85.9,      547,35,  7.51
48,w,05m 50s,85.8,      546,40,  7.90
49,x,05m 55s,85.8,      546,31,  8.42
50,y,06m 05s,85.9,      547,28,  8.27
51,z,06m 10s,85.9,      547,37,  8.52
52,A,06m 15s,85.8,      547,39,  8.40
53,B,06m 20s,85.8,      547,44,  8.83
54,C,06m 25s,85.8,      547,42,  8.98
55,D,06m 30s,85.7,      547,45,  8.44
56,E,06m 35s,85.7,      547,55,  8.57
57,F,06m 45s,85.8,      547,45,  8.28
58,G,06m 50s,85.7,      547,44,  8.28
59,H,06m 55s,85.7,      547,45,  8.32
60,I,07m 05s,85.7,      546,38,  8.36
61,J,07m 10s,85.7,      546,45,  7.98
62,K,07m 15s,85.7,      545,39,  7.52
63,L,07m 20s,85.7,      545,45,  7.05
64,M,07m 25s,85.7,      545,36,  6.69
65,N,07m 30s,85.7,      545,46,  6.07
66,O,07m 35s,85.8,      545,52,  7.22
67,P,07m 40s,85.8,      545,55,  7.43
68,Q,07m 45s,85.8,      545,59,  7.79
69,R,07m 50s,85.8,      545,65,  7.26
70,S,07m 55s,85.7,      545,62,  6.64
