,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,11.3,      0,124,  5.40
1,B,00m 15s,32.0,      1,127,  5.61
2,C,00m 20s,57.5,      1,119,  5.35
3,D,00m 25s,82.8,      1,108,  5.31
4,E,00m 30s,107.9,      1,114,  5.49
5,F,00m 35s,110.7,      1,123,  6.62
6,G,00m 50s,110.1,      4,116,  5.81
7,H,01m 00s,110.7,      87,113,  4.93
8,I,01m 15s,110.3,      277,77,  3.51
9,J,02m 00s,110.4,      378,92,  6.57
10,K,02m 05s,110.4,      378,93,  6.45
11,L,02m 10s,110.4,      378,93,  5.82
12,M,02m 55s,100.0,      353,90,  5.71
13,N,03m 00s,100.0,      353,92,  5.70
14,O,03m 05s,99.9,      353,94,  5.64
15,P,03m 10s,100.0,      353,95,  5.58
16,Q,03m 15s,100.0,      353,96,  5.48
17,R,03m 20s,100.0,      353,96,  5.48
18,S,03m 25s,100.0,      353,94,  4.93
19,T,03m 30s,100.0,      353,97,  4.97
20,U,03m 35s,100.0,      353,93,  5.68
21,V,03m 40s,99.9,      353,94,  5.47
22,W,03m 45s,100.1,      353,90,  5.80
23,X,03m 50s,100.1,      353,94,  5.62
24,Y,03m 55s,100.1,      353,91,  5.67
25,Z,04m 00s,100.1,      353,96,  5.05
26,a,04m 05s,100.1,      353,94,  4.72
27,b,04m 10s,100.1,      353,94,  5.01
28,c,04m 15s,100.1,      353,94,  4.64
29,d,04m 20s,100.1,      353,94,  4.48
30,e,04m 25s,100.0,      353,97,  5.07
31,f,04m 30s,100.0,      353,99,  4.74
32,g,04m 35s,100.0,      353,100,  4.52
33,h,04m 40s,100.0,      353,97,  5.19
34,i,04m 45s,100.0,      353,97,  5.35
35,j,04m 50s,100.0,      353,94,  5.34
36,k,04m 55s,100.0,      353,92,  5.17
37,l,05m 00s,100.0,      353,96,  4.99
38,m,05m 05s,100.0,      353,94,  4.93
39,n,05m 10s,99.9,      353,94,  5.03
40,o,05m 15s,99.9,      353,88,  5.07
41,p,05m 20s,100.0,      353,86,  4.98
42,q,05m 25s,99.9,      353,88,  4.79
43,r,05m 30s,99.9,      353,91,  4.92
44,s,05m 35s,100.0,      353,86,  5.01
45,t,05m 40s,100.0,      353,83,  5.01
46,u,05m 45s,100.1,      353,82,  5.43
47,v,05m 50s,100.1,      353,81,  5.28
48,w,05m 55s,99.9,      353,83,  4.97
49,x,06m 00s,100.0,      353,85,  5.16
50,y,06m 05s,100.0,      353,84,  5.85
51,z,06m 10s,99.9,      353,84,  5.88
52,A,06m 15s,100.0,      353,82,  5.71
53,B,06m 20s,100.0,      353,85,  5.82
54,C,06m 25s,100.0,      353,78,  6.20
55,D,06m 30s,100.0,      353,77,  6.11
56,E,06m 35s,99.9,      353,81,  6.55
57,F,06m 40s,100.0,      353,85,  5.69
58,G,06m 45s,100.0,      353,84,  5.28
59,H,06m 50s,100.0,      353,81,  5.07
60,I,06m 55s,100.0,      353,80,  5.69
61,J,07m 00s,100.0,      353,86,  5.47
62,K,07m 05s,100.0,      353,82,  5.88
63,L,07m 10s,100.0,      353,82,  5.78
64,M,07m 15s,99.9,      353,84,  5.51
65,N,07m 20s,100.0,      353,83,  5.67
66,O,07m 25s,99.9,      353,85,  5.17
67,P,07m 30s,99.9,      353,87,  5.46
68,Q,07m 35s,99.9,      353,89,  6.01
69,R,07m 40s,99.9,      353,90,  6.04
70,S,07m 45s,99.8,      353,90,  5.79
71,T,07m 50s,99.9,      353,87,  5.62
72,U,07m 55s,100.0,      353,90,  6.08
73,V,08m 00s,100.0,      353,91,  5.90
74,W,08m 05s,100.0,      353,90,  6.16
75,X,08m 10s,100.0,      353,91,  6.43
76,Y,08m 15s,99.9,      353,91,  6.32
77,Z,08m 20s,100.0,      353,92,  6.59
78,a,08m 25s,100.0,      353,90,  6.86
79,b,08m 30s,99.9,      353,90,  6.21
80,c,08m 35s,99.9,      353,90,  6.79
81,d,08m 40s,99.9,      353,88,  6.49
82,e,08m 45s,99.8,      353,88,  5.45
83,f,08m 50s,100.0,      353,83,  6.34
84,g,08m 55s,100.0,      353,83,  6.22
85,h,09m 00s,100.2,      354,82,  8.21
86,i,09m 05s,100.0,      353,72,  5.64
87,j,09m 10s,100.0,      354,67,  6.08
88,k,09m 15s,99.9,      353,70,  6.04
89,l,09m 20s,100.0,      353,68,  6.74
90,m,09m 25s,99.9,      353,79,  5.77
91,n,09m 30s,100.0,      354,74,  7.04
92,o,09m 35s,100.0,      354,68,  7.42
93,p,09m 40s,99.9,      353,82,  7.35
94,q,09m 45s,99.9,      353,75,  6.84
95,r,09m 50s,99.9,      353,81,  7.13
96,s,09m 55s,99.9,      353,82,  6.68
97,t,10m 00s,99.9,      353,84,  6.51
98,u,10m 05s,99.9,      353,84,  6.74
99,v,10m 10s,99.9,      353,87,  6.84
100,w,10m 15s,100.0,      353,85,  6.57
101,x,10m 20s,99.9,      353,85,  6.30
102,y,10m 25s,100.0,      353,80,  5.47
103,z,10m 30s,100.0,      353,83,  5.84
104,A,10m 35s,99.9,      353,85,  5.21
105,B,10m 40s,100.0,      354,75,  5.36
106,C,10m 45s,99.9,      354,60,  5.59
107,D,10m 50s,99.9,      354,66,  6.10
108,E,10m 55s,99.9,      353,70,  6.28
109,F,11m 00s,99.9,      353,74,  6.38
110,G,11m 05s,99.9,      353,76,  6.57
111,H,11m 10s,100.0,      353,78,  6.72
112,I,11m 15s,100.0,      353,80,  6.45
113,J,11m 20s,100.0,      353,78,  6.49
114,K,11m 25s,99.9,      353,80,  6.17
