,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,11.1,      1,341,  3.41
1,B,00m 20s,18.9,      1,11,  4.18
2,C,00m 25s,27.0,      2,13,  4.27
3,D,00m 30s,42.2,      2,38,  3.78
4,E,00m 35s,62.9,      2,23,  3.52
5,F,00m 40s,83.3,      2,17,  4.28
6,G,00m 45s,104.1,      2,30,  4.49
7,H,00m 50s,106.5,      3,30,  4.80
8,I,03m 50s,105.7,      744,355,  5.06
9,J,04m 10s,105.6,      737,10,  4.41
10,K,04m 15s,105.6,      737,8,  4.39
11,L,04m 20s,105.5,      737,10,  4.30
12,M,04m 25s,104.1,      737,10,  4.12
13,N,04m 45s,95.5,      737,28,  4.90
14,O,04m 50s,95.5,      737,30,  4.47
15,P,04m 55s,95.5,      737,30,  4.24
16,Q,05m 00s,95.4,      737,19,  4.49
17,R,05m 15s,95.5,      740,41,  4.15
18,S,05m 20s,95.4,      741,52,  4.29
19,T,05m 25s,95.4,      741,55,  3.81
20,U,05m 30s,95.4,      741,63,  4.27
21,V,05m 35s,95.4,      741,62,  4.20
22,W,05m 40s,95.4,      741,79,  4.19
23,X,05m 50s,95.4,      742,82,  4.69
24,Y,05m 55s,95.4,      742,79,  4.85
25,Z,06m 00s,95.3,      742,80,  4.51
26,a,06m 05s,95.3,      742,84,  4.50
27,b,06m 10s,95.3,      743,94,  4.91
28,c,06m 15s,95.4,      743,76,  4.90
29,d,06m 25s,95.5,      745,75,  4.45
30,e,07m 05s,95.4,      756,68,  4.68
31,f,07m 10s,95.4,      756,54,  4.33
32,g,07m 20s,95.4,      758,77,  4.09
33,h,07m 25s,95.4,      758,78,  4.19
34,i,07m 30s,95.4,      758,61,  4.68
35,j,07m 35s,95.4,      758,57,  4.83
36,k,08m 00s,95.3,      758,58,  4.87
37,l,08m 05s,95.3,      758,49,  4.37
38,m,08m 10s,95.4,      758,42,  4.64
39,n,08m 15s,95.4,      758,38,  4.37
40,o,08m 20s,95.4,      758,40,  4.48
41,p,08m 25s,95.4,      758,38,  4.40
42,q,08m 30s,95.4,      758,37,  4.32
43,r,08m 35s,95.3,      758,38,  4.24
