,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,16.7,      1,334,  1.78
1,B,00m 15s,42.3,      1,17,  1.93
2,C,00m 20s,67.4,      0,5,  1.79
3,D,00m 25s,92.3,      0,6,  1.67
4,E,00m 30s,117.0,      0,12,  3.41
5,F,00m 35s,120.8,      1,11,  4.71
6,G,00m 50s,121.0,      2,4,  3.59
7,H,01m 15s,121.1,      159,19,  3.29
8,I,01m 20s,121.1,      220,12,  3.58
9,J,01m 25s,120.9,      281,22,  3.70
10,K,01m 30s,120.9,      342,20,  3.86
11,L,01m 35s,120.9,      403,26,  4.20
12,M,01m 40s,121.0,      464,29,  4.15
13,N,01m 45s,120.8,      526,31,  3.96
14,O,01m 50s,120.8,      588,16,  3.18
15,P,02m 10s,120.9,      722,5,  2.40
16,Q,02m 40s,121.0,      761,352,  5.11
17,R,02m 45s,121.0,      761,7,  6.19
18,S,02m 50s,121.0,      761,357,  5.85
19,T,03m 05s,121.0,      771,347,  5.60
20,U,03m 10s,121.0,      771,347,  5.29
21,V,03m 25s,121.0,      797,356,  5.31
22,W,04m 00s,121.0,      844,0,  4.96
23,X,04m 35s,120.8,      917,340,  3.98
24,Y,04m 45s,120.9,      925,12,  3.26
25,Z,04m 50s,120.9,      925,7,  2.72
26,a,04m 55s,120.9,      925,14,  3.22
27,b,05m 00s,121.0,      925,7,  3.90
28,c,05m 20s,121.0,      947,14,  4.61
29,d,05m 35s,121.0,      951,8,  4.38
30,e,05m 40s,121.0,      951,5,  4.54
31,f,05m 50s,121.0,      963,3,  3.95
32,g,06m 10s,120.9,      985,21,  4.59
33,h,06m 15s,121.0,      993,14,  4.24
34,i,06m 20s,121.1,"      1,000",6,  3.20
35,j,06m 25s,121.1,"      1,000",4,  4.10
36,k,06m 30s,121.1,"      1,000",13,  4.58
37,l,06m 35s,121.0,"      1,000",3,  4.33
38,m,06m 45s,121.2,"      1,021",9,  4.44
39,n,06m 55s,120.9,"      1,027",3,  2.62
40,o,07m 05s,121.2,"      1,038",6,  3.85
41,p,07m 25s,120.9,"      1,066",335,  2.20
42,q,07m 40s,120.9,"      1,074",331,  2.90
43,r,07m 45s,120.9,"      1,074",331,  3.56
44,s,07m 50s,121.1,"      1,082",322,  4.53
45,t,08m 00s,120.8,"      1,094",339,  2.41
46,u,08m 05s,120.8,"      1,094",330,  2.15
47,v,08m 15s,121.1,"      1,106",358,  2.06
48,w,08m 20s,121.0,"      1,114",327,  2.54
49,x,08m 30s,120.8,"      1,119",308,  2.61
50,y,08m 35s,120.9,"      1,119",310,  2.86
51,z,08m 40s,120.9,"      1,119",311,  3.00
52,A,08m 45s,121.0,"      1,119",317,  3.37
53,B,09m 15s,120.8,"      1,169",323,  2.89
