,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 20s,10.0,      0,334,  1.29
1,B,00m 25s,19.1,      0,318,  1.44
2,C,00m 30s,28.8,      1,318,  1.49
3,D,00m 35s,41.2,      1,310,  1.01
4,E,00m 40s,54.1,      1,308,  1.52
5,F,00m 45s,67.1,      1,26,  1.07
6,G,00m 50s,75.8,      1,31,  1.39
7,H,00m 55s,79.8,      1,55,  1.44
8,I,01m 00s,80.1,      1,51,  1.48
9,J,02m 15s,80.2,      217,78,  4.69
10,K,02m 20s,80.1,      217,80,  4.84
11,L,02m 55s,80.1,      227,56,  3.95
12,M,03m 15s,80.0,      253,67,  5.27
13,N,03m 55s,80.1,      300,121,  2.21
14,O,04m 00s,80.2,      312,124,  1.79
15,P,04m 15s,80.3,      323,103,  2.46
16,Q,04m 20s,80.2,      323,101,  3.19
17,R,04m 25s,80.2,      322,114,  3.81
18,S,05m 30s,80.1,      334,112,  3.49
19,T,05m 35s,80.1,      334,100,  2.60
20,U,05m 50s,80.2,      340,99,  2.59
21,V,06m 10s,80.1,      346,82,  2.70
22,W,06m 15s,80.1,      347,102,  2.98
23,X,06m 20s,80.1,      350,101,  3.08
24,Y,06m 30s,80.3,      352,109,  3.16
25,Z,06m 40s,80.1,      356,117,  4.20
26,a,06m 45s,80.1,      360,89,  3.77
27,b,06m 55s,80.3,      364,109,  3.71
28,c,07m 00s,80.2,      364,110,  4.05
29,d,07m 05s,80.0,      364,104,  3.71
30,e,07m 10s,80.1,      364,102,  3.69
31,f,07m 15s,80.1,      363,99,  3.46
32,g,07m 20s,80.1,      364,96,  3.33
33,h,07m 25s,80.2,      364,97,  2.52
34,i,07m 30s,80.2,      364,102,  2.27
35,j,07m 35s,80.1,      364,100,  2.16
36,k,07m 40s,80.0,      364,88,  2.36
37,l,07m 45s,80.1,      364,90,  1.67
38,m,07m 50s,80.1,      364,89,  1.46
39,n,07m 55s,80.1,      364,92,  1.62
40,o,08m 00s,80.0,      364,88,  1.30
41,p,08m 05s,80.0,      364,93,  1.96
42,q,08m 10s,80.2,      364,141,  1.68
43,r,08m 15s,80.2,      364,127,  1.14
44,s,08m 20s,80.1,      364,140,  0.77
45,t,08m 25s,80.1,      364,94,  0.92
46,u,08m 30s,80.2,      364,64,  0.53
47,v,08m 35s,80.2,      364,66,  1.12
48,w,08m 40s,80.2,      364,66,  1.56
49,x,08m 45s,80.3,      364,64,  1.69
50,y,08m 50s,80.3,      364,69,  1.76
51,z,08m 55s,80.2,      364,79,  1.73
52,A,09m 00s,80.2,      364,79,  1.53
53,B,09m 05s,80.3,      364,50,  0.82
54,C,09m 10s,80.2,      364,33,  0.84
55,D,09m 15s,80.2,      364,42,  1.13
56,E,09m 20s,80.3,      364,59,  1.50
57,F,09m 25s,80.3,      364,60,  1.58
58,G,09m 30s,80.3,      364,69,  1.86
59,H,09m 35s,80.3,      364,80,  1.63
60,I,09m 40s,80.2,      364,80,  2.07
61,J,09m 45s,80.2,      364,76,  2.09
62,K,09m 50s,80.2,      364,80,  1.67
63,L,09m 55s,80.1,      364,69,  1.06
64,M,10m 00s,80.1,      364,67,  1.14
65,N,10m 10s,80.2,      369,66,  1.66
66,O,10m 15s,80.2,      372,89,  1.50
67,P,10m 25s,80.3,      376,52,  2.08
68,Q,10m 55s,80.2,      396,73,  1.32
