,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,32.6,      2,47,  7.64
1,B,00m 20s,57.7,      2,49,  8.50
2,C,00m 40s,64.2,      85,63,  8.23
3,D,00m 45s,64.0,      128,63,  8.13
4,E,01m 10s,63.8,      157,50,  6.57
5,F,01m 25s,64.1,      249,64,  6.07
6,G,01m 55s,63.9,      251,52,  7.29
7,H,02m 25s,63.8,      263,49,  7.57
8,I,02m 35s,63.9,      265,52,  5.69
9,J,03m 00s,50.7,      263,49,  7.93
10,K,03m 05s,50.8,      263,47,  7.31
11,L,03m 10s,50.9,      263,45,  7.76
12,M,03m 15s,50.8,      263,38,  6.99
13,N,03m 20s,50.8,      263,37,  7.23
14,O,03m 25s,50.8,      263,40,  6.65
15,P,03m 30s,50.7,      263,37,  7.28
16,Q,03m 35s,50.6,      263,39,  5.92
17,R,03m 40s,50.7,      263,44,  5.73
18,S,03m 45s,50.9,      263,50,  6.29
19,T,03m 50s,50.8,      263,38,  6.07
20,U,03m 55s,50.7,      263,39,  6.17
21,V,04m 00s,50.8,      263,40,  5.75
22,W,04m 05s,50.8,      263,44,  6.27
23,X,04m 10s,50.8,      263,50,  6.48
24,Y,04m 15s,50.9,      263,52,  7.01
25,Z,04m 20s,50.8,      263,56,  6.31
26,a,04m 25s,50.9,      263,51,  7.37
27,b,04m 30s,50.7,      263,45,  7.57
28,c,04m 35s,50.7,      263,51,  7.01
29,d,04m 40s,50.6,      263,45,  6.53
30,e,04m 45s,50.7,      263,51,  6.19
31,f,04m 50s,50.7,      263,45,  6.76
32,g,04m 55s,50.7,      263,47,  7.31
33,h,05m 00s,50.7,      263,48,  6.60
34,i,05m 05s,50.8,      263,49,  6.54
35,j,05m 10s,51.0,      263,44,  8.38
36,k,05m 15s,50.8,      263,45,  7.64
37,l,05m 20s,50.8,      263,52,  7.12
38,m,05m 25s,50.8,      263,48,  7.47
39,n,05m 30s,50.6,      263,48,  6.62
40,o,05m 35s,50.6,      263,45,  6.04
41,p,05m 40s,50.7,      263,46,  6.01
42,q,05m 45s,50.7,      263,45,  6.32
43,r,05m 50s,50.8,      263,42,  6.40
44,s,05m 55s,50.7,      264,41,  6.01
45,t,06m 00s,50.6,      263,37,  5.07
46,u,06m 05s,50.8,      263,36,  5.58
47,v,06m 10s,50.8,      263,40,  6.31
48,w,06m 15s,50.8,      263,41,  6.57
49,x,06m 20s,50.8,      263,40,  6.56
50,y,06m 25s,50.8,      263,41,  7.02
51,z,06m 30s,50.8,      263,42,  6.61
52,A,06m 35s,50.8,      263,38,  6.59
53,B,06m 40s,50.8,      263,34,  6.62
54,C,06m 45s,50.8,      263,36,  6.54
55,D,06m 50s,50.8,      263,37,  6.26
56,E,06m 55s,50.8,      263,38,  6.47
57,F,07m 00s,50.8,      263,36,  5.76
58,G,07m 05s,50.7,      263,53,  4.59
59,H,07m 10s,50.7,      263,32,  4.60
60,I,07m 15s,50.8,      263,34,  4.99
61,J,07m 20s,50.8,      263,45,  5.90
62,K,07m 25s,50.8,      263,37,  5.67
63,L,07m 30s,50.8,      263,25,  5.97
64,M,07m 35s,50.7,      263,31,  5.72
65,N,07m 40s,50.7,      263,40,  6.02
66,O,07m 45s,50.7,      263,31,  5.42
67,P,07m 50s,50.7,      263,37,  4.69
68,Q,07m 55s,50.8,      263,37,  5.56
69,R,08m 00s,50.7,      263,49,  4.95
70,S,08m 05s,50.8,      263,50,  4.63
71,T,08m 10s,50.7,      263,64,  4.08
72,U,08m 15s,50.7,      263,54,  4.84
73,V,08m 20s,50.8,      263,78,  4.63
74,W,08m 25s,50.7,      263,49,  5.05
75,X,08m 30s,50.8,      263,72,  5.21
76,Y,08m 35s,50.8,      263,64,  5.06
77,Z,08m 40s,50.8,      263,64,  6.51
78,a,08m 45s,50.9,      263,66,  6.89
79,b,08m 50s,50.9,      263,69,  7.42
80,c,08m 55s,50.7,      263,64,  6.66
81,d,09m 35s,50.8,      299,56,  4.66
82,e,09m 40s,50.8,      299,49,  4.64
83,f,09m 50s,51.0,      325,72,  4.58
84,g,09m 55s,51.0,      351,79,  5.26
85,h,10m 20s,50.5,      472,67,  7.32
86,i,10m 55s,50.5,      567,71,  7.78
87,j,11m 00s,50.5,      568,69,  6.74
88,k,11m 05s,50.7,      568,79,  7.77
89,l,11m 10s,50.7,      568,75,  7.09
90,m,11m 20s,50.8,      566,77,  7.29
91,n,11m 25s,50.9,      566,88,  8.12
92,o,11m 35s,50.6,      566,69,  7.00
93,p,11m 45s,50.6,      566,57,  8.14
94,q,11m 50s,50.6,      566,63,  7.80
95,r,11m 55s,50.5,      566,52,  6.65
96,s,12m 00s,50.5,      566,62,  5.64
97,t,12m 05s,50.8,      566,58,  6.69
98,u,12m 10s,50.9,      566,51,  8.14
99,v,12m 15s,50.8,      566,50,  6.72
100,w,12m 20s,50.9,      566,52,  7.58
101,x,12m 25s,50.8,      566,48,  7.68
102,y,12m 30s,50.8,      566,45,  6.84
103,z,12m 35s,50.7,      566,28,  6.05
104,A,12m 40s,50.7,      566,32,  6.25
105,B,13m 00s,50.4,      618,58,  4.69
106,C,13m 05s,50.5,      618,61,  4.46
107,D,13m 10s,50.7,      618,57,  5.04
108,E,13m 15s,50.8,      618,62,  6.57
109,F,13m 20s,50.9,      618,61,  6.66
110,G,14m 00s,50.6,      702,80,  8.89
111,H,14m 05s,50.7,      702,82,  8.70
112,I,14m 10s,50.7,      703,85,  8.05
113,J,14m 15s,50.8,      702,86,  8.71
114,K,14m 20s,50.8,      703,87,  8.90
