,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,24.2,      1,188,  3.88
1,B,00m 35s,65.6,      28,142,  4.21
2,C,00m 40s,65.6,      65,123,  4.12
3,D,00m 45s,65.5,      105,120,  3.51
4,E,00m 50s,65.5,      143,138,  3.88
5,F,00m 55s,65.5,      183,124,  4.72
6,G,01m 00s,65.4,      228,122,  4.08
7,H,01m 05s,65.4,      279,129,  3.90
8,I,01m 15s,65.3,      374,133,  5.01
9,J,01m 30s,65.5,      435,103,  4.07
10,K,01m 45s,65.5,      462,100,  2.50
11,L,01m 50s,65.5,      462,88,  2.47
12,M,01m 55s,65.5,      461,120,  2.72
13,N,02m 15s,65.4,      494,84,  1.79
14,O,02m 20s,65.5,      511,103,  1.75
15,P,02m 30s,65.4,      513,104,  1.00
16,Q,02m 35s,65.5,      513,106,  1.21
17,R,02m 45s,65.5,      516,96,  1.51
18,S,02m 50s,65.5,      516,134,  1.98
19,T,03m 05s,65.6,      520,127,  1.53
20,U,03m 10s,65.7,      520,157,  1.74
21,V,03m 15s,65.6,      520,152,  1.70
22,W,03m 20s,65.5,      521,169,  1.50
23,X,03m 25s,65.5,      521,144,  1.42
24,Y,03m 30s,65.5,      521,173,  2.19
25,Z,03m 35s,65.6,      521,176,  1.75
26,a,03m 40s,65.5,      521,167,  2.43
27,b,03m 45s,65.5,      521,172,  2.27
28,c,03m 50s,65.6,      521,170,  1.94
29,d,03m 55s,65.5,      522,157,  1.88
30,e,04m 00s,65.7,      522,160,  1.93
31,f,04m 05s,65.6,      521,170,  1.88
32,g,04m 10s,65.4,      521,164,  1.75
33,h,04m 15s,65.4,      521,165,  1.66
34,i,04m 20s,65.5,      521,177,  2.02
35,j,04m 25s,65.5,      521,164,  2.02
36,k,05m 00s,65.5,      525,173,  2.57
37,l,05m 05s,65.5,      525,171,  2.95
38,m,05m 10s,65.5,      524,170,  2.98
39,n,05m 15s,65.5,      525,176,  3.17
40,o,05m 20s,65.5,      525,179,  3.08
41,p,05m 30s,65.6,      525,178,  3.30
42,q,05m 45s,65.5,      526,175,  4.00
43,r,05m 50s,65.6,      526,183,  3.82
44,s,05m 55s,65.5,      526,186,  4.24
45,t,06m 00s,65.5,      526,191,  3.63
46,u,06m 05s,65.4,      526,184,  3.58
47,v,06m 10s,65.5,      526,179,  3.43
48,w,06m 15s,65.5,      526,184,  3.80
49,x,06m 20s,65.4,      526,193,  3.88
50,y,06m 25s,65.5,      526,195,  3.63
51,z,06m 40s,65.5,      526,190,  3.08
52,A,06m 45s,65.6,      526,177,  2.67
53,B,06m 50s,65.6,      526,179,  2.73
54,C,06m 55s,65.5,      526,180,  2.20
55,D,07m 00s,65.5,      526,178,  2.41
56,E,07m 05s,65.5,      526,178,  3.75
57,F,07m 10s,65.6,      526,181,  3.58
58,G,07m 15s,65.5,      526,176,  3.19
59,H,07m 25s,65.5,      527,171,  3.93
60,I,07m 35s,65.5,      529,177,  3.70
61,J,07m 40s,65.4,      529,177,  4.73
62,K,07m 50s,65.5,      529,169,  4.40
63,L,08m 00s,65.6,      529,186,  4.39
64,M,08m 05s,65.5,      529,182,  4.61
65,N,08m 15s,65.5,      528,172,  5.06
66,O,08m 20s,65.5,      528,176,  5.29
67,P,08m 30s,65.5,      526,175,  4.83
68,Q,08m 35s,65.5,      526,170,  4.15
69,R,08m 40s,65.5,      526,172,  4.04
70,S,08m 45s,65.6,      526,171,  3.63
71,T,08m 55s,65.5,      527,174,  3.94
72,U,09m 00s,65.5,      527,176,  3.80
73,V,09m 05s,65.5,      527,174,  4.61
74,W,09m 10s,65.6,      527,161,  4.14
75,X,09m 15s,65.5,      525,168,  4.56
76,Y,09m 20s,65.5,      524,156,  3.19
77,Z,09m 25s,65.5,      524,169,  4.30
78,a,09m 30s,65.5,      525,160,  3.66
79,b,09m 35s,65.5,      524,167,  3.81
80,c,09m 40s,65.6,      524,172,  3.28
81,d,09m 45s,65.6,      524,161,  3.00
82,e,09m 50s,65.5,      524,165,  3.45
83,f,09m 55s,65.4,      524,172,  3.71
84,g,10m 00s,65.5,      524,182,  4.18
85,h,10m 05s,65.5,      524,178,  4.83
86,i,10m 10s,65.5,      524,174,  4.40
87,j,10m 15s,65.5,      524,180,  3.74
88,k,10m 20s,65.5,      524,183,  3.88
89,l,10m 25s,65.6,      524,171,  4.09
90,m,10m 30s,65.4,      524,188,  4.12
91,n,10m 35s,65.6,      524,175,  4.24
92,o,10m 40s,65.6,      524,177,  4.61
93,p,10m 45s,65.5,      525,180,  4.72
94,q,10m 50s,65.6,      524,173,  4.24
95,r,10m 55s,65.5,      524,171,  4.27
96,s,11m 00s,65.5,      524,165,  4.17
97,t,11m 05s,65.5,      525,174,  4.55
98,u,11m 10s,65.5,      524,174,  4.98
99,v,11m 15s,65.5,      524,169,  4.75
100,w,11m 20s,65.4,      524,174,  5.17
101,x,11m 25s,65.4,      524,177,  5.14
102,y,11m 30s,65.6,      524,175,  4.79
103,z,11m 35s,65.5,      524,173,  4.62
104,A,11m 40s,65.6,      524,174,  4.52
105,B,11m 45s,65.5,      524,167,  4.52
106,C,11m 50s,65.5,      524,174,  4.59
107,D,11m 55s,65.5,      524,173,  4.47
108,E,12m 00s,65.5,      524,175,  4.62
109,F,12m 05s,65.5,      524,177,  4.79
110,G,12m 10s,65.6,      524,176,  4.89
111,H,12m 15s,65.5,      524,175,  4.46
112,I,12m 20s,65.5,      524,177,  4.53
113,J,12m 25s,65.4,      524,175,  4.43
114,K,12m 30s,65.6,      524,169,  4.09
115,L,12m 35s,65.5,      524,153,  4.12
116,M,12m 40s,65.5,      524,162,  4.23
117,N,12m 45s,65.5,      524,172,  4.48
118,O,12m 50s,65.6,      524,167,  5.09
119,P,12m 55s,65.6,      524,168,  4.95
120,Q,13m 00s,65.5,      524,173,  4.97
121,R,13m 05s,65.5,      524,170,  5.01
122,S,13m 10s,65.6,      524,164,  4.83
123,T,13m 15s,65.5,      524,175,  4.74
124,U,13m 20s,65.5,      524,172,  4.99
125,V,13m 25s,65.5,      524,174,  5.05
126,W,13m 30s,65.5,      524,172,  4.63
127,X,13m 35s,65.5,      524,171,  4.93
128,Y,13m 40s,65.5,      524,175,  4.99
129,Z,13m 45s,65.6,      524,173,  5.05
130,a,13m 50s,65.4,      524,178,  4.97
131,b,13m 55s,65.5,      524,178,  4.92
132,c,14m 00s,65.5,      524,174,  5.83
133,d,14m 05s,65.5,      524,178,  4.97
134,e,14m 10s,65.4,      524,177,  4.36
135,f,14m 15s,65.5,      524,179,  4.71
136,g,14m 20s,65.5,      524,180,  4.94
137,h,14m 25s,65.5,      524,176,  5.19
138,i,14m 35s,65.6,      524,181,  5.14
139,j,14m 40s,65.6,      524,178,  5.52
140,k,14m 45s,65.6,      524,181,  4.75
141,l,14m 50s,65.6,      524,174,  5.19
142,m,14m 55s,65.5,      524,175,  5.03
143,n,15m 00s,65.6,      524,175,  4.79
144,o,15m 05s,65.4,      524,173,  4.83
145,p,15m 10s,65.6,      524,171,  4.69
146,q,15m 15s,65.5,      524,176,  4.99
147,r,15m 20s,65.6,      524,180,  4.87
148,s,15m 25s,65.5,      524,175,  4.39
149,t,15m 30s,65.5,      524,173,  4.19
150,u,15m 35s,65.4,      524,175,  4.47
151,v,15m 40s,65.5,      524,180,  4.42
152,w,15m 45s,65.5,      524,179,  4.13
153,x,15m 50s,65.5,      524,177,  3.82
154,y,15m 55s,65.6,      524,175,  3.76
155,z,16m 00s,65.5,      524,175,  3.80
