,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,31.6,      1,58,  2.74
1,B,00m 20s,53.1,      1,57,  2.27
2,C,00m 25s,75.4,      1,77,  2.28
3,D,00m 30s,92.8,      0,90,  1.83
4,E,00m 35s,94.3,      0,77,  1.26
5,F,00m 50s,85.8,      1,49,  2.02
6,G,02m 30s,85.8,      338,62,  1.98
7,H,02m 45s,85.8,      339,62,  2.58
8,I,02m 50s,85.8,      339,67,  2.20
9,J,03m 00s,85.8,      339,64,  1.93
10,K,03m 05s,85.9,      339,65,  2.11
11,L,03m 10s,85.8,      339,65,  2.81
12,M,03m 30s,75.7,      339,73,  2.71
13,N,03m 35s,75.8,      339,100,  2.64
14,O,03m 40s,75.7,      339,93,  2.66
15,P,03m 45s,75.7,      339,86,  1.74
16,Q,03m 50s,75.8,      339,61,  2.54
17,R,03m 55s,75.8,      339,66,  2.44
18,S,04m 00s,75.8,      339,83,  2.94
19,T,04m 05s,75.8,      339,77,  3.85
20,U,04m 10s,75.8,      339,70,  3.08
21,V,04m 15s,75.7,      339,73,  3.21
22,W,04m 30s,75.7,      341,66,  3.84
23,X,04m 35s,75.8,      341,72,  3.80
24,Y,04m 45s,75.7,      341,64,  3.15
25,Z,04m 50s,75.7,      341,72,  3.63
26,a,04m 55s,75.8,      341,75,  4.00
27,b,05m 00s,75.7,      341,71,  3.60
28,c,05m 20s,75.7,      347,72,  4.19
29,d,05m 35s,75.7,      351,70,  3.92
30,e,05m 40s,75.7,      351,65,  3.66
31,f,05m 50s,75.7,      352,73,  3.13
32,g,06m 15s,75.7,      354,89,  2.20
33,h,06m 45s,62.0,      257,32,  3.48
34,i,06m 50s,62.2,      208,25,  3.41
35,j,06m 55s,62.2,      158,18,  3.26
36,k,07m 00s,62.2,      108,19,  4.33
37,l,07m 25s,62.4,      0,60,  2.90
