,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,25.2,      0,123,  0.92
1,B,00m 15s,50.8,      0,114,  0.93
2,C,00m 20s,75.9,      0,117,  0.69
3,D,01m 45s,75.3,      306,243,  2.16
4,E,01m 50s,74.7,      306,244,  1.66
5,F,02m 10s,65.3,      307,232,  2.40
6,G,02m 15s,65.2,      307,241,  2.53
7,H,02m 20s,65.2,      307,225,  2.10
8,I,02m 25s,65.2,      308,209,  1.84
9,J,02m 35s,65.3,      308,237,  2.35
10,K,02m 40s,65.2,      308,218,  1.61
11,L,02m 45s,65.2,      308,207,  1.32
12,M,02m 50s,65.1,      308,256,  1.21
13,N,03m 05s,64.7,      311,251,  0.65
14,O,03m 10s,64.8,      311,265,  1.36
15,P,03m 15s,64.8,      311,266,  1.92
16,Q,03m 20s,64.8,      311,252,  2.28
17,R,03m 25s,64.9,      311,248,  2.96
18,S,03m 30s,64.8,      311,234,  2.26
19,T,03m 35s,64.8,      311,219,  2.02
20,U,03m 40s,64.8,      311,186,  1.60
21,V,03m 45s,64.8,      311,217,  1.70
22,W,03m 50s,64.7,      311,228,  1.63
23,X,03m 55s,64.7,      311,220,  1.64
24,Y,04m 00s,64.7,      311,202,  1.38
25,Z,04m 05s,64.8,      311,239,  1.80
26,a,04m 10s,64.8,      311,225,  1.65
27,b,04m 15s,64.9,      311,222,  1.35
28,c,04m 20s,64.9,      311,249,  1.69
29,d,04m 25s,64.8,      311,264,  0.97
30,e,04m 30s,64.8,      311,263,  1.49
31,f,04m 35s,64.8,      311,315,  1.24
32,g,04m 40s,64.8,      311,260,  0.61
33,h,04m 45s,64.8,      311,247,  0.72
34,i,04m 50s,64.8,      311,250,  0.43
35,j,04m 55s,64.9,      311,274,  0.62
36,k,05m 00s,64.9,      311,261,  1.29
37,l,05m 05s,64.9,      311,256,  1.52
38,m,05m 10s,64.9,      311,251,  1.68
39,n,05m 15s,64.8,      311,249,  1.51
40,o,05m 20s,64.8,      311,251,  1.73
41,p,05m 25s,64.9,      311,246,  1.18
42,q,05m 30s,64.8,      311,201,  0.35
43,r,05m 35s,64.8,      311,227,  0.74
44,s,05m 40s,64.8,      311,251,  1.43
45,t,05m 55s,64.9,      323,160,  0.59
46,u,06m 00s,64.8,      323,221,  0.76
47,v,06m 05s,64.7,      323,229,  0.74
48,w,06m 10s,64.8,      323,245,  0.80
49,x,06m 15s,64.8,      323,251,  0.93
50,y,06m 20s,64.8,      322,246,  0.79
51,z,06m 25s,64.8,      322,217,  0.39
52,A,06m 30s,64.8,      322,207,  0.74
53,B,06m 35s,64.8,      322,137,  1.13
54,C,06m 40s,64.8,      323,95,  1.66
55,D,06m 45s,64.8,      323,94,  1.29
56,E,06m 50s,64.8,      323,118,  0.79
57,F,07m 00s,64.9,      324,105,  1.03
58,G,07m 05s,64.8,      324,98,  1.09
59,H,07m 10s,64.8,      324,101,  1.05
60,I,07m 15s,64.9,      324,108,  0.85
61,J,07m 20s,64.8,      324,108,  0.95
62,K,07m 25s,65.0,      324,85,  0.43
63,L,07m 30s,64.9,      324,90,  1.10
64,M,07m 35s,64.9,      324,93,  0.81
65,N,07m 40s,64.8,      324,92,  1.05
66,O,07m 55s,64.8,      329,115,  1.02
67,P,08m 00s,64.7,      329,114,  1.29
68,Q,08m 05s,64.9,      329,115,  0.97
69,R,08m 10s,64.9,      329,114,  0.77
70,S,08m 15s,64.9,      329,128,  0.79
71,T,08m 20s,64.8,      329,129,  0.80
72,U,08m 25s,64.9,      329,119,  0.68
73,V,08m 30s,64.9,      329,109,  0.72
74,W,08m 35s,64.9,      329,99,  0.82
75,X,08m 40s,64.8,      329,100,  0.59
76,Y,08m 45s,64.8,      329,93,  0.94
77,Z,08m 50s,64.8,      329,96,  1.32
78,a,08m 55s,64.8,      329,94,  0.98
79,b,09m 00s,64.7,      329,139,  0.95
80,c,09m 05s,64.8,      329,102,  0.93
81,d,09m 10s,64.9,      329,84,  0.46
82,e,09m 15s,64.7,      329,43,  0.34
83,f,10m 00s,64.8,      406,126,  1.05
84,g,10m 05s,64.7,      406,106,  1.45
85,h,10m 15s,64.7,      407,111,  1.28
86,i,10m 20s,64.8,      408,113,  1.41
87,j,10m 25s,64.7,      407,102,  1.41
88,k,10m 30s,64.8,      407,107,  1.41
89,l,10m 50s,64.8,      428,141,  2.50
90,m,10m 55s,64.7,      428,102,  1.67
91,n,11m 10s,64.7,      426,115,  1.55
92,o,11m 15s,64.8,      426,89,  1.12
93,p,11m 20s,64.8,      426,119,  1.31
94,q,11m 25s,64.8,      426,125,  1.20
95,r,11m 30s,64.8,      426,104,  1.04
96,s,11m 35s,65.0,      426,100,  1.34
97,t,11m 40s,64.9,      426,104,  1.35
98,u,11m 50s,65.0,      418,97,  1.59
99,v,11m 55s,64.7,      412,94,  1.73
100,w,12m 00s,64.7,      406,90,  1.84
101,x,12m 05s,64.8,      404,120,  2.23
102,y,12m 10s,64.8,      404,106,  1.41
103,z,12m 15s,64.8,      404,108,  1.59
104,A,12m 20s,64.8,      404,107,  1.56
105,B,12m 25s,64.8,      403,59,  1.18
106,C,12m 30s,64.7,      402,107,  1.54
107,D,12m 35s,64.7,      402,92,  1.30
108,E,12m 40s,64.8,      402,105,  1.53
109,F,12m 45s,64.8,      402,103,  1.66
110,G,12m 50s,64.9,      403,102,  1.77
111,H,12m 55s,64.8,      403,115,  2.35
112,I,13m 00s,64.8,      403,106,  1.68
113,J,13m 05s,64.7,      403,122,  1.54
114,K,13m 10s,64.8,      403,115,  1.34
115,L,13m 15s,64.8,      403,109,  1.12
116,M,13m 20s,64.9,      403,95,  0.95
117,N,13m 25s,64.8,      402,96,  0.83
118,O,13m 30s,64.8,      402,118,  0.78
119,P,13m 45s,64.8,      394,104,  1.00
120,Q,13m 50s,64.9,      394,123,  1.52
121,R,13m 55s,64.8,      394,134,  1.73
122,S,14m 00s,64.8,      394,135,  1.54
123,T,14m 05s,64.8,      394,128,  1.46
124,U,14m 10s,64.8,      394,133,  1.15
125,V,14m 15s,64.8,      394,126,  1.63
126,W,14m 20s,64.8,      394,122,  1.96
127,X,14m 25s,64.7,      394,116,  1.45
128,Y,14m 30s,64.8,      395,115,  1.50
129,Z,14m 35s,64.8,      395,130,  1.64
130,a,14m 40s,64.8,      395,127,  1.29
131,b,14m 45s,64.7,      395,129,  0.98
132,c,14m 50s,64.8,      394,143,  0.82
133,d,14m 55s,64.8,      395,27,  0.28
134,e,15m 00s,64.8,      394,73,  1.48
135,f,15m 05s,64.8,      394,37,  1.28
136,g,15m 10s,64.9,      394,31,  1.65
137,h,15m 15s,64.8,      394,66,  1.54
138,i,15m 20s,64.8,      394,33,  1.09
139,j,15m 25s,64.9,      394,46,  1.27
140,k,15m 30s,64.8,      394,104,  1.47
141,l,15m 35s,64.8,      394,95,  1.71
142,m,15m 40s,64.8,      394,88,  1.99
143,n,15m 50s,64.8,      393,90,  1.37
144,o,15m 55s,64.7,      393,79,  1.53
145,p,16m 00s,64.7,      393,79,  1.20
146,q,16m 05s,64.8,      393,101,  1.80
147,r,16m 10s,64.8,      393,89,  1.66
148,s,16m 15s,64.8,      393,89,  2.24
149,t,16m 20s,64.8,      393,98,  2.36
150,u,16m 25s,64.9,      393,92,  2.33
151,v,16m 30s,64.8,      393,114,  2.74
152,w,16m 35s,64.7,      393,90,  2.35
153,x,16m 40s,64.8,      393,78,  2.24
154,y,16m 45s,64.8,      393,79,  1.92
155,z,16m 50s,64.8,      393,92,  2.10
156,A,16m 55s,64.8,      393,101,  1.90
157,B,17m 00s,64.8,      393,79,  1.59
158,C,17m 05s,64.8,      393,85,  1.63
159,D,17m 10s,64.9,      393,48,  1.92
160,E,17m 15s,64.8,      393,39,  1.80
161,F,17m 20s,64.8,      393,58,  1.37
162,G,17m 25s,64.9,      393,74,  1.22
163,H,17m 30s,64.8,      393,41,  1.28
164,I,17m 35s,64.8,      393,55,  0.87
165,J,17m 40s,64.9,      393,31,  0.99
166,K,17m 45s,64.8,      393,55,  1.05
167,L,17m 50s,64.9,      393,50,  1.06
168,M,17m 55s,64.8,      393,53,  1.29
169,N,18m 00s,64.8,      393,41,  1.34
170,O,18m 05s,64.8,      393,61,  1.07
171,P,18m 10s,64.8,      393,24,  1.02
172,Q,18m 15s,64.8,      393,31,  1.15
173,R,18m 20s,64.7,      393,46,  1.26
174,S,18m 25s,64.8,      393,38,  1.04
175,T,18m 30s,64.9,      393,33,  1.22
176,U,18m 35s,64.9,      393,37,  1.07
177,V,18m 40s,64.9,      393,41,  1.02
178,W,18m 45s,64.7,      393,46,  0.74
179,X,18m 50s,64.8,      393,28,  0.66
180,Y,19m 10s,65.0,      284,46,  1.62
181,Z,19m 15s,65.0,      234,56,  1.25
182,a,19m 20s,65.0,      184,58,  1.53
183,b,19m 25s,64.8,      134,64,  1.66
184,c,19m 30s,64.9,      84,67,  1.96
185,d,19m 35s,64.9,      34,55,  2.09
186,e,19m 45s,64.9,      0,255,  1.37
187,f,20m 30s,2.4,      1,114,  1.98
188,g,20m 35s,1.8,      1,118,  2.16
