,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,32.8,      0,180,  2.43
1,B,00m 15s,59.8,      0,162,  1.77
2,C,00m 20s,85.0,      0,158,  1.83
3,D,00m 25s,97.2,      1,157,  2.55
4,E,00m 40s,95.9,      123,221,  1.96
5,F,00m 45s,95.7,      185,214,  2.21
6,G,00m 55s,95.8,      305,219,  1.83
7,H,01m 40s,95.8,      381,164,  2.87
8,I,01m 45s,95.8,      381,163,  3.41
9,J,01m 50s,95.8,      381,160,  3.56
10,K,01m 55s,95.7,      381,172,  4.41
11,L,02m 00s,95.5,      381,170,  4.39
12,M,02m 25s,85.6,      376,163,  4.78
13,N,02m 30s,85.6,      376,157,  4.90
14,O,02m 45s,85.6,      367,157,  3.53
15,P,02m 50s,85.6,      367,164,  3.50
16,Q,02m 55s,85.7,      367,170,  4.10
17,R,03m 00s,85.6,      367,171,  3.87
18,S,03m 05s,85.5,      367,171,  3.90
19,T,03m 30s,85.5,      330,173,  4.04
20,U,03m 35s,85.6,      330,172,  4.26
21,V,03m 40s,85.5,      330,173,  4.16
22,W,03m 45s,85.6,      330,170,  4.16
23,X,03m 50s,85.6,      330,169,  3.91
24,Y,03m 55s,85.6,      330,163,  3.84
25,Z,04m 00s,85.7,      330,163,  4.30
26,a,04m 05s,85.7,      330,164,  4.18
27,b,04m 10s,85.6,      330,163,  4.15
28,c,04m 15s,85.6,      330,164,  4.16
29,d,04m 20s,85.7,      330,164,  4.16
30,e,04m 25s,85.6,      330,162,  3.97
31,f,04m 35s,85.6,      340,165,  3.18
32,g,04m 40s,85.6,      349,165,  2.77
33,h,04m 55s,85.4,      349,169,  3.94
34,i,05m 00s,85.4,      349,171,  3.99
35,j,05m 05s,85.5,      349,172,  3.88
36,k,05m 10s,85.4,      349,176,  3.71
37,l,05m 15s,85.5,      349,175,  3.56
38,m,05m 20s,85.6,      349,177,  3.62
39,n,06m 05s,86.1,      347,119,  2.92
40,o,06m 10s,86.0,      346,124,  3.28
41,p,06m 30s,86.0,      304,135,  2.89
42,q,06m 35s,86.0,      304,125,  2.70
43,r,06m 40s,86.0,      304,120,  3.15
44,s,06m 45s,86.1,      304,138,  3.20
45,t,07m 00s,85.9,      302,154,  2.87
46,u,07m 05s,86.1,      302,160,  3.07
47,v,07m 10s,86.0,      301,161,  3.03
48,w,07m 15s,86.0,      302,165,  2.95
49,x,07m 20s,85.9,      302,163,  2.65
50,y,07m 35s,85.9,      299,174,  2.30
51,z,07m 40s,86.0,      299,180,  2.56
52,A,07m 45s,85.9,      299,169,  2.50
53,B,07m 50s,86.0,      299,171,  3.49
54,C,07m 55s,85.9,      299,167,  2.95
55,D,09m 55s,86.0,      483,106,  2.39
56,E,10m 05s,86.0,      474,167,  3.38
57,F,10m 30s,85.9,      449,157,  2.55
58,G,10m 35s,86.0,      449,155,  2.53
59,H,10m 45s,86.0,      446,130,  2.28
60,I,10m 50s,86.0,      439,166,  3.20
61,J,10m 55s,86.0,      434,142,  2.63
62,K,11m 00s,86.0,      433,174,  3.54
63,L,11m 15s,86.1,      423,168,  2.40
64,M,11m 25s,86.1,      411,146,  2.14
65,N,11m 35s,86.1,      403,179,  2.70
66,O,11m 40s,86.1,      403,179,  2.71
67,P,11m 45s,86.1,      403,180,  2.29
68,Q,12m 25s,85.9,      359,174,  1.84
69,R,12m 30s,85.9,      359,168,  1.68
70,S,12m 55s,85.9,      360,191,  2.34
71,T,13m 10s,86.2,      331,175,  1.12
72,U,13m 15s,86.1,      313,163,  1.39
73,V,13m 25s,85.9,      309,200,  2.70
74,W,13m 30s,85.9,      309,200,  2.92
75,X,13m 45s,85.9,      294,203,  2.74
76,Y,13m 50s,85.9,      294,198,  2.16
77,Z,13m 55s,86.0,      294,194,  1.68
78,a,14m 10s,85.9,      273,192,  2.44
79,b,14m 15s,86.0,      273,188,  1.77
80,c,14m 30s,86.0,      263,181,  2.28
81,d,14m 45s,86.0,      235,186,  2.84
82,e,14m 50s,86.0,      235,181,  2.76
83,f,14m 55s,86.0,      235,169,  2.79
84,g,15m 00s,86.0,      235,169,  2.75
85,h,15m 15s,86.0,      127,147,  3.93
86,i,15m 20s,86.0,      78,149,  5.25
87,j,15m 40s,86.0,      0,152,  2.98
88,k,16m 35s,3.5,      2,89,  1.56
