,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,9.2,      1,335,  2.78
1,B,00m 15s,24.4,      1,321,  2.30
2,C,00m 20s,46.3,      2,326,  3.10
3,D,00m 25s,71.1,      2,336,  3.39
4,E,00m 30s,80.2,      1,351,  4.78
5,F,00m 45s,80.4,      125,19,  0.66
6,G,00m 50s,80.3,      172,314,  1.10
7,H,00m 55s,80.3,      220,298,  1.20
8,I,01m 00s,80.4,      266,323,  1.24
9,J,01m 10s,80.3,      348,331,  0.82
10,K,02m 05s,80.3,      403,88,  2.79
11,L,02m 10s,80.3,      403,89,  2.61
12,M,02m 15s,79.5,      404,85,  2.71
13,N,02m 40s,70.5,      404,93,  3.00
14,O,02m 45s,70.6,      404,92,  3.00
15,P,02m 50s,70.6,      404,92,  2.81
16,Q,02m 55s,70.5,      404,93,  2.56
17,R,03m 00s,70.5,      404,86,  2.38
18,S,03m 05s,70.6,      404,84,  2.17
19,T,03m 10s,70.6,      403,82,  2.30
20,U,03m 15s,70.6,      403,84,  2.45
21,V,03m 20s,70.6,      403,82,  2.59
22,W,03m 25s,70.5,      404,84,  2.65
23,X,03m 30s,70.5,      404,82,  2.51
24,Y,03m 35s,70.5,      404,77,  2.64
25,Z,03m 40s,70.6,      404,70,  2.68
26,a,03m 45s,70.6,      404,75,  2.80
27,b,03m 50s,70.6,      404,92,  3.18
28,c,03m 55s,70.5,      403,86,  3.40
29,d,04m 00s,70.6,      403,82,  3.45
30,e,04m 05s,70.6,      403,79,  3.58
31,f,04m 10s,70.6,      403,81,  3.36
32,g,04m 15s,70.6,      403,82,  3.41
33,h,04m 20s,70.5,      403,80,  3.61
34,i,04m 25s,70.6,      403,72,  3.37
35,j,04m 30s,70.6,      403,75,  3.32
36,k,04m 35s,70.6,      403,81,  3.23
37,l,04m 40s,70.6,      403,82,  3.35
38,m,04m 45s,70.6,      403,77,  3.48
39,n,04m 50s,70.6,      403,84,  3.61
40,o,04m 55s,70.6,      403,89,  3.26
41,p,05m 00s,70.6,      404,87,  3.13
42,q,05m 05s,70.6,      404,87,  3.05
43,r,05m 10s,70.6,      404,85,  3.06
44,s,05m 15s,70.6,      404,82,  3.07
45,t,05m 20s,70.5,      403,75,  3.23
46,u,05m 25s,70.6,      403,75,  3.19
47,v,05m 30s,70.5,      403,83,  3.47
48,w,05m 35s,70.6,      403,85,  3.29
49,x,05m 40s,70.6,      403,84,  3.33
50,y,05m 45s,70.6,      403,82,  3.36
51,z,05m 50s,70.6,      403,80,  3.48
52,A,05m 55s,70.6,      403,77,  3.68
53,B,06m 00s,70.6,      403,80,  3.85
54,C,06m 05s,70.6,      403,67,  3.64
55,D,06m 10s,70.6,      403,75,  3.57
56,E,06m 15s,70.6,      403,68,  3.90
57,F,06m 20s,70.5,      404,68,  3.56
58,G,06m 25s,70.6,      403,58,  3.51
59,H,06m 30s,70.6,      403,53,  3.66
60,I,06m 35s,70.6,      403,57,  3.31
61,J,06m 40s,70.6,      404,66,  3.32
62,K,06m 50s,70.6,      405,58,  3.26
63,L,06m 55s,70.6,      406,52,  2.95
64,M,07m 00s,70.5,      406,63,  2.82
65,N,07m 05s,70.6,      406,51,  2.92
66,O,07m 10s,70.5,      406,58,  2.75
67,P,07m 15s,70.6,      406,56,  2.98
68,Q,07m 20s,70.7,      406,53,  2.74
69,R,07m 25s,70.6,      406,60,  2.82
70,S,07m 30s,70.6,      406,69,  2.82
71,T,07m 35s,70.6,      406,73,  3.26
72,U,07m 40s,70.6,      406,76,  3.34
73,V,07m 45s,70.6,      406,72,  3.17
74,W,07m 50s,70.6,      406,69,  3.26
75,X,07m 55s,70.6,      406,72,  3.22
76,Y,08m 00s,70.6,      406,72,  3.15
77,Z,08m 10s,70.6,      411,78,  2.83
78,a,08m 15s,70.6,      411,71,  3.34
79,b,08m 20s,70.6,      411,73,  3.24
80,c,08m 25s,70.6,      411,71,  3.44
81,d,08m 30s,70.6,      411,73,  3.24
82,e,08m 35s,70.6,      411,69,  2.97
83,f,08m 40s,70.6,      411,66,  2.84
84,g,08m 45s,70.6,      411,78,  3.06
85,h,08m 50s,70.6,      411,72,  3.07
86,i,08m 55s,70.6,      411,74,  2.88
87,j,09m 00s,70.6,      411,71,  2.69
88,k,09m 05s,70.6,      411,75,  3.15
89,l,09m 10s,70.6,      411,81,  3.53
90,m,09m 15s,70.6,      411,80,  3.38
91,n,09m 20s,70.6,      411,76,  3.35
92,o,09m 25s,70.6,      411,80,  3.53
93,p,09m 30s,70.6,      410,84,  3.00
94,q,09m 40s,70.6,      408,84,  3.41
95,r,09m 45s,70.6,      408,73,  3.43
96,s,09m 50s,70.6,      408,66,  3.02
97,t,09m 55s,70.6,      408,74,  3.03
98,u,10m 00s,70.5,      409,68,  3.44
99,v,10m 05s,70.6,      409,66,  3.34
100,w,10m 10s,70.5,      409,78,  3.49
101,x,10m 25s,70.6,      410,88,  3.65
102,y,10m 30s,70.5,      410,88,  3.51
103,z,10m 35s,70.5,      410,76,  3.40
104,A,10m 40s,70.5,      410,90,  3.28
105,B,10m 45s,70.6,      410,83,  3.64
106,C,10m 50s,70.7,      410,70,  3.78
107,D,10m 55s,70.6,      410,52,  3.27
108,E,11m 00s,70.5,      410,66,  3.92
109,F,11m 05s,70.5,      410,78,  3.80
110,G,11m 10s,70.6,      410,79,  3.64
111,H,11m 15s,70.6,      410,88,  3.48
112,I,11m 20s,70.6,      410,109,  3.65
113,J,12m 05s,70.5,      573,75,  3.35
114,K,12m 10s,70.5,      574,76,  3.36
115,L,12m 25s,70.5,      587,70,  2.38
116,M,12m 30s,70.5,      587,71,  2.58
117,N,12m 35s,70.5,      587,88,  2.61
118,O,12m 40s,70.5,      587,84,  2.71
119,P,12m 45s,70.5,      587,88,  2.68
120,Q,12m 50s,70.6,      587,86,  2.93
121,R,12m 55s,70.6,      587,60,  3.21
122,S,13m 00s,70.6,      587,68,  3.31
123,T,13m 05s,70.5,      587,79,  3.37
124,U,13m 10s,70.5,      587,75,  2.97
125,V,13m 15s,70.5,      587,78,  3.05
126,W,13m 20s,70.6,      587,86,  3.28
127,X,13m 25s,70.6,      587,90,  3.26
128,Y,13m 30s,70.6,      587,85,  3.32
129,Z,13m 35s,70.6,      587,80,  3.26
130,a,13m 45s,70.5,      607,82,  2.79
131,b,13m 50s,70.5,      607,65,  2.87
132,c,13m 55s,70.6,      607,65,  3.29
133,d,14m 00s,70.6,      607,72,  3.43
134,e,14m 05s,70.6,      607,82,  3.64
135,f,14m 10s,70.6,      607,99,  3.82
136,g,14m 25s,70.5,      644,55,  3.08
137,h,14m 30s,70.5,      644,75,  3.15
138,i,14m 35s,70.5,      644,92,  3.26
139,j,14m 45s,70.5,      645,101,  3.64
140,k,14m 50s,70.6,      645,94,  3.33
141,l,14m 55s,70.5,      645,79,  3.23
142,m,15m 00s,70.6,      646,78,  3.75
143,n,15m 05s,70.6,      646,73,  3.52
144,o,15m 10s,70.5,      646,103,  3.22
145,p,15m 15s,70.5,      646,68,  3.02
146,q,15m 20s,70.5,      646,54,  3.20
147,r,15m 25s,70.6,      646,53,  3.26
148,s,15m 30s,70.6,      646,65,  3.15
149,t,15m 35s,70.6,      646,71,  3.04
150,u,15m 40s,70.5,      646,78,  3.10
151,v,15m 45s,70.6,      646,64,  3.11
152,w,15m 50s,70.6,      646,66,  3.22
153,x,15m 55s,70.6,      646,53,  3.26
154,y,16m 00s,70.6,      646,58,  3.66
155,z,16m 05s,70.6,      646,52,  3.49
156,A,16m 10s,70.6,      646,54,  3.49
157,B,16m 15s,70.5,      646,73,  3.10
158,C,16m 20s,70.5,      646,81,  3.10
159,D,16m 25s,70.5,      646,78,  2.85
160,E,16m 30s,70.6,      645,81,  2.93
161,F,16m 35s,70.6,      645,73,  3.44
162,G,16m 45s,70.5,      656,68,  2.25
163,H,16m 50s,70.6,      656,67,  2.26
164,I,16m 55s,70.5,      656,67,  2.64
165,J,17m 00s,70.6,      656,77,  3.08
166,K,17m 05s,70.5,      656,57,  2.70
167,L,17m 10s,70.6,      657,70,  2.73
168,M,17m 15s,70.6,      657,83,  3.01
169,N,17m 20s,70.6,      657,78,  2.93
170,O,17m 25s,70.6,      657,81,  2.78
171,P,17m 30s,70.6,      657,82,  2.97
172,Q,17m 35s,70.6,      657,91,  2.70
173,R,17m 55s,70.7,      548,76,  1.36
174,S,18m 00s,70.6,      498,66,  1.84
175,T,18m 05s,70.5,      447,84,  2.69
176,U,18m 10s,70.5,      397,59,  2.61
177,V,18m 15s,70.5,      347,60,  3.16
178,W,18m 20s,70.6,      297,51,  2.61
179,X,18m 25s,70.6,      247,58,  2.56
180,Y,18m 30s,70.6,      197,76,  1.76
181,Z,18m 35s,70.7,      148,57,  0.76
182,a,18m 40s,70.7,      98,53,  0.75
183,b,19m 05s,70.6,      0,102,  2.13
184,c,19m 50s,3.0,      3,340,  3.38
