,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,12.0,      0,42,  2.29
1,B,00m 20s,21.6,      1,37,  4.83
2,C,00m 25s,33.3,      0,62,  4.25
3,D,00m 30s,48.4,      0,46,  7.55
4,E,00m 35s,59.8,      0,50,  7.67
5,F,00m 40s,60.6,      1,59,  6.70
6,G,00m 50s,60.7,      76,71,  5.41
7,H,01m 00s,60.5,      177,71,  6.81
8,I,01m 05s,60.4,      219,71,  6.20
9,J,01m 40s,60.6,      452,78,  6.47
10,K,01m 55s,60.7,      622,63,  5.04
11,L,02m 05s,60.6,      739,73,  5.10
12,M,02m 30s,60.7,      885,72,  8.61
13,N,02m 50s,60.6,      842,71,  8.26
14,O,02m 55s,60.7,      842,73,  7.71
15,P,03m 20s,60.8,      844,97,  11.27
16,Q,04m 50s,60.2,      863,65,  7.97
17,R,04m 55s,60.3,      863,64,  8.18
18,S,05m 00s,60.3,      863,63,  7.85
19,T,05m 05s,60.4,      863,55,  8.59
20,U,05m 15s,59.5,      864,60,  6.30
21,V,05m 35s,50.3,      863,60,  7.51
22,W,05m 40s,50.4,      863,53,  8.27
23,X,05m 45s,50.3,      863,54,  7.45
24,Y,05m 50s,49.6,      863,55,  7.49
25,Z,06m 25s,45.3,      860,63,  8.14
26,a,06m 30s,45.3,      859,54,  7.13
27,b,06m 40s,45.3,      857,62,  7.12
28,c,06m 45s,45.4,      857,62,  7.67
29,d,06m 50s,45.4,      857,62,  7.28
30,e,07m 05s,45.4,      854,57,  6.74
31,f,07m 10s,45.3,      854,54,  7.49
32,g,07m 15s,45.3,      854,48,  8.15
33,h,07m 30s,45.4,      848,58,  7.38
34,i,07m 40s,45.5,      847,60,  8.65
35,j,07m 45s,45.4,      847,55,  8.91
36,k,07m 50s,45.5,      845,53,  8.12
37,l,08m 00s,45.3,      845,56,  6.45
38,m,08m 05s,45.4,      845,48,  7.63
39,n,08m 10s,45.4,      845,52,  7.91
40,o,08m 15s,45.4,      845,55,  7.65
41,p,08m 35s,45.3,      840,58,  7.17
42,q,08m 40s,45.3,      840,62,  7.32
43,r,08m 45s,45.3,      840,62,  6.80
44,s,08m 50s,45.2,      840,57,  6.24
45,t,09m 05s,45.4,      839,59,  6.97
46,u,09m 10s,45.3,      839,58,  6.62
47,v,09m 15s,45.3,      839,60,  6.44
48,w,09m 20s,45.3,      840,59,  6.30
49,x,09m 35s,45.4,      838,62,  6.38
50,y,09m 40s,45.4,      838,59,  5.40
51,z,09m 45s,45.4,      838,55,  5.91
52,A,09m 50s,45.4,      838,58,  5.65
53,B,09m 55s,45.3,      838,58,  5.40
54,C,10m 00s,45.3,      838,63,  5.51
55,D,10m 05s,45.3,      838,60,  5.82
56,E,10m 10s,45.4,      838,67,  5.64
57,F,10m 15s,45.3,      838,61,  4.22
58,G,10m 30s,45.3,      840,55,  5.51
59,H,11m 20s,61.5,      837,51,  7.05
60,I,11m 25s,61.5,      842,63,  5.06
61,J,11m 40s,62.1,      786,51,  6.62
62,K,11m 45s,62.0,      736,66,  6.69
63,L,11m 50s,61.9,      685,71,  6.62
64,M,11m 55s,61.9,      635,73,  6.96
65,N,12m 00s,61.9,      584,69,  6.80
66,O,12m 05s,61.8,      534,66,  6.93
67,P,12m 10s,61.9,      484,64,  6.70
68,Q,12m 15s,61.9,      433,66,  7.25
69,R,12m 20s,61.8,      383,62,  6.82
70,S,12m 25s,61.9,      332,68,  7.35
71,T,12m 30s,61.8,      281,76,  7.44
72,U,12m 35s,62.1,      231,57,  8.18
73,V,12m 40s,62.0,      181,58,  8.35
74,W,12m 45s,62.0,      131,59,  9.93
75,X,12m 50s,61.8,      81,70,  9.18
76,Y,13m 10s,61.5,      1,64,  5.40
