,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,28.2,      1,66,  1.43
1,B,00m 15s,54.0,      0,68,  1.23
2,C,00m 25s,101.4,      0,84,  1.67
3,D,00m 40s,100.3,      123,266,  0.95
4,E,00m 45s,100.4,      188,229,  0.49
5,F,00m 50s,100.3,      252,95,  0.41
6,G,00m 55s,100.3,      316,45,  0.28
7,H,01m 00s,100.1,      381,232,  0.94
8,I,01m 05s,100.3,      446,215,  0.34
9,J,01m 10s,100.4,      509,98,  0.76
10,K,01m 15s,100.2,      574,89,  0.55
11,L,03m 10s,100.0,      589,105,  1.79
12,M,04m 05s,100.0,      613,139,  2.22
13,N,04m 45s,100.1,      602,135,  1.50
14,O,05m 15s,89.5,      586,141,  1.90
15,P,05m 20s,89.6,      586,139,  1.89
16,Q,05m 25s,89.7,      586,140,  1.79
17,R,05m 30s,89.7,      586,144,  1.82
18,S,05m 35s,89.6,      586,142,  1.74
19,T,05m 40s,89.7,      586,139,  1.61
20,U,05m 45s,89.6,      586,140,  1.58
21,V,05m 50s,89.6,      586,137,  1.63
22,W,05m 55s,89.5,      586,136,  1.57
23,X,06m 00s,89.6,      586,141,  1.51
24,Y,06m 05s,89.6,      586,137,  1.51
25,Z,06m 10s,89.5,      586,134,  1.58
26,a,06m 15s,89.6,      585,136,  1.51
27,b,06m 20s,89.6,      585,144,  1.42
28,c,06m 45s,89.5,      570,164,  1.38
29,d,06m 50s,89.6,      570,159,  1.33
30,e,06m 55s,89.5,      570,142,  1.32
31,f,07m 00s,89.5,      570,137,  1.23
32,g,07m 05s,89.6,      570,153,  1.19
33,h,07m 10s,89.5,      570,162,  1.22
34,i,07m 15s,89.5,      570,163,  1.10
35,j,07m 20s,89.5,      570,157,  1.10
36,k,07m 25s,89.7,      570,163,  1.12
37,l,07m 30s,89.6,      570,162,  1.11
38,m,07m 35s,89.6,      570,136,  1.18
39,n,07m 40s,89.6,      570,137,  1.26
40,o,07m 45s,89.7,      570,141,  1.16
41,p,07m 50s,89.7,      570,135,  1.19
42,q,07m 55s,89.6,      570,142,  1.15
43,r,08m 00s,89.6,      570,151,  1.17
44,s,08m 05s,89.7,      570,154,  1.23
45,t,08m 10s,89.7,      570,149,  1.24
46,u,08m 15s,89.7,      570,164,  1.25
47,v,08m 20s,89.6,      570,164,  1.24
48,w,08m 25s,89.7,      570,156,  1.23
49,x,08m 30s,89.7,      570,155,  1.21
50,y,08m 35s,89.7,      570,156,  1.24
51,z,08m 40s,89.7,      570,147,  1.26
52,A,08m 45s,89.6,      570,156,  1.24
53,B,08m 50s,89.6,      570,156,  1.23
54,C,08m 55s,89.6,      570,158,  1.23
55,D,09m 00s,89.6,      570,151,  1.20
56,E,09m 05s,89.6,      570,158,  1.36
57,F,09m 10s,89.6,      570,162,  1.43
58,G,09m 15s,89.6,      570,169,  1.39
59,H,09m 20s,89.6,      570,177,  1.39
60,I,09m 25s,89.5,      570,187,  1.34
61,J,09m 30s,89.6,      570,188,  1.27
62,K,09m 35s,89.6,      570,184,  1.24
63,L,09m 40s,89.6,      570,186,  1.21
64,M,09m 45s,89.6,      570,181,  1.23
65,N,09m 50s,89.4,      570,181,  1.13
66,O,09m 55s,89.5,      570,164,  1.02
67,P,10m 00s,89.6,      570,161,  1.00
68,Q,10m 05s,89.6,      570,156,  1.14
69,R,10m 10s,89.6,      570,141,  1.25
70,S,10m 15s,89.6,      570,128,  1.33
71,T,10m 20s,89.5,      570,155,  1.42
72,U,10m 25s,89.6,      570,145,  1.55
73,V,10m 30s,89.7,      570,146,  1.91
74,W,10m 35s,89.5,      571,146,  1.77
75,X,10m 40s,89.5,      571,156,  1.79
76,Y,10m 45s,89.5,      570,156,  1.74
77,Z,10m 50s,89.6,      570,149,  1.83
78,a,10m 55s,89.6,      570,148,  1.75
79,b,11m 00s,89.6,      570,162,  1.75
80,c,11m 05s,89.6,      570,165,  1.66
81,d,11m 10s,89.7,      570,160,  1.66
82,e,11m 15s,89.6,      570,152,  1.63
83,f,11m 20s,89.6,      570,159,  1.53
84,g,11m 25s,89.7,      570,154,  1.81
85,h,11m 30s,89.6,      570,134,  2.00
86,i,11m 35s,89.5,      570,143,  1.92
87,j,11m 40s,89.7,      570,145,  1.98
88,k,11m 45s,89.6,      570,147,  1.90
89,l,11m 50s,89.7,      570,147,  1.72
90,m,11m 55s,89.6,      570,134,  1.98
91,n,12m 00s,89.6,      570,133,  1.82
92,o,12m 05s,89.6,      570,129,  2.16
93,p,12m 10s,89.6,      570,136,  1.93
94,q,12m 15s,89.5,      570,142,  1.86
95,r,12m 20s,89.6,      570,150,  1.79
96,s,12m 25s,89.6,      570,149,  1.90
97,t,12m 30s,89.6,      570,141,  2.03
98,u,12m 35s,89.7,      570,135,  2.33
99,v,12m 40s,89.7,      570,134,  2.23
100,w,12m 45s,89.6,      570,142,  2.03
101,x,12m 50s,89.6,      570,129,  2.25
102,y,12m 55s,89.7,      570,137,  2.04
103,z,13m 00s,89.6,      570,136,  2.19
104,A,13m 05s,89.6,      570,137,  2.33
105,B,13m 10s,89.5,      570,123,  2.48
106,C,13m 15s,89.5,      570,140,  1.78
107,D,13m 20s,89.5,      570,158,  1.93
108,E,13m 25s,89.5,      570,153,  1.83
109,F,13m 30s,89.5,      570,165,  1.66
110,G,13m 35s,89.6,      570,172,  1.97
111,H,13m 40s,89.6,      570,181,  1.76
112,I,14m 00s,89.5,      608,219,  1.82
113,J,14m 05s,89.5,      608,211,  1.82
114,K,14m 10s,89.5,      608,212,  1.93
115,L,14m 15s,89.6,      608,209,  1.70
116,M,14m 20s,89.5,      608,201,  1.50
117,N,14m 40s,89.6,      629,212,  2.07
118,O,14m 45s,89.6,      629,200,  2.05
119,P,14m 50s,89.6,      629,200,  1.99
120,Q,14m 55s,89.6,      629,198,  2.05
121,R,15m 00s,89.7,      629,188,  1.97
122,S,15m 05s,89.5,      629,193,  1.87
