,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,27.5,      1,250,  2.41
1,B,00m 20s,81.2,      1,231,  1.07
2,C,00m 35s,85.9,      108,234,  3.35
3,D,00m 40s,85.9,      170,208,  2.28
4,E,00m 45s,85.7,      233,195,  3.65
5,F,00m 50s,85.7,      299,214,  2.40
6,G,00m 55s,85.9,      364,205,  2.81
7,H,01m 00s,85.8,      428,199,  2.67
8,I,01m 05s,85.7,      492,208,  3.02
9,J,02m 00s,85.7,      508,166,  2.99
10,K,02m 10s,85.7,      508,161,  3.23
11,L,02m 15s,85.7,      508,163,  3.26
12,M,02m 20s,84.9,      508,163,  3.06
13,N,02m 40s,75.6,      508,155,  2.28
14,O,02m 45s,75.6,      508,150,  2.37
15,P,02m 50s,75.7,      508,153,  2.78
16,Q,02m 55s,75.7,      508,156,  2.96
17,R,03m 00s,75.6,      508,157,  2.77
18,S,03m 05s,75.6,      508,151,  2.93
19,T,03m 10s,75.6,      508,154,  2.97
20,U,03m 15s,75.6,      508,151,  3.03
21,V,03m 20s,75.6,      508,156,  3.01
22,W,03m 25s,75.6,      508,156,  2.98
23,X,03m 30s,75.6,      508,155,  3.14
24,Y,03m 35s,75.6,      508,160,  2.97
25,Z,03m 40s,75.5,      508,162,  2.71
26,a,03m 45s,75.6,      508,164,  2.64
27,b,03m 50s,75.5,      508,161,  2.61
28,c,03m 55s,75.6,      508,161,  2.57
29,d,04m 00s,75.6,      508,160,  2.57
30,e,04m 05s,75.7,      508,161,  2.59
31,f,04m 10s,75.6,      508,162,  2.62
32,g,04m 15s,75.6,      508,167,  2.57
33,h,04m 20s,75.6,      508,169,  2.57
34,i,04m 25s,75.6,      508,171,  2.50
35,j,04m 30s,75.7,      508,170,  2.39
36,k,04m 35s,75.6,      508,172,  2.27
37,l,04m 40s,75.6,      508,169,  2.06
38,m,05m 05s,75.5,      483,168,  2.34
39,n,05m 10s,75.6,      483,174,  2.14
40,o,05m 15s,75.6,      482,173,  2.36
41,p,05m 20s,75.6,      482,167,  2.34
42,q,05m 25s,75.6,      483,167,  2.24
43,r,05m 30s,75.6,      483,165,  2.23
44,s,05m 45s,75.5,      480,162,  2.24
45,t,05m 50s,75.5,      480,158,  2.21
46,u,05m 55s,75.6,      480,161,  2.07
47,v,06m 00s,75.6,      480,165,  1.73
48,w,06m 05s,75.6,      480,166,  1.81
49,x,06m 10s,75.5,      480,169,  1.66
50,y,06m 15s,75.6,      480,165,  1.70
51,z,06m 20s,75.6,      480,163,  1.29
52,A,06m 25s,75.6,      480,162,  1.30
53,B,06m 30s,75.6,      480,167,  1.48
54,C,06m 35s,75.7,      480,166,  1.86
55,D,06m 40s,75.6,      480,163,  2.43
56,E,06m 45s,75.6,      480,159,  2.61
57,F,06m 50s,75.6,      480,162,  2.39
58,G,06m 55s,75.5,      480,164,  1.75
59,H,07m 00s,75.5,      480,162,  1.76
60,I,07m 05s,75.6,      480,164,  1.81
61,J,07m 10s,75.5,      480,162,  1.97
62,K,07m 15s,75.6,      480,152,  2.34
63,L,07m 20s,75.6,      480,152,  2.72
64,M,07m 25s,75.5,      480,154,  2.67
65,N,07m 30s,75.6,      481,150,  2.65
66,O,07m 35s,75.6,      481,148,  2.57
67,P,07m 50s,75.5,      487,155,  2.91
68,Q,07m 55s,75.6,      487,164,  2.72
69,R,08m 00s,75.5,      487,170,  2.95
70,S,08m 05s,75.6,      488,166,  2.90
71,T,08m 10s,75.7,      488,166,  2.96
72,U,08m 15s,75.6,      488,169,  3.06
73,V,08m 20s,75.6,      488,166,  2.84
74,W,08m 25s,75.5,      488,156,  2.72
75,X,08m 30s,75.5,      487,158,  2.65
76,Y,08m 35s,75.6,      487,164,  2.70
77,Z,08m 40s,75.6,      487,159,  2.53
78,a,08m 45s,75.6,      487,160,  2.15
79,b,08m 50s,75.6,      487,154,  2.21
80,c,08m 55s,75.6,      487,160,  2.28
81,d,09m 00s,75.6,      488,166,  2.55
82,e,09m 05s,75.6,      488,168,  2.41
83,f,09m 10s,75.5,      488,166,  2.35
84,g,09m 15s,75.6,      487,165,  2.70
85,h,09m 20s,75.6,      487,170,  2.67
86,i,09m 25s,75.6,      487,164,  2.21
87,j,09m 30s,75.6,      487,171,  2.29
88,k,09m 35s,75.6,      487,177,  2.86
89,l,09m 40s,75.7,      487,167,  2.75
90,m,09m 45s,75.7,      487,170,  2.84
91,n,09m 50s,75.6,      487,164,  2.29
92,o,09m 55s,75.6,      487,158,  2.15
93,p,10m 00s,75.6,      487,168,  1.61
94,q,10m 05s,75.5,      487,176,  1.45
95,r,10m 15s,75.5,      498,184,  0.77
96,s,10m 20s,75.5,      498,176,  0.92
97,t,10m 25s,75.6,      498,175,  1.17
98,u,10m 30s,75.6,      498,176,  1.22
99,v,10m 35s,75.6,      498,176,  1.20
100,w,10m 45s,75.6,      503,192,  1.03
101,x,10m 50s,75.6,      503,172,  1.81
102,y,10m 55s,75.6,      503,167,  1.68
103,z,11m 00s,75.6,      503,166,  1.64
104,A,11m 05s,75.5,      503,167,  1.40
105,B,11m 10s,75.6,      503,164,  1.54
106,C,11m 25s,75.6,      512,163,  2.45
107,D,11m 30s,75.6,      512,163,  2.61
108,E,11m 35s,75.6,      512,160,  2.31
109,F,13m 05s,75.7,      595,175,  1.84
110,G,13m 10s,75.6,      597,174,  1.42
111,H,13m 15s,75.6,      597,171,  2.48
112,I,13m 20s,75.5,      597,166,  2.52
113,J,13m 25s,75.5,      597,148,  2.60
114,K,13m 30s,75.6,      597,150,  2.54
115,L,13m 35s,75.6,      597,149,  2.41
116,M,13m 40s,75.6,      602,149,  3.37
117,N,13m 45s,75.7,      609,167,  2.24
118,O,13m 50s,75.6,      617,171,  2.38
119,P,14m 00s,75.5,      623,195,  2.01
120,Q,14m 05s,75.5,      623,187,  2.11
121,R,14m 10s,75.5,      623,185,  2.27
122,S,14m 15s,75.5,      623,188,  2.39
123,T,14m 20s,75.6,      623,186,  2.88
124,U,14m 55s,75.6,      656,173,  1.77
125,V,15m 00s,75.5,      656,165,  1.78
126,W,15m 05s,75.5,      656,179,  2.08
127,X,15m 10s,75.6,      656,172,  1.91
128,Y,15m 15s,75.6,      656,176,  1.58
129,Z,15m 20s,75.6,      656,187,  1.68
130,a,15m 35s,75.6,      673,125,  1.65
131,b,15m 40s,75.6,      673,117,  2.01
132,c,15m 45s,75.6,      673,143,  1.78
133,d,15m 50s,75.6,      673,159,  2.01
134,e,15m 55s,75.6,      673,174,  2.14
135,f,16m 00s,75.6,      673,172,  1.95
136,g,16m 05s,75.5,      673,173,  2.08
137,h,16m 10s,75.6,      673,167,  1.44
138,i,16m 15s,75.6,      673,135,  1.61
139,j,16m 20s,75.6,      673,161,  1.11
140,k,16m 25s,75.6,      673,145,  1.47
141,l,16m 30s,75.5,      673,162,  1.25
142,m,16m 35s,75.6,      673,154,  1.66
143,n,16m 40s,75.6,      673,141,  1.88
144,o,16m 45s,75.6,      673,151,  1.41
145,p,17m 05s,75.5,      692,118,  2.32
146,q,17m 10s,75.5,      692,107,  2.46
147,r,17m 15s,75.5,      691,107,  2.42
148,s,17m 20s,75.6,      691,120,  2.34
149,t,17m 25s,75.6,      691,105,  2.25
150,u,17m 30s,75.6,      691,111,  2.86
151,v,17m 35s,75.6,      691,121,  2.51
152,w,17m 40s,75.5,      692,128,  1.95
153,x,17m 45s,75.5,      692,122,  1.91
154,y,18m 00s,75.6,      609,107,  3.86
155,z,18m 05s,75.6,      559,112,  4.41
156,A,18m 10s,75.5,      510,107,  4.43
157,B,18m 15s,75.5,      460,109,  4.83
158,C,18m 20s,75.5,      410,118,  4.93
159,D,18m 25s,75.4,      358,121,  6.18
160,E,18m 30s,75.4,      307,116,  6.30
161,F,18m 35s,75.5,      259,119,  5.89
162,G,18m 40s,75.5,      209,120,  6.15
163,H,18m 45s,75.6,      159,124,  5.64
164,I,18m 50s,75.6,      110,120,  5.19
165,J,19m 15s,75.6,      0,137,  4.34
