,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,19.4,      1,48,  4.21
1,B,00m 15s,43.1,      1,45,  4.59
2,C,00m 20s,66.6,      0,41,  4.53
3,D,00m 25s,70.6,      0,31,  5.31
4,E,00m 40s,70.8,      126,43,  3.93
5,F,02m 00s,70.7,      502,43,  4.48
6,G,02m 10s,70.6,      503,46,  4.08
7,H,02m 25s,70.7,      505,37,  3.78
8,I,02m 45s,60.1,      504,45,  3.66
9,J,02m 50s,60.1,      505,50,  3.51
10,K,02m 55s,60.0,      504,46,  3.84
11,L,03m 00s,60.0,      505,61,  3.08
12,M,03m 05s,60.0,      505,53,  3.15
13,N,03m 10s,60.0,      505,57,  3.03
14,O,03m 15s,60.1,      505,58,  2.97
15,P,03m 30s,60.1,      501,58,  2.82
16,Q,03m 35s,60.1,      501,64,  2.87
17,R,03m 40s,60.2,      501,66,  3.04
18,S,03m 45s,60.1,      501,65,  4.35
19,T,03m 50s,60.0,      501,52,  4.99
20,U,03m 55s,60.1,      501,53,  4.71
21,V,04m 00s,60.1,      501,50,  4.69
22,W,04m 05s,60.0,      501,44,  5.96
23,X,04m 10s,60.1,      501,42,  5.72
24,Y,04m 15s,60.0,      501,45,  5.42
25,Z,04m 20s,60.0,      501,39,  5.85
26,a,04m 25s,60.0,      501,37,  5.78
27,b,04m 30s,60.0,      501,36,  5.57
28,c,04m 35s,60.0,      501,38,  5.32
29,d,04m 40s,60.0,      501,40,  5.24
30,e,04m 45s,59.8,      501,42,  5.06
31,f,04m 50s,60.0,      501,49,  4.07
32,g,05m 00s,60.0,      499,44,  4.53
33,h,05m 05s,60.1,      499,50,  4.33
34,i,05m 10s,60.0,      499,43,  5.25
35,j,05m 15s,60.1,      499,46,  5.08
36,k,05m 20s,60.0,      499,44,  4.85
37,l,05m 25s,60.1,      499,47,  4.75
38,m,05m 30s,60.0,      499,56,  4.61
39,n,05m 35s,60.0,      499,50,  4.76
40,o,05m 40s,60.1,      499,43,  5.19
41,p,05m 45s,60.0,      499,45,  4.99
42,q,05m 50s,59.9,      500,43,  4.42
43,r,05m 55s,60.1,      500,42,  4.47
44,s,06m 00s,60.0,      500,42,  4.37
45,t,06m 05s,60.1,      500,42,  3.64
46,u,06m 10s,60.1,      499,28,  4.22
47,v,06m 15s,60.0,      500,42,  3.92
48,w,06m 20s,60.0,      499,41,  3.66
49,x,06m 25s,60.0,      499,44,  3.94
50,y,06m 30s,59.9,      499,37,  4.12
51,z,06m 35s,60.0,      499,37,  3.98
52,A,06m 40s,60.1,      499,35,  4.24
53,B,06m 45s,60.1,      499,37,  4.34
54,C,06m 50s,60.0,      499,42,  4.21
55,D,06m 55s,60.1,      499,42,  3.98
56,E,07m 00s,60.0,      499,49,  3.48
57,F,07m 05s,59.8,      499,52,  3.26
58,G,07m 10s,60.0,      499,44,  4.15
59,H,07m 15s,60.3,      499,46,  4.99
60,I,07m 20s,59.9,      499,52,  4.20
61,J,07m 25s,59.9,      499,45,  4.61
62,K,07m 30s,60.0,      499,44,  4.05
63,L,07m 35s,59.8,      499,35,  3.94
64,M,07m 40s,59.9,      499,36,  4.19
65,N,07m 45s,60.0,      499,41,  3.82
66,O,07m 50s,60.1,      499,39,  4.02
67,P,07m 55s,60.0,      499,39,  4.02
68,Q,08m 00s,60.0,      499,42,  4.76
69,R,08m 05s,59.9,      499,34,  4.44
70,S,08m 10s,60.0,      499,39,  4.70
71,T,08m 15s,59.9,      499,39,  4.46
72,U,08m 20s,60.0,      499,40,  4.52
73,V,08m 25s,60.0,      499,46,  4.43
74,W,08m 30s,60.0,      499,46,  4.37
75,X,08m 35s,59.9,      499,39,  4.38
76,Y,08m 40s,59.9,      499,38,  4.15
77,Z,08m 45s,60.0,      499,35,  4.72
78,a,08m 50s,60.1,      499,36,  5.37
79,b,08m 55s,60.0,      500,38,  5.30
80,c,09m 00s,60.1,      499,40,  5.44
81,d,09m 05s,60.0,      499,38,  5.22
82,e,09m 10s,60.1,      499,39,  5.30
83,f,09m 15s,60.1,      499,39,  4.89
84,g,09m 20s,60.0,      499,40,  4.98
85,h,09m 25s,60.0,      499,39,  5.40
86,i,09m 30s,59.9,      499,38,  5.60
87,j,09m 35s,60.1,      499,36,  4.74
88,k,09m 40s,60.1,      499,45,  4.73
89,l,09m 45s,60.0,      499,44,  4.87
90,m,09m 50s,60.0,      499,43,  4.87
91,n,09m 55s,60.0,      499,46,  4.91
92,o,10m 00s,60.0,      499,44,  4.63
93,p,10m 05s,60.0,      499,37,  4.57
94,q,10m 10s,60.1,      499,42,  4.41
95,r,10m 15s,60.1,      499,46,  4.57
96,s,10m 20s,60.0,      499,40,  4.34
97,t,10m 25s,60.0,      499,38,  4.24
98,u,10m 30s,60.1,      499,39,  4.51
99,v,11m 15s,60.0,      583,32,  4.53
100,w,11m 20s,60.0,      583,33,  4.87
101,x,12m 00s,59.3,      605,34,  5.79
102,y,12m 05s,59.4,      605,35,  5.95
103,z,12m 10s,59.3,      605,34,  5.59
104,A,12m 35s,59.3,      606,33,  5.80
105,B,12m 45s,59.3,      606,35,  5.56
106,C,12m 50s,59.2,      606,34,  5.51
107,D,12m 55s,59.2,      607,33,  5.15
108,E,13m 10s,59.3,      615,35,  4.72
109,F,13m 45s,59.3,      633,32,  5.37
110,G,14m 40s,59.3,      649,26,  5.72
111,H,14m 45s,59.2,      649,20,  4.87
112,I,14m 50s,59.3,      648,24,  4.91
113,J,14m 55s,59.2,      648,29,  4.53
114,K,15m 00s,59.2,      648,34,  4.01
115,L,15m 10s,59.2,      645,30,  4.80
116,M,15m 15s,59.2,      645,27,  4.52
117,N,15m 25s,59.1,      645,46,  3.82
118,O,15m 30s,59.2,      645,30,  3.96
119,P,15m 35s,59.2,      645,44,  3.42
120,Q,15m 40s,59.1,      645,36,  3.48
121,R,15m 45s,59.1,      645,55,  3.61
122,S,15m 50s,59.1,      645,66,  2.89
123,T,15m 55s,59.1,      645,76,  3.09
124,U,16m 00s,59.2,      645,68,  3.89
125,V,16m 05s,59.1,      645,39,  4.15
126,W,16m 25s,59.3,      638,37,  5.04
127,X,16m 30s,59.3,      638,39,  5.52
128,Y,16m 35s,59.2,      638,35,  5.85
129,Z,16m 40s,59.2,      638,42,  5.61
130,a,16m 50s,59.3,      638,42,  5.07
131,b,16m 55s,59.2,      638,36,  5.36
132,c,17m 00s,59.3,      638,37,  5.36
133,d,17m 05s,59.3,      638,38,  5.70
134,e,17m 10s,59.3,      638,37,  5.69
135,f,17m 15s,59.3,      638,38,  5.79
136,g,17m 20s,59.3,      638,42,  5.47
137,h,17m 25s,59.2,      638,41,  5.36
138,i,17m 30s,59.3,      638,39,  5.44
139,j,17m 35s,59.2,      638,41,  5.53
140,k,17m 40s,59.3,      638,37,  5.52
141,l,17m 45s,59.2,      638,34,  5.81
142,m,17m 50s,59.2,      638,28,  3.34
143,n,17m 55s,59.2,      637,36,  4.54
144,o,18m 00s,59.1,      637,35,  4.45
145,p,18m 05s,59.2,      637,34,  4.93
146,q,18m 10s,59.2,      637,42,  4.66
147,r,18m 15s,59.3,      637,41,  5.13
148,s,18m 20s,59.2,      637,40,  5.41
149,t,18m 25s,59.2,      637,38,  5.74
150,u,18m 45s,59.3,      537,25,  5.78
151,v,18m 50s,59.3,      487,34,  5.83
152,w,18m 55s,59.1,      436,47,  5.76
153,x,19m 00s,59.2,      385,54,  5.65
154,y,19m 05s,59.4,      336,40,  4.63
155,z,19m 10s,59.4,      286,38,  4.62
156,A,19m 15s,59.3,      236,33,  4.88
157,B,19m 20s,59.4,      186,30,  5.18
158,C,19m 25s,59.4,      136,34,  4.95
159,D,19m 30s,59.3,      87,34,  5.61
160,E,19m 50s,59.3,      1,38,  4.06
161,F,20m 40s,1.7,      0,38,  3.07
