,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,6.9,      0,49,  2.69
1,B,00m 15s,15.2,      0,62,  2.80
2,C,00m 20s,17.5,      0,69,  5.44
3,D,00m 25s,22.9,      0,85,  4.28
4,E,00m 30s,30.6,      1,86,  4.87
5,F,00m 35s,38.3,      1,71,  4.61
6,G,00m 40s,46.1,      1,77,  3.70
7,H,00m 45s,50.9,      1,67,  4.35
8,I,01m 05s,50.6,      30,63,  2.73
9,J,01m 10s,51.0,      46,73,  3.58
10,K,01m 15s,50.9,      62,84,  6.18
11,L,01m 20s,50.7,      83,79,  4.84
12,M,01m 25s,50.8,      105,83,  3.94
13,N,01m 30s,50.8,      129,86,  4.60
14,O,01m 35s,50.7,      154,98,  4.29
15,P,01m 40s,50.6,      180,81,  3.36
16,Q,01m 45s,50.6,      206,90,  2.88
17,R,01m 50s,50.7,      231,93,  3.45
18,S,01m 55s,50.8,      256,87,  3.65
19,T,02m 00s,50.7,      280,101,  2.84
20,U,02m 15s,50.8,      298,110,  3.97
21,V,02m 20s,50.8,      298,109,  4.37
22,W,02m 25s,50.8,      298,102,  3.66
23,X,02m 30s,50.7,      298,99,  3.16
24,Y,02m 35s,50.7,      298,95,  3.61
25,Z,02m 40s,50.8,      298,106,  3.88
26,a,02m 45s,50.9,      298,117,  3.57
27,b,02m 50s,50.9,      298,117,  3.45
28,c,02m 55s,50.8,      298,115,  2.51
29,d,03m 00s,50.7,      298,105,  2.88
30,e,03m 05s,50.8,      296,151,  2.27
31,f,03m 10s,50.7,      294,107,  3.73
32,g,03m 15s,50.8,      294,115,  3.40
33,h,03m 20s,50.8,      294,106,  4.10
34,i,03m 25s,50.8,      295,113,  3.21
35,j,03m 30s,50.7,      295,90,  2.70
36,k,03m 35s,50.7,      295,82,  3.56
37,l,03m 40s,50.7,      295,85,  3.47
38,m,03m 45s,50.8,      294,84,  4.79
39,n,03m 50s,50.7,      295,72,  3.75
40,o,03m 55s,50.7,      295,69,  3.94
41,p,04m 00s,50.8,      295,79,  3.75
42,q,04m 05s,50.8,      295,92,  3.22
43,r,04m 10s,50.8,      295,105,  3.38
44,s,04m 15s,50.8,      295,116,  3.06
45,t,04m 25s,50.8,      294,101,  3.19
46,u,04m 30s,50.8,      294,101,  3.38
47,v,04m 35s,50.8,      294,100,  2.44
48,w,04m 40s,50.8,      294,101,  2.43
49,x,04m 45s,50.8,      294,89,  3.39
50,y,04m 55s,50.8,      301,86,  3.21
51,z,05m 05s,50.8,      311,81,  2.86
52,A,05m 15s,50.7,      313,87,  3.12
53,B,05m 45s,50.8,      354,75,  2.08
54,C,05m 50s,50.8,      354,82,  1.93
55,D,06m 10s,50.8,      391,92,  1.46
56,E,06m 15s,50.8,      391,79,  1.16
57,F,06m 20s,50.8,      391,90,  1.10
58,G,06m 25s,50.8,      391,81,  1.05
59,H,06m 30s,50.8,      391,85,  1.71
60,I,06m 35s,50.8,      391,88,  1.23
61,J,06m 45s,50.8,      399,80,  1.84
62,K,06m 55s,50.8,      402,71,  1.77
63,L,08m 05s,50.8,      451,109,  0.54
64,M,08m 10s,50.8,      451,211,  1.45
65,N,09m 50s,50.8,      690,104,  0.71
66,O,10m 05s,50.8,      595,182,  2.17
67,P,10m 10s,50.7,      545,158,  1.58
68,Q,10m 15s,50.9,      495,181,  2.70
69,R,10m 20s,50.6,      445,186,  1.36
70,S,10m 25s,50.6,      393,66,  0.79
71,T,10m 30s,50.7,      343,172,  1.01
72,U,10m 50s,41.7,      144,158,  3.69
73,V,10m 55s,40.4,      94,144,  3.12
74,W,11m 15s,38.9,      1,155,  4.86
75,X,11m 20s,38.9,      0,164,  6.02
