,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,21.9,      0,181,  3.12
1,B,00m 20s,66.8,      0,170,  2.92
2,C,00m 25s,90.0,      0,165,  2.65
3,D,00m 40s,95.1,      53,138,  1.26
4,E,01m 05s,95.1,      226,177,  1.21
5,F,01m 10s,95.2,      286,174,  2.75
6,G,01m 15s,95.0,      348,162,  2.08
7,H,01m 20s,95.0,      410,167,  1.97
8,I,01m 25s,95.1,      473,154,  2.78
9,J,01m 30s,95.0,      535,156,  2.43
10,K,03m 05s,95.3,      704,166,  3.65
11,L,03m 10s,95.3,      704,165,  2.25
12,M,03m 15s,95.1,      704,142,  2.32
13,N,03m 35s,85.1,      704,151,  2.32
14,O,03m 40s,85.2,      704,157,  2.26
15,P,03m 45s,85.2,      704,152,  2.46
16,Q,03m 50s,85.1,      704,167,  2.08
17,R,03m 55s,85.2,      704,148,  2.10
18,S,04m 25s,85.0,      748,184,  2.84
19,T,04m 30s,85.1,      748,181,  3.03
20,U,04m 45s,85.2,      750,194,  2.96
21,V,04m 50s,85.1,      751,194,  2.72
22,W,04m 55s,85.2,      751,196,  2.97
23,X,05m 05s,85.2,      751,184,  3.04
24,Y,05m 10s,85.1,      751,190,  2.85
25,Z,05m 15s,85.1,      751,199,  2.76
26,a,05m 20s,85.1,      751,209,  2.84
27,b,05m 30s,85.2,      752,181,  4.40
28,c,05m 35s,85.1,      753,159,  3.62
29,d,05m 40s,85.1,      753,164,  3.07
30,e,05m 45s,85.1,      753,184,  2.63
31,f,05m 55s,85.1,      754,171,  2.85
32,g,06m 00s,85.1,      754,162,  2.67
33,h,06m 05s,85.1,      754,138,  2.31
34,i,06m 10s,85.1,      754,163,  2.90
35,j,06m 15s,85.0,      754,165,  2.91
36,k,06m 20s,85.1,      754,165,  2.64
37,l,06m 25s,85.2,      754,171,  2.86
38,m,06m 30s,85.2,      754,176,  3.27
39,n,06m 35s,85.2,      754,175,  2.60
40,o,06m 40s,85.2,      755,173,  2.47
41,p,06m 45s,85.2,      755,168,  2.09
42,q,06m 55s,85.2,      761,179,  3.41
43,r,07m 00s,85.2,      761,168,  2.80
44,s,07m 05s,85.2,      761,181,  2.80
45,t,07m 10s,85.1,      761,183,  2.93
46,u,07m 15s,85.1,      761,182,  2.75
47,v,07m 20s,85.1,      761,162,  2.37
48,w,07m 25s,85.0,      761,160,  2.46
49,x,07m 30s,85.1,      761,168,  2.70
50,y,07m 35s,85.1,      761,163,  2.88
51,z,07m 40s,85.1,      761,145,  2.91
52,A,07m 45s,85.2,      761,147,  2.79
53,B,07m 50s,85.2,      761,169,  3.04
54,C,07m 55s,85.2,      761,145,  2.42
55,D,08m 00s,85.1,      761,119,  1.52
56,E,08m 05s,85.1,      761,107,  1.48
57,F,08m 10s,85.1,      761,126,  1.97
58,G,08m 15s,85.2,      761,164,  2.68
59,H,08m 20s,85.2,      761,176,  3.12
60,I,08m 25s,85.1,      761,186,  3.35
61,J,08m 30s,85.2,      761,188,  3.32
62,K,08m 35s,85.1,      761,186,  4.38
63,L,08m 40s,85.1,      761,176,  3.98
64,M,08m 45s,85.1,      761,139,  2.90
65,N,08m 50s,85.3,      761,168,  4.33
66,O,08m 55s,85.2,      761,164,  3.91
67,P,09m 00s,85.2,      761,168,  4.11
68,Q,09m 05s,85.2,      761,169,  4.35
69,R,09m 10s,85.2,      761,164,  3.97
70,S,09m 15s,85.1,      761,160,  3.98
71,T,09m 20s,85.1,      761,173,  4.68
72,U,09m 25s,85.2,      761,170,  4.67
73,V,09m 30s,85.1,      761,177,  4.56
74,W,09m 35s,85.1,      761,174,  4.77
75,X,09m 40s,85.1,      761,179,  4.83
76,Y,09m 45s,85.1,      761,180,  4.67
77,Z,09m 50s,85.1,      761,186,  4.49
78,a,09m 55s,85.3,      761,170,  3.91
79,b,10m 00s,85.2,      761,167,  3.88
80,c,10m 05s,85.1,      761,160,  3.60
81,d,10m 10s,85.1,      761,157,  3.17
82,e,10m 15s,85.1,      761,160,  3.57
83,f,10m 20s,85.1,      761,170,  3.61
84,g,10m 30s,85.1,      761,178,  3.48
85,h,10m 35s,85.1,      761,172,  3.02
86,i,10m 40s,85.1,      761,162,  2.76
87,j,10m 45s,85.2,      761,169,  3.57
88,k,10m 50s,85.2,      761,162,  3.48
89,l,11m 05s,85.2,      758,146,  2.91
90,m,11m 10s,85.2,      758,131,  2.83
91,n,11m 15s,85.2,      758,155,  2.61
92,o,11m 20s,85.1,      758,154,  2.91
93,p,11m 30s,85.1,      772,141,  2.77
94,q,11m 35s,85.2,      772,125,  3.03
95,r,11m 50s,85.1,      771,152,  3.31
96,s,12m 10s,85.2,      786,145,  2.82
97,t,12m 30s,85.1,      789,171,  2.60
98,u,12m 35s,85.1,      789,174,  3.19
99,v,13m 10s,83.3,      798,149,  2.92
100,w,13m 20s,83.3,      801,144,  2.60
101,x,13m 30s,83.3,      804,126,  2.84
102,y,13m 35s,83.3,      804,128,  3.09
103,z,13m 55s,82.1,      811,132,  2.45
104,A,14m 10s,82.0,      816,130,  2.24
105,B,14m 15s,82.0,      816,138,  1.94
106,C,14m 30s,82.2,      733,64,  0.62
107,D,14m 35s,82.2,      683,39,  1.19
108,E,14m 40s,81.9,      632,148,  1.24
109,F,14m 45s,82.0,      581,182,  0.85
110,G,14m 50s,82.0,      530,144,  0.66
111,H,14m 55s,81.9,      480,201,  1.30
112,I,15m 00s,81.8,      430,189,  2.33
113,J,15m 05s,81.9,      380,176,  2.39
114,K,15m 10s,81.9,      330,178,  1.93
115,L,15m 15s,82.0,      280,196,  1.86
116,M,15m 20s,82.2,      230,124,  1.39
117,N,15m 25s,82.1,      180,153,  0.63
118,O,15m 30s,81.9,      130,137,  0.77
119,P,15m 55s,82.0,      0,249,  1.51
120,Q,16m 50s,1.2,      1,122,  1.51
