,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 20s,17.3,      12,240,  2.54
1,B,00m 25s,39.0,      12,232,  2.09
2,C,00m 30s,64.4,      12,186,  2.26
3,D,00m 35s,89.5,      12,185,  2.63
4,E,00m 40s,114.6,      12,202,  2.28
5,F,00m 55s,122.0,      82,200,  2.67
6,G,01m 00s,121.6,      146,158,  1.28
7,H,01m 05s,121.5,      210,179,  1.00
8,I,01m 10s,121.7,      272,219,  1.97
9,J,01m 15s,121.7,      337,228,  2.16
10,K,01m 20s,121.6,      401,228,  2.76
11,L,01m 25s,121.6,      466,232,  2.17
12,M,01m 30s,121.6,      531,225,  2.16
13,N,01m 35s,121.5,      597,230,  1.90
14,O,01m 40s,121.5,      663,211,  1.37
15,P,01m 45s,121.6,      729,197,  1.95
16,Q,01m 50s,121.6,      795,212,  2.99
17,R,01m 55s,121.7,      860,214,  2.38
18,S,02m 00s,121.5,      926,204,  1.61
19,T,02m 35s,121.4,"      1,018",210,  3.81
20,U,02m 40s,120.7,"      1,018",206,  3.48
21,V,02m 45s,119.7,"      1,018",202,  3.89
22,W,02m 50s,118.3,"      1,018",228,  3.25
23,X,02m 55s,116.6,"      1,018",233,  3.59
24,Y,03m 00s,115.2,"      1,018",223,  3.72
25,Z,03m 05s,113.7,"      1,018",218,  3.77
26,a,03m 10s,112.1,"      1,018",216,  3.72
27,b,03m 15s,110.6,"      1,018",216,  3.53
28,c,03m 25s,110.6,"      1,016",227,  3.12
29,d,03m 30s,110.5,"      1,016",218,  2.78
30,e,03m 35s,110.5,"      1,016",222,  3.07
31,f,03m 40s,110.6,"      1,016",221,  2.90
32,g,03m 45s,110.6,"      1,015",233,  3.07
33,h,03m 50s,110.7,"      1,015",237,  3.13
34,i,03m 55s,110.5,"      1,015",244,  2.99
35,j,04m 00s,110.5,"      1,015",244,  2.79
36,k,04m 05s,110.5,"      1,015",251,  3.12
37,l,04m 10s,110.5,"      1,015",255,  3.03
38,m,04m 15s,110.5,"      1,015",259,  3.01
39,n,04m 20s,110.6,"      1,015",264,  3.37
40,o,04m 25s,110.6,"      1,016",259,  3.24
41,p,04m 30s,110.5,"      1,016",259,  2.91
42,q,04m 35s,110.6,"      1,016",259,  3.08
43,r,04m 40s,110.6,"      1,016",256,  3.02
44,s,04m 45s,110.6,"      1,015",262,  3.58
45,t,05m 05s,110.6,"      1,011",233,  3.11
46,u,05m 10s,110.6,"      1,011",246,  3.24
47,v,05m 15s,110.5,"      1,011",249,  3.46
48,w,05m 20s,110.5,"      1,011",247,  3.57
49,x,05m 25s,110.6,"      1,011",239,  3.28
50,y,05m 30s,110.7,"      1,011",242,  3.80
51,z,05m 35s,110.7,"      1,011",240,  4.13
52,A,05m 40s,110.6,"      1,011",239,  3.62
53,B,05m 55s,110.4,"      1,024",211,  2.93
54,C,06m 00s,110.5,"      1,024",216,  3.22
55,D,06m 05s,110.6,"      1,024",209,  3.38
56,E,06m 10s,110.6,"      1,024",205,  3.41
57,F,06m 15s,110.6,"      1,024",212,  3.71
58,G,06m 20s,110.5,"      1,024",209,  3.40
59,H,06m 25s,110.4,"      1,024",206,  3.00
60,I,06m 30s,110.5,"      1,024",208,  3.09
61,J,06m 35s,110.5,"      1,024",203,  2.71
62,K,06m 40s,110.5,"      1,024",212,  1.71
63,L,06m 45s,110.6,"      1,024",228,  2.11
64,M,06m 50s,110.6,"      1,024",220,  2.25
65,N,06m 55s,110.6,"      1,024",221,  2.27
66,O,07m 00s,110.6,"      1,024",226,  2.10
67,P,07m 05s,110.6,"      1,024",222,  1.63
68,Q,07m 10s,110.6,"      1,024",206,  1.65
69,R,07m 15s,110.6,"      1,024",226,  1.91
70,S,07m 20s,110.6,"      1,023",237,  2.69
71,T,07m 25s,110.6,"      1,024",229,  2.83
72,U,07m 30s,110.5,"      1,024",230,  2.64
73,V,07m 35s,110.7,"      1,024",239,  2.93
74,W,07m 40s,110.7,"      1,024",228,  2.63
75,X,07m 45s,110.6,"      1,024",229,  2.72
76,Y,07m 50s,110.6,"      1,024",220,  2.91
77,Z,07m 55s,110.6,"      1,024",218,  3.29
78,a,08m 00s,110.6,"      1,024",214,  3.36
79,b,08m 05s,110.6,"      1,024",212,  3.50
80,c,08m 10s,110.6,"      1,024",214,  3.58
81,d,08m 15s,110.7,"      1,024",212,  3.51
82,e,08m 25s,110.7,"      1,017",230,  2.99
83,f,08m 30s,110.6,"      1,017",234,  3.09
84,g,08m 35s,110.5,"      1,017",230,  3.58
85,h,08m 40s,110.6,"      1,017",225,  2.99
86,i,08m 45s,110.6,"      1,017",235,  2.77
87,j,08m 50s,110.7,"      1,017",239,  3.14
88,k,08m 55s,110.5,"      1,017",241,  3.06
89,l,09m 00s,110.6,"      1,017",232,  3.06
90,m,09m 05s,110.6,"      1,017",249,  3.62
91,n,09m 10s,110.7,"      1,017",241,  3.72
92,o,09m 15s,110.6,"      1,017",244,  3.83
93,p,09m 20s,110.6,"      1,017",232,  3.72
94,q,09m 25s,110.6,"      1,017",235,  3.63
95,r,09m 30s,110.6,"      1,017",224,  3.78
96,s,09m 35s,110.6,"      1,017",228,  4.10
97,t,09m 40s,110.6,"      1,017",236,  4.14
98,u,09m 45s,110.6,"      1,017",230,  3.92
99,v,09m 50s,110.5,"      1,017",242,  4.02
100,w,09m 55s,110.6,"      1,016",240,  4.06
101,x,10m 00s,110.7,"      1,016",269,  4.48
102,y,10m 05s,110.6,"      1,016",266,  4.14
103,z,10m 10s,110.6,"      1,017",274,  3.92
104,A,10m 15s,110.6,"      1,017",273,  4.08
105,B,10m 20s,110.5,"      1,017",272,  3.92
106,C,10m 25s,110.5,"      1,017",276,  4.21
107,D,10m 30s,110.5,"      1,017",274,  4.14
108,E,10m 40s,110.6,"      1,013",264,  4.35
109,F,10m 45s,110.6,"      1,013",271,  3.88
110,G,10m 50s,110.7,"      1,013",273,  3.76
111,H,11m 00s,110.6,"      1,008",277,  3.73
112,I,11m 05s,110.6,"      1,008",272,  3.50
113,J,11m 10s,110.6,"      1,008",261,  3.16
114,K,11m 15s,110.5,"      1,008",267,  3.20
115,L,11m 20s,110.7,"      1,008",259,  3.15
116,M,11m 25s,110.6,"      1,008",257,  3.39
117,N,11m 30s,110.5,"      1,008",253,  3.27
118,O,11m 35s,110.6,"      1,008",264,  3.47
119,P,11m 40s,110.6,"      1,008",265,  3.74
120,Q,11m 45s,110.7,"      1,008",267,  3.31
121,R,11m 50s,110.6,"      1,009",242,  2.96
122,S,11m 55s,110.7,"      1,008",235,  2.98
123,T,12m 00s,110.5,"      1,008",234,  2.80
124,U,12m 05s,110.6,"      1,008",232,  2.71
125,V,12m 10s,110.7,"      1,008",254,  2.92
126,W,12m 15s,110.7,"      1,008",246,  3.49
127,X,12m 20s,110.6,"      1,008",250,  3.35
128,Y,12m 25s,110.6,"      1,008",234,  3.22
129,Z,12m 30s,110.6,"      1,008",229,  3.23
130,a,12m 35s,110.6,"      1,008",229,  3.16
131,b,12m 40s,110.6,"      1,008",230,  3.13
132,c,12m 55s,110.6,"      1,005",223,  3.12
133,d,13m 00s,110.6,"      1,005",225,  2.98
134,e,13m 05s,110.6,"      1,005",219,  3.13
135,f,13m 10s,110.7,"      1,005",224,  2.79
136,g,13m 15s,110.6,"      1,005",218,  2.92
137,h,13m 20s,110.5,"      1,005",209,  2.66
138,i,13m 25s,110.6,"      1,005",221,  3.04
139,j,13m 30s,110.5,"      1,005",227,  3.04
140,k,13m 35s,110.5,"      1,005",232,  2.91
141,l,13m 40s,110.5,"      1,005",242,  3.07
142,m,13m 45s,110.5,"      1,005",254,  2.72
143,n,13m 50s,110.6,"      1,005",267,  2.86
144,o,13m 55s,110.6,"      1,005",267,  3.06
145,p,14m 05s,110.6,"      1,004",231,  2.92
146,q,14m 10s,110.7,"      1,004",209,  3.37
147,r,14m 15s,110.5,"      1,004",220,  3.19
148,s,14m 20s,110.6,"      1,004",214,  2.74
149,t,14m 40s,110.6,"      1,003",224,  3.04
150,u,14m 45s,110.5,"      1,003",222,  2.25
151,v,14m 50s,110.4,"      1,003",229,  2.10
152,w,14m 55s,110.5,"      1,003",243,  2.45
153,x,15m 00s,110.5,"      1,003",250,  2.50
154,y,15m 05s,110.6,"      1,003",263,  2.79
155,z,15m 10s,110.6,"      1,003",258,  2.70
156,A,15m 15s,110.6,"      1,003",253,  3.10
157,B,15m 20s,110.5,"      1,003",252,  3.57
158,C,15m 25s,110.6,"      1,004",247,  3.14
159,D,15m 30s,110.6,"      1,004",226,  2.92
160,E,15m 50s,110.6,      896,241,  2.37
161,F,15m 55s,110.7,      846,247,  2.66
162,G,16m 00s,110.7,      796,255,  2.33
163,H,16m 05s,110.7,      746,261,  2.40
164,I,16m 10s,110.6,      696,248,  2.50
165,J,16m 15s,110.6,      647,241,  2.66
166,K,16m 20s,110.6,      597,239,  2.68
167,L,16m 25s,110.6,      547,242,  2.64
168,M,16m 30s,110.7,      497,247,  2.41
169,N,16m 35s,110.7,      448,231,  2.43
170,O,16m 40s,110.7,      398,247,  2.36
171,P,16m 45s,110.6,      348,247,  2.16
172,Q,16m 50s,110.6,      298,265,  2.44
173,R,16m 55s,110.7,      249,246,  2.48
174,S,17m 00s,110.7,      199,238,  1.90
175,T,17m 05s,110.7,      150,215,  2.39
176,U,17m 10s,110.7,      100,221,  2.09
