,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,11.4,      0,172,  1.21
1,B,00m 20s,19.9,      1,201,  1.78
2,C,00m 25s,29.1,      1,215,  3.51
3,D,00m 30s,41.0,      1,204,  3.51
4,E,00m 35s,56.1,      1,189,  3.05
5,F,00m 40s,71.0,      1,201,  3.51
6,G,00m 45s,75.7,      2,200,  4.73
7,H,00m 50s,75.7,      2,199,  4.23
8,I,01m 05s,76.0,      118,218,  3.65
9,J,01m 35s,75.7,      228,211,  5.83
10,K,01m 40s,75.7,      228,206,  5.85
11,L,01m 50s,75.6,      231,204,  6.06
12,M,01m 55s,75.8,      231,201,  6.23
13,N,02m 05s,75.7,      235,209,  6.04
14,O,02m 20s,75.7,      243,196,  5.49
15,P,02m 25s,75.7,      243,197,  5.14
16,Q,02m 30s,75.7,      243,201,  5.88
17,R,03m 30s,75.6,      301,194,  5.08
18,S,03m 35s,75.6,      301,195,  5.14
19,T,03m 40s,75.7,      301,192,  5.43
20,U,03m 45s,75.6,      301,192,  5.08
21,V,03m 50s,75.7,      301,185,  5.27
22,W,03m 55s,75.6,      301,194,  4.96
23,X,04m 00s,75.6,      301,194,  5.46
24,Y,04m 05s,75.6,      301,186,  6.26
25,Z,04m 10s,75.8,      302,183,  5.98
26,a,04m 20s,75.6,      305,206,  4.95
27,b,04m 25s,75.6,      305,202,  5.84
28,c,04m 30s,75.7,      305,202,  5.36
29,d,04m 35s,75.7,      305,197,  4.87
30,e,04m 40s,75.7,      305,196,  4.29
31,f,04m 55s,75.6,      305,180,  4.66
32,g,05m 00s,75.6,      305,176,  5.55
33,h,05m 05s,75.6,      305,178,  5.39
34,i,05m 10s,75.7,      305,177,  6.62
35,j,05m 20s,75.6,      309,182,  5.14
36,k,05m 25s,75.7,      309,188,  5.47
37,l,05m 30s,75.6,      309,192,  4.76
38,m,05m 35s,75.6,      309,182,  5.25
39,n,05m 40s,75.7,      309,185,  4.90
40,o,05m 45s,75.8,      309,177,  5.41
41,p,05m 50s,75.8,      309,175,  5.67
42,q,05m 55s,75.7,      309,177,  5.63
43,r,06m 00s,75.7,      309,180,  5.71
44,s,06m 05s,75.7,      309,178,  5.32
45,t,06m 15s,75.7,      309,190,  5.57
46,u,06m 25s,75.7,      315,187,  4.22
47,v,06m 30s,75.7,      315,183,  4.64
48,w,06m 35s,75.7,      315,180,  4.18
49,x,06m 45s,75.7,      314,176,  4.04
50,y,06m 50s,75.7,      314,178,  3.63
51,z,06m 55s,75.7,      314,180,  3.78
52,A,07m 00s,75.6,      314,180,  4.84
53,B,07m 35s,75.7,      340,190,  4.85
54,C,07m 45s,75.7,      346,191,  4.75
55,D,07m 50s,75.8,      346,191,  4.59
56,E,07m 55s,75.7,      346,201,  3.96
57,F,08m 00s,75.7,      346,193,  4.99
58,G,08m 05s,75.7,      346,194,  4.89
59,H,08m 20s,75.6,      346,190,  5.00
60,I,08m 30s,75.7,      345,196,  4.01
61,J,08m 40s,75.7,      345,191,  4.40
62,K,08m 55s,75.7,      345,170,  3.68
63,L,09m 00s,75.7,      342,206,  5.28
64,M,09m 55s,75.5,      325,189,  3.62
65,N,10m 15s,75.7,      324,196,  2.86
66,O,10m 20s,75.7,      324,197,  3.69
67,P,10m 45s,75.7,      335,187,  3.16
68,Q,10m 50s,75.7,      335,189,  3.92
69,R,10m 55s,75.7,      337,202,  3.96
70,S,11m 10s,75.6,      342,163,  3.62
71,T,11m 15s,75.6,      342,183,  3.44
72,U,11m 20s,75.7,      342,189,  3.50
73,V,11m 25s,75.7,      342,185,  3.10
74,W,11m 30s,75.7,      342,187,  3.22
75,X,11m 35s,75.7,      342,189,  4.57
76,Y,11m 40s,75.7,      342,177,  4.54
77,Z,11m 45s,75.7,      342,188,  4.81
78,a,12m 05s,75.7,      349,177,  5.26
79,b,12m 10s,75.7,      349,185,  4.98
80,c,12m 15s,75.7,      349,190,  5.12
81,d,12m 35s,75.7,      365,186,  4.28
82,e,12m 40s,75.7,      365,189,  4.91
83,f,12m 45s,75.7,      365,188,  4.77
84,g,12m 50s,75.7,      365,186,  4.90
85,h,12m 55s,75.7,      365,189,  4.82
86,i,13m 00s,75.7,      365,189,  4.81
87,j,13m 05s,75.8,      365,187,  4.22
88,k,13m 10s,75.7,      365,192,  5.47
89,l,13m 15s,75.7,      365,187,  5.13
90,m,13m 20s,75.7,      365,187,  5.05
91,n,13m 25s,75.7,      366,191,  4.77
92,o,13m 30s,75.8,      365,189,  5.06
93,p,13m 35s,75.6,      365,189,  5.35
94,q,13m 40s,75.6,      366,190,  4.61
95,r,13m 45s,75.6,      366,191,  4.36
96,s,13m 50s,75.6,      365,193,  4.29
97,t,13m 55s,75.6,      365,187,  3.55
98,u,14m 00s,75.6,      365,191,  3.92
99,v,14m 05s,75.6,      365,187,  3.51
100,w,14m 10s,75.6,      365,188,  3.35
101,x,14m 30s,75.5,      272,182,  4.71
102,y,14m 35s,75.6,      222,190,  4.93
103,z,14m 40s,75.6,      172,187,  4.55
104,A,14m 45s,75.6,      122,176,  4.38
105,B,15m 10s,75.5,      1,179,  1.59
