,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,31.2,      0,163,  4.46
1,B,00m 40s,31.2,      230,200,  2.59
2,C,00m 45s,31.1,      293,215,  2.35
3,D,00m 50s,31.2,      358,203,  1.01
4,E,00m 55s,31.3,      419,201,  2.56
5,F,01m 00s,31.2,      480,190,  2.89
6,G,01m 05s,31.2,      541,188,  3.16
7,H,01m 10s,31.2,      604,203,  2.77
8,I,01m 30s,31.1,      716,176,  1.59
9,J,01m 35s,31.2,      731,166,  2.84
10,K,02m 00s,31.2,      755,165,  3.31
11,L,02m 05s,31.2,      756,158,  3.70
12,M,02m 10s,31.3,      755,153,  4.11
13,N,02m 15s,31.2,      755,162,  3.31
14,O,02m 20s,31.3,      755,166,  3.62
15,P,02m 25s,31.1,      755,155,  4.10
16,Q,02m 30s,31.0,      755,150,  3.46
17,R,02m 40s,31.2,      755,160,  3.19
18,S,02m 45s,31.3,      755,164,  2.78
19,T,02m 50s,31.2,      755,160,  3.09
20,U,02m 55s,31.0,      755,156,  3.50
21,V,03m 20s,20.8,      758,192,  2.99
22,W,03m 25s,20.8,      760,158,  3.44
23,X,03m 40s,20.7,      765,151,  2.80
24,Y,03m 45s,20.8,      765,148,  2.04
25,Z,03m 50s,20.7,      765,152,  3.27
26,a,03m 55s,20.7,      766,153,  3.67
27,b,04m 00s,20.7,      766,149,  3.01
28,c,04m 05s,20.6,      766,151,  3.30
29,d,04m 10s,20.7,      766,151,  4.47
30,e,04m 20s,20.7,      766,169,  3.74
31,f,04m 25s,20.6,      767,162,  3.29
32,g,04m 30s,20.6,      768,170,  2.74
33,h,04m 35s,20.6,      768,157,  2.74
34,i,04m 40s,20.7,      769,157,  3.28
35,j,04m 45s,20.7,      770,149,  2.75
36,k,04m 50s,20.7,      769,151,  2.75
37,l,04m 55s,20.7,      769,154,  3.11
38,m,05m 15s,20.7,      777,157,  3.77
39,n,05m 20s,20.7,      777,156,  3.80
40,o,05m 25s,20.7,      777,155,  3.72
41,p,05m 30s,20.7,      777,160,  4.46
42,q,05m 45s,20.6,      791,153,  3.43
43,r,05m 50s,20.8,      791,156,  3.41
44,s,05m 55s,20.7,      791,154,  3.09
45,t,06m 00s,20.7,      791,151,  2.97
46,u,06m 05s,20.7,      791,152,  2.92
47,v,06m 10s,20.6,      791,154,  2.98
48,w,06m 15s,20.7,      791,157,  2.93
49,x,06m 20s,20.6,      791,156,  3.12
50,y,06m 25s,20.6,      791,155,  2.49
51,z,06m 30s,20.7,      791,154,  2.41
52,A,06m 35s,20.6,      791,150,  2.89
53,B,06m 45s,20.7,      792,152,  2.54
54,C,06m 50s,20.7,      792,149,  2.40
55,D,06m 55s,20.7,      792,146,  1.95
56,E,07m 00s,20.7,      792,145,  2.06
57,F,07m 05s,20.7,      792,148,  2.22
58,G,07m 10s,20.8,      792,149,  2.11
59,H,07m 15s,20.8,      792,151,  2.31
60,I,07m 20s,20.7,      792,150,  2.57
61,J,07m 25s,20.7,      792,149,  2.34
62,K,07m 30s,20.7,      792,158,  2.27
63,L,07m 35s,20.7,      792,147,  2.35
64,M,07m 40s,20.7,      792,148,  2.98
65,N,07m 45s,20.7,      792,150,  2.89
66,O,07m 50s,20.7,      792,148,  2.76
67,P,07m 55s,20.7,      792,154,  2.81
68,Q,08m 00s,20.7,      792,157,  2.96
69,R,08m 05s,20.7,      792,158,  3.50
70,S,08m 10s,20.7,      792,158,  3.68
71,T,08m 15s,20.7,      792,156,  3.60
72,U,08m 20s,20.7,      792,154,  3.44
73,V,08m 25s,20.7,      792,156,  3.69
74,W,08m 30s,20.7,      792,157,  3.47
75,X,08m 35s,20.7,      792,156,  3.48
76,Y,08m 40s,20.7,      792,154,  3.26
77,Z,08m 45s,20.8,      792,152,  3.40
78,a,08m 50s,20.7,      792,154,  3.73
79,b,09m 05s,20.6,      798,154,  3.66
80,c,09m 10s,20.7,      798,154,  3.42
81,d,09m 15s,20.8,      799,154,  3.27
82,e,09m 20s,20.8,      798,154,  3.11
83,f,09m 25s,20.8,      798,153,  3.20
84,g,09m 30s,20.8,      798,154,  3.41
85,h,09m 35s,20.8,      798,154,  3.40
86,i,09m 40s,20.7,      798,156,  3.61
87,j,09m 45s,20.7,      798,153,  3.67
88,k,09m 50s,20.7,      798,153,  3.47
89,l,09m 55s,20.7,      798,155,  3.36
90,m,10m 00s,20.6,      798,155,  3.39
91,n,10m 05s,20.7,      798,152,  3.45
92,o,10m 10s,20.7,      798,153,  3.73
93,p,10m 15s,20.6,      798,154,  3.62
94,q,10m 20s,20.6,      798,152,  3.12
95,r,10m 25s,20.7,      798,152,  3.27
96,s,10m 30s,20.6,      798,155,  3.44
97,t,10m 35s,20.6,      798,153,  3.27
98,u,10m 40s,20.6,      798,152,  3.54
99,v,10m 45s,20.7,      799,168,  4.27
100,w,10m 50s,20.7,      802,145,  3.19
101,x,10m 55s,20.7,      802,157,  3.42
102,y,11m 00s,20.7,      802,156,  3.51
103,z,11m 05s,20.7,      802,156,  3.32
104,A,11m 10s,20.7,      802,156,  3.07
105,B,11m 15s,20.8,      802,156,  3.14
106,C,11m 20s,20.7,      802,155,  3.32
107,D,11m 25s,20.6,      802,155,  2.98
108,E,11m 30s,20.6,      803,155,  3.24
109,F,11m 35s,20.6,      803,155,  2.49
110,G,11m 40s,20.7,      803,153,  2.67
111,H,11m 45s,20.7,      803,155,  2.45
112,I,11m 50s,20.7,      803,153,  2.09
113,J,11m 55s,20.6,      803,152,  2.71
114,K,12m 00s,20.6,      803,150,  2.78
115,L,12m 05s,20.8,      803,156,  3.50
116,M,12m 10s,20.7,      803,152,  2.50
117,N,12m 15s,20.8,      803,151,  2.30
118,O,12m 20s,20.8,      803,159,  3.32
119,P,12m 25s,20.7,      803,155,  3.62
120,Q,12m 30s,20.7,      803,155,  3.73
121,R,12m 35s,20.7,      803,154,  3.46
122,S,12m 40s,20.7,      803,152,  3.16
123,T,12m 45s,20.7,      803,149,  3.34
124,U,12m 50s,20.7,      803,146,  2.96
125,V,12m 55s,20.7,      803,150,  3.03
126,W,13m 00s,20.6,      803,144,  2.65
127,X,13m 05s,20.7,      803,146,  2.48
128,Y,13m 10s,20.7,      803,147,  2.85
129,Z,13m 15s,20.8,      803,148,  2.81
130,a,13m 20s,20.7,      803,143,  2.35
131,b,13m 25s,20.7,      803,147,  2.72
132,c,13m 30s,20.7,      803,149,  3.00
133,d,13m 35s,20.8,      803,153,  2.83
134,e,13m 40s,20.7,      803,151,  3.01
135,f,13m 45s,20.7,      803,151,  3.06
136,g,13m 50s,20.7,      803,151,  3.07
137,h,13m 55s,20.7,      803,150,  3.18
138,i,14m 00s,20.7,      803,151,  3.13
139,j,14m 05s,20.7,      803,153,  3.83
140,k,14m 40s,20.7,      868,153,  3.22
141,l,14m 55s,20.7,      872,150,  2.41
142,m,15m 00s,20.7,      873,128,  2.05
143,n,15m 05s,20.7,      872,148,  2.22
144,o,15m 10s,20.7,      872,146,  2.11
145,p,15m 15s,20.7,      872,148,  2.18
146,q,15m 30s,20.6,      895,143,  2.34
147,r,15m 35s,20.7,      895,143,  2.40
148,s,15m 40s,20.7,      895,143,  2.49
149,t,15m 45s,20.7,      895,132,  2.10
150,u,15m 50s,20.8,      895,137,  2.26
151,v,16m 00s,20.7,      897,139,  2.46
152,w,16m 05s,20.7,      897,145,  2.79
153,x,16m 10s,20.7,      897,144,  2.96
154,y,16m 15s,20.6,      897,151,  3.21
155,z,16m 30s,20.6,      899,154,  3.27
156,A,16m 35s,20.7,      899,150,  3.25
157,B,16m 40s,20.7,      899,148,  3.79
158,C,16m 45s,20.7,      899,141,  3.03
159,D,16m 50s,20.6,      899,142,  2.83
160,E,16m 55s,20.6,      899,139,  2.21
161,F,17m 00s,20.7,      899,146,  2.28
162,G,17m 05s,20.7,      899,153,  2.72
163,H,17m 10s,20.7,      899,151,  2.93
164,I,17m 15s,20.7,      899,157,  3.20
165,J,17m 30s,20.7,      898,152,  3.12
166,K,17m 35s,20.7,      898,153,  3.15
167,L,17m 40s,20.8,      898,153,  3.34
168,M,17m 45s,20.8,      898,155,  3.23
169,N,17m 55s,20.8,      894,152,  3.44
170,O,18m 00s,20.7,      894,153,  3.69
171,P,18m 10s,20.7,      895,152,  3.20
172,Q,18m 15s,20.7,      895,151,  2.72
173,R,18m 35s,30.1,      823,74,  2.33
174,S,18m 40s,30.0,      773,128,  1.76
175,T,18m 45s,30.1,      722,138,  2.37
176,U,18m 50s,30.0,      672,142,  2.59
177,V,18m 55s,30.1,      622,144,  2.15
178,W,19m 00s,30.0,      572,146,  2.37
179,X,19m 05s,30.1,      522,144,  2.44
180,Y,19m 10s,30.2,      472,137,  1.88
181,Z,19m 15s,30.2,      423,146,  1.64
182,a,19m 20s,30.1,      373,155,  2.34
183,b,19m 25s,30.2,      323,152,  1.81
184,c,19m 30s,30.2,      273,163,  1.84
185,d,19m 35s,30.2,      223,155,  1.50
186,e,19m 40s,30.2,      173,146,  1.60
187,f,19m 45s,30.2,      123,147,  1.65
188,g,19m 50s,30.0,      74,160,  3.20
189,h,20m 10s,30.2,      0,178,  1.29
