,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,7.7,      1,189,  3.18
1,B,00m 15s,20.1,      1,178,  3.58
2,C,00m 20s,41.0,      1,181,  3.81
3,D,00m 25s,66.3,      1,182,  3.91
4,E,00m 30s,78.4,      1,165,  3.64
5,F,00m 45s,75.7,      51,174,  4.66
6,G,00m 50s,75.8,      77,160,  3.88
7,H,00m 55s,75.9,      102,145,  4.18
8,I,01m 00s,75.8,      128,146,  3.77
9,J,01m 05s,75.7,      154,155,  3.62
10,K,01m 10s,75.7,      181,151,  4.17
11,L,01m 20s,75.5,      292,174,  6.46
12,M,01m 25s,75.7,      350,171,  5.35
13,N,01m 30s,75.7,      407,169,  5.69
14,O,01m 35s,75.6,      463,179,  4.60
15,P,01m 45s,75.8,      505,191,  5.29
16,Q,02m 20s,75.7,      524,184,  5.36
17,R,02m 45s,75.7,      524,188,  4.32
18,S,02m 50s,75.6,      524,188,  3.86
19,T,02m 55s,75.7,      523,176,  3.88
20,U,03m 00s,75.7,      524,180,  4.17
21,V,03m 25s,65.8,      524,197,  4.75
22,W,03m 30s,65.7,      524,192,  4.16
23,X,03m 35s,65.7,      524,194,  3.28
24,Y,03m 40s,65.6,      524,190,  2.63
25,Z,03m 45s,65.7,      524,195,  3.53
26,a,03m 50s,65.6,      524,196,  3.59
27,b,03m 55s,65.6,      524,190,  3.48
28,c,04m 00s,65.6,      524,190,  3.31
29,d,04m 05s,65.6,      524,189,  3.04
30,e,04m 10s,65.6,      524,185,  3.29
31,f,04m 15s,65.7,      524,179,  3.18
32,g,04m 20s,65.7,      524,178,  3.29
33,h,04m 25s,65.7,      525,183,  3.48
34,i,04m 30s,65.7,      525,170,  3.72
35,j,04m 35s,65.8,      525,166,  3.51
36,k,04m 40s,65.7,      524,180,  3.22
37,l,04m 45s,65.8,      524,181,  3.76
38,m,04m 50s,65.7,      524,185,  4.07
39,n,04m 55s,65.7,      524,184,  3.59
40,o,05m 00s,65.6,      524,180,  3.78
41,p,05m 05s,65.6,      524,180,  3.76
42,q,05m 10s,65.6,      525,184,  4.43
43,r,05m 15s,65.7,      525,187,  4.71
44,s,05m 20s,65.7,      525,195,  5.16
45,t,05m 25s,65.8,      525,190,  4.71
46,u,05m 30s,65.6,      525,194,  4.73
47,v,05m 35s,65.7,      525,192,  4.85
48,w,05m 40s,65.6,      525,194,  4.75
49,x,05m 45s,65.6,      525,193,  4.64
50,y,05m 50s,65.6,      525,198,  5.17
51,z,05m 55s,65.7,      524,187,  4.64
52,A,06m 00s,65.7,      524,184,  4.18
53,B,06m 05s,65.7,      524,170,  4.05
54,C,06m 10s,65.5,      525,187,  4.17
55,D,06m 15s,65.6,      525,189,  4.65
56,E,06m 20s,65.6,      525,185,  4.66
57,F,06m 25s,65.6,      525,184,  4.08
58,G,06m 30s,65.6,      524,189,  3.84
59,H,06m 35s,65.8,      524,181,  3.68
60,I,06m 40s,65.6,      525,179,  3.05
61,J,06m 45s,65.6,      525,181,  3.80
62,K,06m 50s,65.7,      525,177,  3.72
63,L,06m 55s,65.7,      525,173,  3.85
64,M,07m 00s,65.7,      525,181,  4.02
65,N,07m 05s,65.7,      525,179,  3.96
66,O,07m 10s,65.7,      525,176,  3.67
67,P,07m 15s,65.7,      525,178,  4.05
68,Q,07m 20s,65.8,      525,176,  4.67
69,R,07m 25s,65.6,      525,165,  3.93
70,S,07m 30s,65.6,      525,170,  4.49
71,T,07m 35s,65.6,      525,187,  4.92
72,U,07m 40s,65.6,      525,194,  5.01
73,V,07m 45s,65.6,      525,194,  4.90
74,W,07m 50s,65.6,      525,190,  4.56
75,X,07m 55s,65.5,      525,193,  4.81
76,Y,08m 00s,65.6,      525,192,  4.94
77,Z,08m 05s,65.6,      524,190,  4.21
78,a,08m 10s,65.5,      525,197,  4.37
79,b,08m 15s,65.6,      525,195,  3.79
80,c,08m 20s,65.6,      525,186,  3.61
81,d,08m 25s,65.6,      525,192,  3.91
82,e,08m 30s,65.7,      525,191,  4.72
83,f,08m 35s,65.7,      525,171,  4.95
84,g,08m 40s,65.5,      525,177,  4.40
85,h,08m 45s,65.7,      525,173,  4.17
86,i,08m 50s,65.7,      525,183,  4.35
87,j,08m 55s,65.6,      525,181,  3.70
88,k,09m 55s,65.7,      593,182,  4.21
89,l,10m 00s,65.7,      593,188,  4.21
90,m,10m 25s,65.7,      621,158,  3.58
91,n,10m 55s,65.7,      653,188,  4.24
92,o,11m 00s,65.7,      653,179,  4.12
93,p,11m 20s,65.7,      646,178,  4.44
94,q,11m 25s,65.6,      646,173,  4.16
95,r,11m 30s,65.6,      645,174,  3.83
96,s,11m 35s,65.6,      645,159,  3.61
97,t,11m 40s,65.6,      645,157,  3.11
98,u,11m 45s,65.6,      645,157,  2.87
99,v,11m 50s,65.6,      645,167,  3.17
