,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 20s,39.5,      3,98,  3.87
1,B,00m 25s,54.2,      3,83,  2.71
2,C,00m 30s,68.2,      2,93,  2.68
3,D,00m 40s,83.9,      9,108,  3.00
4,E,01m 00s,74.4,      71,105,  2.84
5,F,01m 35s,74.5,      191,85,  3.42
6,G,01m 40s,74.4,      191,86,  3.55
7,H,01m 45s,74.4,      191,95,  3.11
8,I,01m 50s,74.3,      191,85,  2.78
9,J,01m 55s,74.3,      191,76,  3.16
10,K,02m 00s,74.4,      191,86,  3.77
11,L,02m 05s,74.4,      191,80,  3.67
12,M,02m 10s,74.4,      191,82,  3.34
13,N,02m 15s,74.4,      191,79,  3.12
14,O,02m 20s,74.4,      192,93,  3.53
15,P,02m 25s,74.5,      192,95,  3.74
16,Q,02m 30s,74.4,      192,106,  3.96
17,R,02m 35s,74.4,      192,96,  3.57
18,S,02m 40s,74.5,      192,96,  3.55
19,T,02m 45s,74.4,      192,99,  3.35
20,U,02m 50s,74.5,      192,101,  4.07
21,V,02m 55s,74.3,      192,94,  3.43
22,W,03m 00s,74.3,      192,106,  4.09
23,X,03m 05s,74.4,      192,73,  3.26
24,Y,03m 10s,74.3,      192,108,  2.81
25,Z,03m 15s,74.3,      192,118,  3.13
26,a,03m 20s,74.2,      192,121,  3.54
27,b,03m 25s,74.4,      192,110,  4.23
28,c,03m 30s,74.3,      192,109,  4.04
29,d,03m 35s,74.6,      192,68,  5.46
30,e,03m 40s,74.5,      192,61,  5.32
31,f,03m 45s,74.2,      192,59,  4.03
32,g,03m 50s,74.3,      192,46,  4.27
33,h,03m 55s,74.3,      192,24,  4.01
34,i,04m 00s,74.4,      192,36,  4.46
35,j,04m 05s,74.4,      192,76,  3.65
36,k,04m 10s,74.3,      192,59,  3.37
37,l,04m 15s,74.3,      192,58,  2.97
38,m,04m 20s,74.4,      192,59,  3.06
39,n,04m 25s,74.3,      192,63,  3.65
40,o,04m 30s,74.4,      192,56,  3.91
41,p,04m 35s,74.3,      192,63,  4.24
42,q,04m 40s,74.4,      192,69,  3.59
43,r,04m 45s,74.4,      192,66,  4.46
44,s,04m 50s,74.3,      192,60,  3.81
45,t,04m 55s,74.3,      192,63,  3.46
46,u,05m 00s,74.4,      192,54,  3.63
47,v,05m 15s,74.4,      189,65,  3.91
48,w,05m 20s,74.3,      189,65,  3.72
49,x,05m 25s,74.4,      188,64,  3.96
50,y,05m 30s,74.4,      189,64,  4.35
51,z,05m 35s,74.4,      189,65,  4.61
52,A,05m 40s,74.3,      188,68,  4.19
53,B,05m 45s,74.3,      188,78,  3.73
54,C,05m 50s,74.3,      189,83,  3.96
55,D,05m 55s,74.3,      188,63,  4.07
56,E,06m 00s,74.3,      189,79,  3.73
57,F,06m 05s,74.4,      189,86,  3.77
58,G,06m 10s,74.4,      189,93,  4.30
59,H,06m 15s,74.4,      189,93,  4.09
60,I,06m 20s,74.4,      189,88,  3.31
61,J,06m 25s,74.4,      189,84,  3.80
62,K,06m 30s,74.4,      189,98,  3.93
63,L,06m 35s,74.4,      189,96,  3.21
64,M,06m 40s,74.4,      189,101,  3.41
65,N,06m 45s,74.4,      189,92,  4.47
66,O,06m 50s,74.4,      189,80,  4.35
67,P,06m 55s,74.4,      188,75,  4.49
68,Q,07m 00s,74.4,      188,94,  4.46
69,R,07m 05s,74.4,      188,87,  4.11
70,S,07m 10s,74.4,      189,77,  4.02
71,T,07m 20s,74.4,      184,90,  3.55
72,U,07m 25s,74.3,      184,90,  3.61
73,V,07m 30s,74.4,      184,80,  3.89
74,W,07m 35s,74.4,      184,81,  3.97
75,X,07m 40s,74.4,      184,86,  4.05
76,Y,07m 45s,74.4,      184,100,  4.09
77,Z,07m 50s,74.4,      184,103,  4.85
78,a,07m 55s,74.4,      184,101,  4.26
79,b,08m 00s,74.3,      184,98,  3.72
80,c,08m 10s,74.4,      179,105,  4.30
81,d,08m 15s,75.2,      179,104,  3.79
82,e,08m 20s,75.2,      179,90,  4.13
83,f,08m 25s,75.1,      179,92,  4.37
84,g,08m 30s,75.1,      179,88,  4.30
85,h,08m 35s,75.2,      179,84,  5.12
86,i,08m 40s,75.1,      179,78,  4.61
87,j,08m 45s,75.1,      179,82,  3.94
88,k,08m 50s,75.1,      179,86,  4.28
89,l,08m 55s,75.1,      179,95,  4.24
90,m,09m 00s,75.1,      179,84,  4.06
91,n,09m 10s,75.2,      172,76,  2.84
92,o,09m 15s,75.1,      172,51,  3.27
93,p,09m 20s,75.1,      172,50,  2.65
94,q,09m 25s,75.2,      172,51,  2.89
95,r,09m 30s,75.2,      172,56,  3.94
96,s,09m 35s,75.2,      172,78,  2.72
97,t,09m 40s,75.2,      172,55,  2.41
98,u,09m 45s,75.3,      172,47,  3.18
99,v,09m 50s,75.3,      172,35,  3.28
100,w,09m 55s,75.2,      172,23,  4.18
101,x,10m 00s,75.2,      172,28,  4.24
102,y,10m 05s,75.1,      172,26,  4.08
103,z,10m 10s,75.2,      172,19,  4.53
104,A,10m 15s,75.1,      172,21,  4.04
105,B,10m 20s,75.2,      172,19,  4.02
106,C,10m 25s,75.2,      172,22,  3.20
107,D,10m 30s,75.1,      172,20,  3.21
108,E,10m 35s,75.2,      172,22,  3.99
109,F,11m 00s,75.1,      155,22,  2.59
110,G,11m 05s,75.1,      155,46,  2.66
111,H,11m 15s,75.2,      155,43,  4.23
112,I,11m 20s,75.2,      154,49,  3.45
113,J,11m 25s,75.2,      154,32,  4.24
114,K,11m 30s,75.2,      154,33,  3.57
115,L,11m 35s,75.2,      155,36,  3.26
116,M,11m 40s,75.2,      155,48,  3.93
117,N,11m 45s,75.1,      155,47,  3.06
