,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,27.4,      0,13,  0.68
1,B,00m 20s,47.5,      1,16,  1.73
2,C,00m 25s,71.9,      1,23,  1.46
3,D,00m 30s,76.1,      1,50,  1.47
4,E,00m 35s,76.1,      1,40,  1.88
5,F,01m 00s,76.0,      1,38,  2.89
6,G,01m 05s,75.9,      1,100,  2.14
7,H,01m 10s,75.8,      1,77,  2.54
8,I,01m 15s,75.9,      1,73,  1.74
9,J,01m 20s,75.9,      2,77,  2.01
10,K,01m 50s,76.0,      21,47,  2.08
11,L,01m 55s,76.1,      21,84,  1.74
12,M,02m 00s,76.0,      21,63,  1.90
13,N,02m 15s,76.2,      21,57,  2.67
14,O,02m 30s,76.2,      25,35,  1.32
15,P,02m 35s,76.1,      25,31,  1.63
16,Q,02m 45s,76.0,      47,40,  0.59
17,R,02m 50s,76.0,      72,148,  0.97
18,S,02m 55s,76.1,      102,168,  0.67
19,T,03m 00s,76.2,      140,165,  1.05
20,U,03m 15s,76.2,      179,355,  0.84
21,V,04m 15s,75.6,      279,17,  0.63
22,W,04m 25s,75.6,      278,31,  1.13
23,X,04m 30s,75.6,      278,31,  0.58
24,Y,04m 35s,75.6,      278,220,  0.53
25,Z,04m 45s,75.6,      277,43,  0.97
26,a,04m 50s,75.5,      277,214,  0.32
27,b,04m 55s,75.5,      277,290,  0.38
28,c,05m 00s,75.6,      277,263,  0.66
29,d,05m 05s,75.6,      277,262,  1.00
30,e,05m 25s,75.6,      276,34,  1.01
31,f,05m 30s,75.5,      276,145,  0.27
32,g,05m 35s,75.6,      276,221,  0.69
33,h,05m 40s,75.6,      276,215,  0.54
34,i,05m 45s,75.7,      276,209,  1.14
35,j,05m 50s,75.7,      276,243,  0.27
36,k,05m 55s,75.7,      276,16,  0.40
37,l,06m 00s,75.7,      276,165,  0.30
38,m,06m 05s,75.7,      276,22,  1.11
39,n,06m 10s,75.7,      276,5,  0.90
40,o,06m 15s,75.6,      276,28,  0.73
41,p,06m 20s,75.6,      276,300,  0.45
42,q,06m 25s,75.7,      276,218,  0.80
43,r,06m 30s,75.6,      276,326,  0.34
44,s,06m 35s,75.6,      276,211,  1.38
45,t,06m 40s,75.6,      276,224,  0.70
46,u,06m 45s,75.6,      276,259,  0.61
47,v,06m 50s,75.6,      276,247,  1.26
48,w,07m 15s,75.6,      287,223,  1.02
49,x,07m 20s,75.6,      287,213,  0.86
50,y,07m 25s,75.6,      287,213,  0.83
51,z,08m 15s,75.6,      294,96,  0.23
52,A,08m 25s,75.6,      295,207,  1.63
53,B,08m 40s,75.6,      296,294,  1.26
54,C,08m 55s,75.7,      296,236,  0.93
55,D,09m 00s,75.6,      297,250,  0.54
56,E,09m 05s,75.6,      297,191,  0.82
57,F,09m 10s,75.6,      297,208,  0.78
58,G,09m 15s,75.5,      298,270,  1.39
59,H,09m 20s,75.6,      298,290,  2.00
60,I,09m 30s,75.6,      300,221,  0.92
61,J,09m 35s,75.5,      300,224,  1.46
62,K,09m 40s,75.6,      300,244,  2.97
63,L,09m 50s,75.7,      301,234,  2.11
64,M,09m 55s,75.6,      301,244,  0.65
65,N,10m 00s,75.7,      301,234,  1.14
66,O,10m 05s,75.6,      301,280,  1.09
67,P,10m 15s,75.7,      302,189,  0.42
68,Q,10m 20s,75.6,      304,77,  2.32
69,R,10m 25s,75.5,      306,194,  0.55
70,S,10m 30s,75.5,      306,73,  0.37
71,T,10m 35s,75.6,      306,16,  0.24
72,U,10m 40s,75.6,      306,116,  0.33
73,V,10m 45s,75.5,      306,270,  0.30
74,W,10m 50s,75.6,      306,17,  0.91
75,X,10m 55s,75.6,      306,336,  0.46
76,Y,11m 00s,75.5,      306,3,  0.61
77,Z,11m 05s,75.6,      306,319,  0.26
78,a,11m 10s,75.7,      306,326,  0.50
79,b,11m 15s,75.6,      306,312,  0.19
80,c,11m 20s,75.6,      306,350,  0.72
81,d,11m 25s,75.6,      306,359,  0.66
82,e,11m 30s,75.6,      308,45,  1.63
83,f,11m 35s,75.7,      309,274,  0.76
84,g,11m 40s,75.6,      309,21,  0.27
85,h,11m 45s,75.6,      309,95,  0.28
86,i,11m 50s,75.6,      309,217,  0.15
87,j,11m 55s,75.6,      309,252,  0.31
88,k,12m 00s,75.6,      309,122,  0.46
89,l,12m 05s,75.7,      309,142,  1.06
90,m,12m 10s,75.6,      309,154,  0.89
91,n,12m 15s,75.6,      309,217,  0.32
92,o,12m 20s,75.6,      309,242,  0.86
93,p,12m 25s,75.5,      309,218,  1.40
94,q,12m 30s,75.5,      309,219,  0.92
