,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 20s,27.3,      1,41,  6.78
1,B,00m 25s,53.3,      1,50,  7.26
2,C,00m 30s,78.3,      1,49,  7.53
3,D,01m 05s,84.7,      133,42,  8.53
4,E,01m 10s,84.7,      163,40,  8.27
5,F,01m 15s,84.7,      195,46,  6.73
6,G,02m 05s,84.6,      280,40,  6.73
7,H,02m 10s,84.7,      280,41,  6.48
8,I,02m 30s,84.7,      290,50,  6.91
9,J,02m 35s,84.7,      290,50,  6.87
10,K,02m 40s,84.6,      290,53,  6.62
11,L,02m 45s,84.6,      290,52,  6.33
12,M,02m 50s,84.6,      290,52,  6.16
13,N,02m 55s,84.6,      290,50,  5.80
14,O,03m 00s,84.6,      290,47,  5.42
15,P,03m 05s,84.6,      290,50,  5.63
16,Q,03m 10s,84.6,      290,42,  5.64
17,R,03m 15s,84.6,      290,45,  5.64
18,S,03m 20s,84.6,      290,44,  5.45
19,T,03m 25s,84.6,      290,38,  5.45
20,U,03m 30s,84.6,      290,45,  5.75
21,V,03m 35s,84.6,      290,39,  5.76
22,W,03m 40s,84.5,      290,43,  5.19
23,X,03m 45s,84.6,      294,30,  6.32
24,Y,03m 50s,84.6,      295,34,  6.20
25,Z,03m 55s,84.6,      298,30,  5.02
26,a,04m 05s,84.9,      302,44,  6.26
27,b,04m 10s,85.2,      302,41,  6.09
28,c,04m 20s,85.2,      304,59,  6.45
29,d,04m 25s,85.1,      304,52,  5.31
30,e,04m 30s,85.1,      304,59,  5.66
31,f,04m 35s,85.2,      304,59,  6.76
32,g,04m 40s,85.2,      304,48,  5.98
33,h,04m 45s,85.1,      303,54,  5.31
34,i,04m 50s,85.1,      303,47,  5.60
35,j,04m 55s,85.1,      303,54,  5.78
36,k,05m 00s,85.1,      303,59,  5.09
37,l,05m 05s,85.1,      303,54,  5.00
38,m,05m 10s,85.2,      303,46,  5.47
39,n,05m 20s,85.3,      304,50,  5.64
40,o,05m 25s,85.1,      303,65,  5.65
41,p,05m 30s,85.0,      303,70,  4.73
42,q,05m 35s,85.2,      303,70,  5.60
43,r,05m 40s,85.1,      303,71,  5.01
44,s,05m 45s,85.1,      303,69,  4.55
45,t,05m 50s,85.2,      303,58,  4.55
46,u,06m 05s,85.1,      298,32,  5.66
47,v,06m 10s,85.1,      298,25,  6.33
48,w,06m 15s,85.2,      297,33,  6.24
49,x,06m 45s,85.1,      256,39,  6.58
50,y,06m 50s,85.2,      256,48,  6.49
51,z,06m 55s,85.2,      256,52,  6.90
52,A,07m 00s,85.1,      256,38,  7.12
53,B,07m 05s,85.2,      255,47,  6.19
54,C,07m 10s,85.1,      256,46,  6.46
55,D,07m 25s,84.6,      256,52,  6.19
56,E,07m 30s,84.7,      256,56,  7.23
57,F,07m 35s,84.7,      256,51,  7.03
58,G,07m 40s,84.8,      256,38,  6.55
59,H,07m 45s,84.7,      256,35,  8.52
60,I,07m 50s,84.6,      256,41,  7.60
61,J,08m 00s,84.5,      245,41,  4.74
62,K,08m 15s,84.5,      238,47,  6.47
63,L,08m 20s,84.7,      238,43,  6.11
64,M,08m 35s,84.7,      228,44,  6.12
65,N,08m 40s,84.6,      228,44,  5.85
66,O,08m 45s,84.7,      228,45,  5.57
67,P,09m 00s,84.8,      227,35,  4.79
68,Q,09m 05s,84.9,      227,31,  5.51
69,R,09m 10s,84.9,      227,32,  5.64
70,S,09m 15s,84.9,      227,38,  5.43
71,T,09m 20s,84.9,      227,40,  5.37
72,U,09m 25s,84.8,      227,43,  5.50
73,V,09m 30s,84.8,      227,43,  5.73
74,W,09m 35s,84.8,      227,41,  5.59
75,X,09m 40s,84.8,      227,41,  5.62
76,Y,09m 45s,84.8,      227,45,  5.77
77,Z,09m 50s,84.8,      227,47,  5.55
78,a,09m 55s,84.8,      227,50,  5.56
79,b,10m 00s,84.8,      227,46,  5.46
80,c,10m 05s,84.7,      227,52,  4.82
81,d,10m 10s,84.7,      227,55,  5.01
82,e,10m 25s,84.7,      213,58,  6.72
83,f,10m 30s,84.7,      213,55,  6.34
84,g,10m 35s,84.7,      213,55,  5.53
85,h,10m 40s,84.7,      213,52,  5.78
86,i,10m 55s,84.7,      208,53,  5.59
87,j,11m 00s,84.7,      208,59,  6.19
88,k,11m 05s,84.7,      208,58,  6.73
89,l,11m 10s,84.7,      208,60,  6.12
90,m,11m 15s,84.7,      208,57,  5.59
91,n,11m 20s,84.7,      208,56,  5.89
92,o,11m 25s,84.7,      208,54,  5.50
93,p,11m 30s,84.8,      208,52,  5.67
94,q,11m 35s,84.7,      208,54,  5.39
95,r,11m 40s,84.8,      208,46,  5.57
96,s,12m 00s,84.7,      209,53,  4.52
97,t,12m 05s,84.8,      210,55,  5.20
98,u,12m 15s,84.8,      217,55,  6.26
99,v,12m 20s,84.6,      217,54,  4.60
100,w,12m 25s,84.6,      217,64,  5.08
101,x,12m 30s,84.7,      217,63,  4.07
102,y,12m 35s,84.8,      217,59,  5.56
103,z,12m 40s,84.8,      217,50,  4.34
104,A,12m 45s,84.6,      217,45,  4.70
105,B,13m 00s,84.8,      215,31,  5.67
106,C,13m 05s,84.7,      215,23,  5.20
107,D,13m 10s,84.6,      215,31,  4.33
108,E,13m 15s,84.6,      215,37,  3.88
109,F,13m 20s,84.7,      215,53,  3.46
110,G,13m 25s,84.9,      215,52,  5.98
111,H,13m 30s,84.7,      215,54,  4.63
112,I,13m 45s,84.7,      209,46,  3.84
113,J,13m 50s,84.7,      209,49,  3.89
114,K,13m 55s,84.8,      209,47,  4.04
115,L,14m 00s,85.1,      209,35,  4.87
116,M,14m 05s,85.1,      209,41,  3.52
117,N,14m 10s,84.9,      209,34,  2.80
118,O,14m 15s,85.0,      209,13,  3.27
119,P,14m 20s,85.2,      209,36,  4.97
120,Q,14m 25s,85.1,      209,36,  4.23
121,R,14m 35s,85.3,      209,42,  6.66
122,S,14m 40s,85.1,      209,42,  5.48
123,T,14m 45s,85.0,      209,36,  4.50
124,U,14m 50s,85.2,      209,32,  6.40
125,V,14m 55s,85.1,      209,36,  5.66
126,W,15m 00s,84.9,      209,33,  4.22
127,X,15m 10s,85.2,      206,35,  7.04
128,Y,15m 15s,85.2,      206,38,  7.04
129,Z,15m 20s,85.2,      206,38,  7.59
130,a,15m 25s,85.0,      206,35,  6.95
131,b,15m 30s,85.0,      205,43,  6.81
132,c,15m 40s,85.1,      203,38,  6.68
133,d,15m 45s,85.1,      203,38,  6.98
134,e,15m 50s,85.1,      203,38,  6.63
135,f,15m 55s,85.0,      203,37,  6.87
136,g,16m 00s,85.0,      203,33,  6.77
137,h,16m 05s,85.0,      203,32,  6.50
138,i,16m 25s,84.9,      195,39,  6.31
139,j,16m 40s,85.1,      195,41,  6.88
140,k,16m 45s,85.1,      195,42,  6.64
141,l,17m 05s,85.1,      201,45,  5.90
142,m,17m 15s,85.0,      202,42,  6.01
143,n,17m 20s,85.0,      202,44,  5.07
144,o,17m 25s,85.2,      202,35,  5.79
145,p,17m 35s,85.1,      202,40,  5.97
146,q,17m 40s,85.0,      202,45,  5.82
147,r,17m 45s,85.1,      202,45,  5.22
148,s,17m 50s,85.0,      202,45,  4.83
149,t,17m 55s,85.0,      202,41,  4.68
150,u,18m 05s,85.1,      202,31,  4.33
