,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 25s,84.7,      1,62,  8.18
1,B,00m 30s,84.8,      1,68,  8.64
2,C,00m 40s,84.7,      52,64,  6.30
3,D,01m 40s,85.0,      281,59,  5.59
4,E,02m 15s,85.3,      235,44,  8.37
5,F,02m 20s,85.2,      234,43,  6.37
6,G,02m 30s,85.1,      230,59,  6.38
7,H,02m 45s,85.2,      230,54,  5.96
8,I,02m 50s,85.2,      230,46,  6.05
9,J,02m 55s,85.2,      230,48,  7.10
10,K,03m 15s,85.1,      237,48,  5.78
11,L,03m 20s,85.0,      236,38,  5.22
12,M,03m 35s,85.1,      233,40,  5.70
13,N,03m 40s,85.1,      234,26,  5.56
14,O,03m 45s,85.3,      233,27,  5.68
15,P,03m 50s,85.2,      233,35,  6.71
16,Q,03m 55s,85.1,      233,38,  6.47
17,R,04m 00s,85.2,      233,44,  6.85
18,S,04m 10s,85.1,      234,29,  6.33
19,T,04m 15s,85.2,      234,29,  5.94
20,U,04m 20s,85.1,      234,29,  6.10
21,V,04m 25s,85.1,      234,26,  6.29
22,W,04m 35s,85.1,      234,25,  6.49
23,X,04m 40s,85.0,      234,26,  6.68
24,Y,04m 45s,85.1,      234,30,  6.41
25,Z,04m 50s,85.1,      234,27,  6.79
26,a,04m 55s,85.2,      234,25,  7.02
27,b,05m 00s,85.1,      234,35,  7.17
28,c,05m 05s,85.1,      234,34,  6.61
29,d,05m 10s,85.2,      234,22,  7.53
30,e,05m 15s,85.2,      234,21,  6.61
31,f,05m 20s,85.2,      234,20,  6.92
32,g,05m 30s,85.1,      235,25,  7.32
33,h,05m 35s,85.2,      235,39,  7.63
34,i,05m 40s,85.2,      236,30,  9.38
35,j,05m 45s,85.2,      236,26,  8.94
36,k,06m 05s,75.4,      237,33,  7.77
37,l,06m 15s,75.4,      237,30,  9.06
38,m,06m 20s,75.4,      237,32,  8.90
39,n,06m 25s,75.4,      237,32,  8.63
40,o,06m 30s,75.4,      237,30,  8.52
41,p,06m 35s,75.4,      237,27,  8.73
42,q,06m 40s,75.4,      237,28,  8.69
43,r,06m 45s,75.4,      237,31,  8.76
44,s,06m 50s,75.4,      237,34,  8.25
