,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,28.5,      1,5,  3.21
1,B,00m 15s,54.2,      1,3,  3.55
2,C,00m 20s,74.0,      0,9,  3.43
3,D,00m 25s,74.4,      0,11,  3.85
4,E,00m 30s,74.4,      0,8,  3.50
5,F,00m 35s,74.8,      1,8,  3.44
6,G,00m 45s,75.9,      2,351,  3.29
7,H,00m 55s,75.8,      93,27,  1.20
8,I,01m 00s,75.7,      156,8,  1.28
9,J,01m 05s,75.7,      219,354,  1.78
10,K,01m 10s,75.7,      282,13,  1.20
11,L,01m 15s,75.6,      346,5,  0.67
12,M,01m 20s,75.8,      410,50,  0.41
13,N,01m 25s,75.9,      473,30,  1.08
14,O,01m 30s,75.8,      537,62,  0.54
15,P,01m 45s,75.7,      608,356,  1.58
16,Q,02m 15s,75.9,      700,67,  4.07
17,R,02m 20s,75.9,      700,73,  4.29
18,S,02m 25s,75.9,      700,61,  4.33
19,T,02m 30s,75.9,      701,62,  4.06
20,U,02m 35s,75.9,      701,63,  4.34
21,V,02m 40s,75.8,      701,67,  3.92
22,W,02m 45s,75.8,      701,80,  4.30
23,X,02m 50s,75.8,      701,85,  4.06
24,Y,02m 55s,75.8,      701,79,  3.74
25,Z,03m 00s,75.8,      701,82,  4.32
26,a,03m 05s,75.8,      701,79,  3.87
27,b,03m 10s,75.9,      701,55,  4.07
28,c,03m 15s,75.9,      701,53,  5.06
29,d,03m 20s,75.8,      701,53,  4.58
30,e,03m 25s,75.7,      701,67,  4.14
31,f,03m 30s,75.7,      701,64,  4.12
32,g,03m 35s,75.8,      701,54,  3.65
33,h,03m 50s,75.8,      703,71,  4.54
34,i,03m 55s,75.9,      703,67,  3.83
35,j,04m 00s,75.9,      703,64,  3.84
36,k,04m 05s,75.9,      703,66,  4.01
37,l,04m 10s,75.9,      703,68,  3.53
38,m,04m 15s,76.0,      705,69,  4.64
39,n,04m 20s,75.9,      705,74,  3.33
40,o,04m 25s,75.9,      705,72,  3.08
41,p,04m 30s,76.0,      705,72,  3.42
42,q,04m 35s,75.9,      705,68,  3.16
43,r,04m 40s,75.9,      705,64,  3.21
44,s,04m 50s,75.8,      707,53,  2.77
45,t,04m 55s,75.8,      707,50,  2.68
46,u,05m 00s,75.8,      707,57,  2.79
47,v,05m 10s,75.9,      707,50,  3.45
48,w,05m 20s,75.9,      708,63,  3.17
49,x,05m 25s,75.8,      708,53,  2.94
50,y,05m 30s,75.8,      709,45,  2.89
51,z,05m 35s,75.8,      708,39,  2.58
52,A,05m 40s,75.8,      711,36,  3.69
53,B,05m 45s,75.9,      712,55,  1.92
54,C,05m 50s,75.8,      712,83,  3.78
55,D,05m 55s,75.8,      712,33,  2.39
56,E,06m 00s,75.8,      712,31,  2.08
57,F,06m 05s,75.8,      712,36,  2.02
58,G,06m 10s,75.8,      712,43,  2.30
59,H,06m 40s,75.8,      719,60,  2.54
60,I,06m 45s,75.8,      719,64,  2.55
61,J,06m 50s,75.8,      719,61,  2.70
62,K,06m 55s,75.8,      719,51,  2.05
63,L,07m 00s,75.8,      719,57,  1.81
64,M,07m 05s,75.8,      719,67,  2.95
65,N,07m 10s,75.8,      719,75,  3.58
66,O,07m 15s,75.9,      719,65,  2.98
67,P,07m 20s,75.8,      719,64,  2.94
68,Q,07m 30s,75.8,      719,333,  1.28
69,R,07m 40s,75.8,      722,345,  1.69
70,S,07m 45s,75.8,      722,344,  1.60
71,T,07m 50s,75.8,      722,318,  1.73
72,U,08m 15s,75.8,      734,345,  1.52
73,V,08m 20s,75.8,      734,337,  1.62
74,W,08m 50s,75.8,      710,77,  3.77
75,X,08m 55s,75.8,      710,83,  4.15
76,Y,09m 00s,75.8,      710,86,  4.16
77,Z,09m 05s,75.8,      710,85,  4.14
78,a,09m 10s,75.9,      710,89,  3.79
79,b,09m 15s,75.9,      710,86,  3.99
80,c,09m 20s,75.9,      710,83,  3.92
81,d,09m 25s,75.8,      710,74,  3.76
82,e,09m 30s,75.8,      710,81,  3.66
83,f,09m 35s,75.8,      710,76,  3.33
84,g,09m 50s,75.8,      737,85,  4.36
85,h,09m 55s,75.8,      745,83,  3.42
86,i,10m 35s,75.9,      820,86,  3.06
87,j,10m 40s,75.7,      818,84,  2.71
88,k,10m 45s,75.7,      818,88,  3.90
89,l,10m 55s,75.7,      819,92,  3.89
90,m,11m 00s,75.8,      819,87,  3.68
91,n,11m 05s,75.8,      819,86,  3.76
92,o,11m 15s,75.8,      820,83,  3.37
93,p,11m 20s,75.8,      820,89,  3.89
94,q,11m 25s,75.8,      820,88,  3.66
95,r,11m 30s,75.8,      820,89,  3.62
96,s,11m 50s,75.8,      820,83,  3.65
97,t,11m 55s,75.9,      820,84,  3.51
98,u,12m 00s,75.8,      819,76,  2.38
99,v,12m 05s,75.8,      818,72,  3.53
100,w,12m 15s,75.8,      818,86,  3.55
101,x,12m 30s,75.8,      819,84,  3.93
102,y,12m 35s,75.8,      819,87,  4.10
103,z,12m 40s,75.8,      819,81,  3.81
104,A,12m 45s,75.8,      819,74,  3.18
105,B,12m 50s,75.8,      820,62,  2.55
106,C,12m 55s,75.8,      821,87,  4.09
107,D,13m 00s,75.8,      821,81,  3.06
108,E,13m 05s,75.8,      821,73,  2.69
109,F,13m 10s,75.8,      821,81,  2.98
110,G,13m 15s,75.7,      821,81,  2.76
111,H,13m 20s,75.8,      821,77,  2.63
112,I,13m 25s,75.8,      821,80,  2.66
113,J,13m 30s,75.8,      821,81,  2.68
114,K,13m 35s,75.8,      821,77,  2.70
115,L,13m 40s,75.8,      821,74,  2.63
116,M,13m 45s,75.8,      821,76,  3.10
117,N,13m 50s,75.8,      821,75,  3.34
118,O,13m 55s,75.8,      821,76,  3.33
119,P,14m 00s,75.8,      821,79,  3.43
120,Q,14m 05s,75.9,      821,70,  3.28
121,R,14m 10s,75.9,      821,76,  3.89
122,S,14m 15s,75.9,      821,78,  3.58
123,T,14m 20s,75.9,      821,83,  3.78
124,U,14m 25s,75.8,      821,72,  3.09
125,V,14m 35s,75.8,      821,78,  3.18
126,W,14m 50s,75.9,      728,107,  2.24
127,X,14m 55s,75.8,      677,39,  2.00
128,Y,15m 00s,75.7,      626,34,  1.85
129,Z,15m 05s,75.8,      576,52,  2.22
130,a,15m 10s,75.8,      525,69,  1.64
131,b,15m 15s,75.8,      476,48,  1.24
132,c,15m 20s,75.9,      427,51,  0.64
133,d,15m 25s,75.9,      376,57,  1.45
134,e,15m 30s,75.8,      326,35,  1.39
135,f,15m 35s,75.9,      276,43,  0.59
136,g,15m 40s,75.8,      227,27,  0.51
137,h,15m 45s,75.8,      175,43,  1.05
138,i,15m 50s,75.8,      127,64,  0.41
139,j,15m 55s,75.7,      78,27,  2.47
140,k,16m 15s,75.8,      1,114,  2.35
141,l,17m 05s,4.1,      1,2,  3.29
