,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 25s,60.9,      1,206,  0.96
1,B,00m 30s,85.7,      2,125,  1.19
2,C,00m 35s,89.4,      2,85,  3.80
3,D,00m 40s,89.3,      2,103,  2.93
4,E,01m 00s,89.5,      87,90,  3.26
5,F,01m 10s,89.2,      127,46,  3.74
6,G,01m 15s,89.3,      127,39,  3.69
7,H,01m 20s,89.3,      126,38,  3.77
8,I,01m 30s,89.3,      167,64,  3.19
9,J,01m 35s,89.4,      193,56,  3.84
10,K,01m 50s,89.3,      177,26,  3.14
11,L,02m 00s,89.3,      144,26,  3.30
12,M,02m 10s,89.2,      164,58,  2.34
13,N,02m 20s,89.3,      194,41,  2.73
14,O,02m 25s,89.3,      220,31,  3.35
15,P,02m 30s,89.3,      250,49,  2.81
16,Q,02m 55s,89.2,      331,64,  1.56
17,R,03m 00s,89.2,      331,45,  1.36
18,S,03m 05s,89.2,      331,36,  1.68
19,T,03m 10s,89.3,      331,55,  2.09
20,U,03m 45s,89.3,      348,46,  2.94
21,V,03m 50s,89.3,      348,41,  2.58
22,W,04m 05s,89.3,      366,76,  3.02
23,X,04m 10s,89.3,      366,71,  2.80
24,Y,04m 15s,89.3,      366,51,  2.59
25,Z,04m 20s,89.3,      366,43,  2.64
26,a,04m 25s,89.2,      366,48,  2.34
27,b,04m 30s,89.2,      366,37,  1.91
28,c,04m 35s,89.4,      366,45,  2.26
29,d,04m 55s,89.4,      392,87,  3.35
30,e,05m 00s,89.3,      392,53,  3.34
31,f,05m 05s,89.3,      392,68,  3.05
32,g,05m 10s,89.3,      392,62,  3.49
33,h,05m 15s,89.3,      392,59,  4.48
34,i,05m 20s,89.3,      392,60,  3.63
35,j,05m 35s,89.3,      409,102,  3.08
36,k,05m 40s,89.2,      409,105,  2.78
37,l,05m 45s,89.4,      409,109,  3.07
38,m,05m 50s,89.3,      409,96,  2.93
39,n,05m 55s,89.3,      409,89,  2.98
40,o,06m 00s,89.3,      409,73,  3.58
41,p,06m 05s,89.3,      409,64,  3.49
42,q,06m 10s,89.3,      409,73,  3.78
43,r,06m 15s,89.3,      409,66,  3.83
44,s,06m 20s,89.4,      409,62,  3.25
45,t,06m 25s,89.3,      409,84,  3.80
46,u,06m 40s,89.3,      399,90,  3.56
