,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,14.5,      6,36,  5.28
1,B,00m 20s,25.9,      6,45,  6.44
2,C,00m 25s,36.7,      5,50,  6.83
3,D,00m 40s,40.7,      59,45,  8.31
4,E,00m 45s,40.8,      88,49,  8.80
5,F,00m 50s,40.7,      115,49,  7.03
6,G,00m 55s,40.6,      141,46,  5.79
7,H,01m 05s,40.9,      186,56,  4.76
8,I,01m 10s,41.0,      208,63,  6.32
9,J,01m 15s,40.9,      231,66,  6.68
10,K,01m 20s,40.9,      253,65,  6.61
11,L,01m 25s,40.8,      276,71,  6.08
12,M,01m 30s,40.8,      299,65,  6.68
13,N,01m 40s,40.7,      308,62,  7.38
14,O,01m 45s,40.7,      309,58,  6.73
15,P,01m 50s,40.7,      309,50,  6.72
16,Q,01m 55s,40.7,      309,55,  7.04
17,R,02m 00s,40.7,      309,51,  7.04
18,S,02m 05s,40.7,      309,52,  7.29
19,T,02m 10s,40.7,      309,50,  7.10
20,U,02m 15s,40.6,      309,51,  6.68
21,V,02m 20s,40.7,      309,45,  7.43
22,W,02m 25s,40.7,      309,40,  7.49
23,X,02m 30s,40.7,      309,42,  7.57
24,Y,02m 35s,40.7,      309,39,  6.83
25,Z,02m 40s,40.8,      309,42,  7.45
26,a,02m 45s,40.7,      309,47,  7.04
27,b,02m 50s,40.8,      309,44,  8.51
28,c,02m 55s,40.7,      309,35,  8.16
29,d,03m 00s,40.8,      309,38,  6.94
30,e,03m 05s,40.7,      309,54,  6.57
31,f,03m 10s,40.7,      309,56,  6.46
32,g,03m 15s,40.8,      309,51,  7.73
33,h,03m 20s,40.8,      309,52,  7.57
34,i,03m 25s,40.6,      309,39,  8.40
35,j,03m 30s,40.7,      309,40,  8.30
36,k,03m 35s,40.7,      309,40,  8.29
37,l,03m 40s,40.8,      309,40,  8.15
38,m,03m 45s,40.8,      309,43,  8.88
39,n,03m 50s,40.7,      309,50,  8.07
40,o,03m 55s,40.6,      309,49,  6.92
41,p,04m 00s,40.5,      309,45,  6.69
42,q,04m 05s,40.7,      309,43,  6.00
43,r,04m 10s,40.6,      309,43,  6.25
44,s,04m 15s,40.7,      309,34,  8.36
45,t,04m 20s,40.7,      309,39,  8.00
46,u,04m 25s,40.7,      309,37,  8.35
47,v,04m 30s,40.7,      309,48,  7.86
48,w,04m 35s,40.8,      309,51,  8.58
49,x,04m 40s,40.7,      309,47,  8.83
50,y,04m 45s,40.6,      309,54,  8.20
51,z,04m 50s,40.7,      309,56,  8.00
52,A,04m 55s,40.6,      309,52,  7.70
53,B,05m 00s,40.7,      309,57,  8.53
54,C,05m 05s,40.6,      309,51,  9.22
55,D,05m 10s,40.6,      309,48,  8.19
56,E,05m 15s,40.7,      309,53,  8.06
57,F,05m 20s,40.7,      309,57,  8.22
58,G,05m 25s,40.7,      309,57,  8.18
59,H,05m 30s,40.7,      309,50,  8.44
60,I,05m 35s,40.6,      309,50,  8.27
61,J,05m 40s,40.7,      309,48,  8.30
62,K,05m 45s,40.7,      309,48,  8.19
63,L,05m 50s,40.7,      309,47,  8.48
64,M,05m 55s,40.6,      309,49,  8.26
65,N,06m 00s,40.7,      309,49,  8.08
66,O,06m 05s,40.6,      309,51,  7.88
67,P,06m 10s,40.7,      309,44,  7.81
68,Q,06m 15s,40.7,      309,46,  7.90
69,R,06m 20s,40.8,      309,51,  8.26
70,S,06m 25s,40.8,      309,49,  8.87
71,T,06m 30s,40.7,      309,48,  8.63
72,U,06m 35s,40.7,      309,48,  8.65
73,V,06m 40s,40.7,      309,50,  8.34
74,W,06m 50s,40.8,      305,50,  8.13
75,X,07m 05s,40.7,      305,48,  7.02
76,Y,07m 15s,40.6,      304,55,  6.95
77,Z,07m 20s,40.6,      304,54,  7.14
78,a,07m 25s,40.6,      304,36,  7.70
79,b,07m 30s,40.6,      304,33,  7.12
80,c,07m 35s,40.6,      304,31,  6.95
81,d,07m 40s,40.7,      304,38,  6.95
82,e,07m 45s,40.7,      304,23,  8.54
83,f,08m 00s,40.8,      321,39,  6.15
84,g,08m 20s,40.7,      329,38,  8.86
85,h,08m 25s,40.7,      329,55,  8.82
86,i,08m 40s,40.6,      345,49,  7.26
87,j,09m 00s,40.7,      387,65,  6.51
88,k,09m 05s,40.8,      403,62,  6.74
89,l,09m 15s,40.6,      406,56,  8.89
90,m,09m 20s,40.5,      405,61,  7.93
91,n,09m 25s,40.6,      406,58,  8.78
92,o,09m 30s,40.6,      406,58,  7.41
93,p,09m 50s,40.4,      439,54,  6.59
94,q,09m 55s,40.6,      439,57,  6.47
95,r,10m 00s,40.6,      439,53,  7.58
96,s,10m 05s,40.7,      439,50,  7.17
97,t,10m 10s,40.7,      439,50,  7.71
98,u,10m 20s,50.2,      447,55,  8.07
99,v,10m 35s,50.1,      474,36,  8.06
100,w,10m 40s,50.1,      474,42,  7.57
101,x,10m 45s,50.2,      474,42,  7.80
102,y,10m 50s,50.3,      474,43,  8.89
103,z,10m 55s,50.3,      474,54,  8.13
104,A,11m 00s,50.2,      474,63,  7.64
105,B,11m 05s,50.2,      474,59,  7.83
106,C,11m 10s,50.2,      474,59,  7.48
107,D,11m 30s,50.2,      510,58,  7.63
108,E,11m 35s,50.1,      510,55,  6.01
109,F,11m 40s,50.2,      510,53,  7.21
110,G,12m 00s,50.2,      535,54,  7.38
111,H,12m 05s,50.2,      535,58,  7.68
112,I,12m 10s,50.2,      535,48,  8.46
113,J,12m 25s,50.1,      559,32,  7.91
114,K,12m 30s,50.1,      559,37,  7.60
115,L,12m 35s,50.1,      559,35,  7.14
116,M,12m 40s,50.2,      559,36,  6.98
117,N,12m 45s,50.2,      559,35,  6.82
118,O,12m 50s,50.2,      559,20,  7.37
