,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,19.6,      1,255,  4.13
1,B,00m 20s,56.3,      1,243,  6.36
2,C,00m 25s,80.9,      1,247,  6.16
3,D,00m 30s,104.2,      1,244,  7.16
4,E,00m 35s,120.0,      1,248,  6.63
5,F,00m 50s,110.7,      2,239,  6.30
6,G,01m 00s,110.9,      83,285,  8.47
7,H,01m 05s,110.7,      138,282,  6.93
8,I,02m 25s,110.9,      632,257,  5.41
9,J,03m 10s,110.7,      725,301,  4.01
10,K,04m 00s,110.6,      721,286,  4.31
11,L,06m 05s,100.6,      699,277,  5.98
12,M,06m 25s,100.6,      695,282,  6.81
13,N,06m 30s,100.6,      695,280,  6.47
14,O,06m 35s,100.6,      695,277,  6.50
15,P,06m 40s,100.7,      695,276,  6.70
16,Q,06m 45s,100.6,      695,277,  6.68
17,R,06m 50s,100.6,      695,272,  6.17
18,S,06m 55s,100.7,      694,268,  6.42
19,T,07m 05s,100.7,      694,271,  6.77
20,U,07m 20s,100.6,      678,273,  6.82
21,V,07m 25s,100.8,      673,274,  6.52
22,W,07m 35s,100.8,      660,267,  6.91
23,X,08m 10s,100.7,      639,272,  5.46
24,Y,08m 20s,100.6,      644,259,  5.52
25,Z,08m 25s,100.6,      645,264,  5.41
26,a,08m 30s,100.7,      645,260,  5.15
27,b,08m 35s,100.7,      646,266,  5.83
28,c,08m 40s,100.8,      647,262,  5.01
29,d,08m 45s,100.8,      647,267,  5.35
30,e,08m 50s,100.7,      647,267,  5.11
31,f,08m 55s,100.6,      647,265,  5.62
32,g,09m 00s,100.6,      647,264,  5.49
33,h,09m 05s,100.7,      647,269,  5.42
34,i,09m 10s,100.7,      647,269,  5.33
35,j,09m 15s,100.7,      646,268,  5.47
36,k,09m 25s,100.7,      645,271,  5.48
37,l,09m 35s,100.6,      640,255,  6.40
38,m,09m 40s,100.7,      635,273,  5.14
39,n,09m 45s,100.7,      629,266,  5.53
40,o,09m 50s,100.7,      623,266,  5.28
41,p,10m 00s,100.7,      620,263,  5.61
42,q,10m 05s,100.7,      620,264,  5.71
43,r,10m 10s,100.7,      617,265,  5.59
44,s,10m 15s,100.7,      614,268,  5.39
45,t,10m 20s,100.7,      614,273,  5.34
46,u,10m 25s,100.6,      614,270,  5.00
47,v,10m 30s,100.6,      612,275,  4.41
48,w,10m 35s,100.6,      609,261,  5.20
49,x,10m 40s,100.8,      607,274,  4.84
50,y,10m 45s,100.7,      604,273,  4.02
51,z,10m 50s,100.7,      600,272,  4.75
52,A,11m 00s,100.7,      596,274,  5.42
53,B,11m 05s,100.8,      596,281,  4.98
54,C,11m 10s,100.7,      596,283,  4.41
55,D,11m 15s,100.6,      594,273,  4.87
56,E,11m 20s,100.6,      594,276,  4.66
57,F,11m 25s,100.8,      594,275,  4.53
58,G,11m 30s,100.7,      592,270,  4.54
59,H,11m 35s,100.7,      590,262,  5.46
60,I,11m 40s,100.6,      590,268,  4.53
61,J,11m 45s,100.5,      590,273,  5.20
62,K,11m 50s,100.7,      590,274,  5.32
63,L,11m 55s,100.6,      590,270,  4.81
64,M,12m 00s,100.6,      590,267,  4.89
65,N,12m 05s,100.6,      590,274,  5.03
66,O,12m 10s,100.7,      590,269,  4.33
67,P,12m 15s,100.7,      590,272,  4.78
68,Q,12m 20s,100.6,      590,280,  5.01
69,R,12m 25s,100.7,      590,282,  5.36
70,S,12m 45s,100.5,      586,285,  4.61
71,T,12m 50s,100.6,      584,292,  4.04
72,U,12m 55s,100.7,      581,274,  5.94
73,V,13m 00s,100.7,      579,282,  5.47
74,W,13m 05s,100.8,      578,273,  5.57
75,X,13m 10s,100.7,      578,267,  5.48
76,Y,13m 15s,100.7,      578,270,  4.78
77,Z,13m 20s,100.7,      578,273,  4.97
78,a,13m 25s,100.7,      578,293,  3.99
79,b,13m 30s,100.6,      576,269,  2.52
80,c,13m 55s,100.6,      559,270,  4.24
81,d,14m 05s,100.5,      567,294,  3.76
82,e,14m 10s,100.7,      569,304,  3.80
83,f,14m 15s,100.7,      569,293,  4.18
84,g,14m 20s,100.6,      569,284,  5.01
85,h,14m 25s,100.7,      569,275,  4.32
86,i,14m 30s,100.7,      569,273,  4.52
87,j,14m 35s,100.6,      569,270,  5.09
88,k,14m 40s,100.7,      569,280,  5.03
89,l,14m 45s,100.7,      569,283,  4.76
90,m,14m 50s,100.6,      569,271,  4.94
91,n,14m 55s,100.6,      569,264,  4.92
92,o,15m 00s,100.6,      569,278,  5.00
93,p,15m 05s,100.7,      569,276,  4.18
94,q,15m 10s,100.7,      569,274,  4.89
95,r,15m 15s,100.6,      569,267,  3.29
96,s,15m 20s,100.5,      569,263,  3.94
97,t,15m 25s,100.7,      569,269,  5.17
98,u,15m 30s,100.6,      569,277,  6.25
99,v,15m 35s,100.7,      569,279,  6.08
100,w,15m 40s,100.6,      569,274,  6.45
101,x,15m 45s,100.7,      569,283,  5.91
102,y,15m 50s,100.7,      569,283,  6.02
103,z,15m 55s,100.8,      569,282,  6.08
104,A,16m 00s,100.6,      569,279,  5.61
105,B,16m 05s,100.6,      569,283,  5.79
106,C,16m 10s,100.6,      569,280,  6.07
107,D,16m 15s,100.6,      569,282,  5.41
108,E,16m 20s,100.6,      569,281,  5.07
109,F,16m 25s,100.6,      569,281,  5.19
110,G,18m 55s,100.6,      803,294,  5.09
111,H,19m 15s,100.5,      689,282,  4.90
112,I,19m 20s,100.5,      639,279,  4.75
113,J,19m 25s,100.5,      589,277,  4.86
114,K,19m 30s,100.6,      539,282,  5.35
115,L,19m 35s,100.6,      489,279,  4.90
116,M,19m 40s,100.5,      440,273,  5.36
117,N,19m 45s,100.6,      390,276,  5.11
118,O,19m 50s,100.5,      340,276,  4.93
119,P,19m 55s,100.6,      290,283,  5.06
120,Q,20m 00s,100.6,      240,279,  4.26
121,R,20m 05s,100.6,      190,288,  4.81
122,S,20m 10s,100.6,      140,281,  4.70
123,T,20m 15s,100.5,      90,277,  5.02
124,U,20m 20s,100.5,      40,274,  5.00
125,V,20m 30s,100.6,      0,296,  5.45
126,W,21m 30s,3.3,      1,123,  1.34
