,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,16.7,      1,7,  2.60
1,B,00m 15s,43.7,      1,11,  2.63
2,C,00m 20s,69.4,      1,19,  2.73
3,D,00m 25s,94.5,      1,13,  3.22
4,E,00m 30s,98.1,      1,24,  2.81
5,F,00m 35s,96.7,      1,46,  2.84
6,G,00m 40s,95.7,      1,46,  2.98
7,H,01m 10s,95.8,      199,35,  3.11
8,I,01m 15s,95.8,      241,42,  2.58
9,J,01m 20s,95.8,      281,45,  3.49
10,K,01m 25s,95.9,      321,41,  4.20
11,L,01m 30s,95.9,      366,33,  3.36
12,M,01m 35s,95.7,      410,16,  1.47
13,N,02m 45s,95.7,      485,17,  2.45
14,O,02m 50s,95.7,      486,10,  3.19
15,P,03m 00s,95.7,      486,35,  3.38
16,Q,03m 05s,94.9,      486,32,  3.33
17,R,03m 10s,93.3,      486,44,  3.41
18,S,03m 15s,91.3,      486,54,  2.91
19,T,03m 30s,85.9,      486,11,  2.36
20,U,03m 40s,85.9,      486,22,  2.08
21,V,03m 45s,85.8,      486,33,  1.70
22,W,03m 50s,85.9,      486,28,  1.91
23,X,03m 55s,85.9,      485,22,  1.98
24,Y,04m 10s,85.8,      496,29,  1.94
25,Z,06m 20s,86.0,      497,354,  2.53
26,a,06m 40s,85.9,      547,358,  2.03
27,b,06m 45s,85.9,      547,1,  1.57
28,c,06m 50s,85.9,      547,11,  1.16
29,d,06m 55s,85.9,      547,36,  1.40
30,e,07m 00s,85.9,      547,77,  2.21
31,f,07m 05s,85.8,      548,68,  2.11
32,g,07m 10s,85.9,      548,80,  2.19
33,h,07m 15s,85.8,      548,103,  2.96
34,i,07m 30s,85.7,      561,136,  1.29
35,j,07m 35s,85.9,      561,161,  1.43
36,k,07m 40s,85.9,      561,147,  2.30
37,l,07m 45s,86.0,      561,108,  2.30
38,m,08m 05s,85.9,      570,12,  1.22
39,n,08m 10s,86.0,      570,1,  1.21
40,o,08m 15s,86.0,      570,6,  1.88
41,p,08m 20s,85.9,      570,0,  1.63
42,q,08m 35s,85.9,      570,1,  1.34
43,r,08m 40s,85.9,      570,349,  1.60
44,s,08m 45s,85.9,      570,357,  1.53
45,t,08m 50s,85.9,      570,20,  1.68
46,u,08m 55s,86.0,      570,16,  1.03
47,v,09m 00s,86.0,      570,13,  1.17
48,w,09m 05s,85.9,      570,9,  1.06
49,x,09m 20s,85.9,      578,352,  0.73
50,y,09m 25s,85.8,      578,84,  0.82
51,z,09m 30s,85.9,      578,43,  0.36
52,A,09m 35s,85.9,      578,61,  0.90
53,B,09m 40s,85.9,      578,46,  1.83
54,C,09m 45s,85.9,      578,64,  2.29
55,D,09m 50s,85.9,      578,54,  1.66
56,E,09m 55s,85.8,      578,53,  0.70
57,F,10m 00s,85.8,      578,55,  1.04
58,G,10m 10s,85.9,      576,30,  0.72
59,H,10m 15s,85.9,      576,306,  0.12
60,I,10m 20s,85.9,      576,162,  1.11
