,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 20s,40.9,      2,177,  4.94
1,B,00m 25s,66.3,      2,173,  6.20
2,C,00m 30s,87.9,      1,161,  6.26
3,D,00m 35s,87.2,      1,155,  4.02
4,E,00m 50s,85.5,      4,146,  3.53
5,F,01m 15s,85.6,      154,174,  4.54
6,G,01m 50s,85.4,      266,194,  6.33
7,H,01m 55s,85.4,      266,189,  6.19
8,I,02m 00s,85.3,      265,192,  5.62
9,J,02m 05s,85.4,      265,193,  6.04
10,K,02m 10s,85.4,      266,187,  6.60
11,L,02m 15s,85.5,      266,177,  7.24
12,M,02m 20s,85.4,      266,186,  7.16
13,N,02m 25s,85.5,      266,182,  6.66
14,O,02m 30s,85.5,      266,190,  8.16
15,P,02m 35s,85.4,      266,193,  7.28
16,Q,02m 40s,85.4,      266,182,  7.75
17,R,02m 45s,85.4,      266,187,  6.99
18,S,02m 50s,85.3,      266,176,  5.98
19,T,02m 55s,85.4,      266,181,  6.97
20,U,03m 00s,85.5,      266,166,  6.29
21,V,03m 05s,85.3,      266,188,  5.58
22,W,03m 10s,85.4,      266,170,  6.66
23,X,03m 15s,85.5,      266,185,  6.97
24,Y,03m 20s,85.6,      266,190,  7.34
25,Z,03m 25s,85.5,      266,178,  6.50
26,a,03m 30s,85.5,      266,181,  6.82
27,b,03m 35s,85.5,      266,180,  8.30
28,c,03m 40s,85.4,      267,172,  8.39
29,d,03m 45s,85.4,      266,164,  7.74
30,e,03m 50s,85.3,      266,169,  6.89
31,f,03m 55s,85.4,      266,170,  6.38
32,g,04m 00s,85.2,      267,161,  5.97
33,h,04m 05s,85.3,      267,153,  5.25
34,i,04m 10s,85.4,      267,151,  5.98
35,j,04m 15s,85.3,      266,183,  5.37
36,k,04m 30s,85.4,      261,152,  5.93
37,l,04m 35s,85.5,      260,154,  7.81
38,m,04m 40s,85.6,      260,172,  6.87
39,n,04m 45s,85.5,      261,164,  7.21
40,o,04m 50s,85.4,      261,150,  7.59
41,p,04m 55s,85.5,      261,171,  6.59
42,q,05m 00s,85.4,      261,171,  6.11
43,r,05m 05s,85.3,      261,165,  6.18
44,s,05m 10s,85.4,      261,167,  6.35
45,t,05m 15s,85.5,      261,169,  7.42
46,u,05m 20s,85.5,      261,166,  8.19
47,v,05m 25s,85.5,      261,166,  8.36
48,w,05m 30s,85.4,      261,163,  7.98
49,x,05m 35s,85.5,      261,167,  8.16
50,y,05m 40s,85.5,      261,163,  8.61
51,z,05m 45s,85.5,      259,162,  7.14
52,A,05m 55s,85.4,      263,156,  6.60
53,B,06m 00s,85.4,      263,165,  7.54
54,C,06m 05s,85.3,      263,162,  7.27
55,D,06m 10s,85.5,      263,162,  8.44
56,E,06m 15s,85.5,      263,167,  9.48
57,F,06m 20s,85.4,      263,177,  7.77
58,G,06m 25s,85.4,      263,172,  8.20
59,H,06m 30s,85.4,      263,170,  8.20
60,I,06m 45s,85.5,      268,163,  9.74
61,J,06m 50s,85.4,      268,161,  9.30
62,K,06m 55s,85.5,      268,162,  9.50
63,L,07m 00s,85.4,      268,161,  8.82
64,M,07m 05s,85.5,      269,160,  9.03
65,N,07m 10s,85.5,      269,158,  9.91
66,O,07m 15s,85.4,      269,156,  9.64
67,P,07m 20s,85.4,      269,159,  9.58
68,Q,07m 25s,85.4,      269,159,  9.48
69,R,07m 30s,85.4,      269,160,  8.86
