,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,9.6,      0,49,  6.33
1,B,00m 20s,20.4,      0,49,  6.18
2,C,00m 25s,37.4,      0,48,  5.73
3,D,00m 30s,56.4,      1,52,  5.56
4,E,00m 35s,71.1,      1,55,  6.12
5,F,00m 40s,72.8,      1,57,  6.10
6,G,01m 15s,70.7,      93,50,  5.14
7,H,01m 20s,70.7,      91,26,  4.02
8,I,01m 25s,70.7,      90,61,  6.33
9,J,01m 40s,70.7,      90,126,  5.91
10,K,01m 45s,70.7,      90,128,  6.08
11,L,01m 50s,70.7,      90,128,  5.95
12,M,01m 55s,70.7,      90,130,  6.05
13,N,02m 30s,60.5,      89,130,  5.03
14,O,02m 35s,60.5,      89,129,  4.98
15,P,02m 40s,60.5,      89,130,  5.25
16,Q,02m 45s,60.5,      89,131,  5.43
17,R,02m 50s,60.5,      89,131,  6.23
18,S,02m 55s,60.5,      89,131,  6.09
19,T,03m 00s,60.5,      89,130,  6.04
20,U,03m 05s,60.5,      89,131,  5.89
21,V,03m 10s,60.5,      89,133,  6.48
22,W,03m 15s,60.5,      89,131,  6.50
23,X,03m 20s,60.5,      90,129,  6.38
24,Y,03m 25s,60.5,      90,128,  6.24
25,Z,03m 30s,60.5,      90,128,  5.77
26,a,03m 35s,60.6,      89,128,  5.87
27,b,03m 40s,60.6,      89,123,  6.20
28,c,03m 45s,60.5,      90,128,  6.31
29,d,03m 50s,60.6,      89,122,  6.12
30,e,03m 55s,60.6,      89,120,  6.42
31,f,04m 00s,60.6,      89,117,  6.42
32,g,04m 05s,60.6,      89,112,  5.99
33,h,04m 10s,60.5,      89,108,  6.59
34,i,04m 15s,60.5,      89,103,  6.34
35,j,04m 20s,60.5,      89,102,  6.26
36,k,04m 25s,60.5,      90,105,  6.47
37,l,04m 30s,60.5,      89,104,  6.21
38,m,04m 35s,60.5,      89,101,  5.35
39,n,04m 40s,60.5,      89,109,  6.02
40,o,04m 45s,60.5,      89,107,  5.03
41,p,04m 50s,60.5,      89,104,  5.32
42,q,04m 55s,60.6,      89,105,  6.12
43,r,05m 00s,60.5,      89,102,  6.05
44,s,05m 05s,60.5,      90,102,  5.99
45,t,05m 25s,60.4,      126,103,  4.69
46,u,05m 30s,60.4,      126,107,  5.22
47,v,05m 35s,60.6,      127,102,  5.71
48,w,05m 45s,60.5,      131,108,  4.53
49,x,06m 15s,60.5,      149,125,  5.45
50,y,06m 25s,60.5,      148,120,  5.25
51,z,06m 30s,60.5,      148,116,  5.02
52,A,06m 35s,60.4,      148,120,  5.16
53,B,06m 45s,60.5,      147,114,  4.41
54,C,06m 50s,60.5,      147,106,  3.96
55,D,06m 55s,60.5,      147,99,  3.72
56,E,07m 00s,60.5,      147,104,  4.05
57,F,07m 05s,60.5,      147,109,  4.10
58,G,07m 10s,60.6,      147,108,  4.17
59,H,07m 15s,60.6,      148,101,  3.84
60,I,07m 25s,60.7,      149,88,  3.80
61,J,07m 30s,60.6,      149,85,  3.89
62,K,07m 35s,60.6,      149,84,  3.95
63,L,07m 40s,60.6,      149,82,  4.05
64,M,07m 45s,60.6,      149,90,  4.64
65,N,07m 50s,60.6,      149,81,  4.59
66,O,07m 55s,60.6,      149,85,  4.48
67,P,08m 00s,60.6,      149,87,  4.91
68,Q,08m 05s,60.5,      149,90,  5.44
69,R,08m 10s,60.5,      149,88,  4.55
70,S,08m 15s,60.5,      149,97,  4.62
71,T,08m 20s,60.5,      149,89,  4.64
72,U,08m 25s,60.6,      149,92,  4.65
73,V,08m 30s,60.5,      149,91,  4.52
74,W,08m 35s,60.5,      149,93,  4.44
75,X,08m 40s,60.6,      149,90,  4.38
76,Y,08m 45s,60.6,      149,90,  4.80
77,Z,08m 50s,60.6,      149,90,  4.78
78,a,08m 55s,60.6,      149,89,  4.69
79,b,09m 00s,60.5,      149,86,  4.45
80,c,09m 05s,60.5,      149,91,  4.59
81,d,09m 10s,60.5,      149,92,  4.76
82,e,09m 15s,60.5,      149,87,  5.12
83,f,09m 20s,60.5,      149,92,  4.52
84,g,09m 25s,60.5,      149,102,  5.79
85,h,10m 20s,60.4,      245,84,  6.16
86,i,10m 25s,60.5,      246,92,  6.54
87,j,11m 00s,60.5,      293,97,  5.07
88,k,11m 15s,60.4,      314,91,  6.86
89,l,11m 20s,60.4,      314,94,  6.73
90,m,11m 25s,60.4,      315,112,  7.23
91,n,11m 30s,60.5,      317,114,  7.81
92,o,11m 40s,60.4,      320,112,  7.03
93,p,11m 45s,60.5,      322,107,  7.93
94,q,11m 55s,60.5,      324,99,  7.01
95,r,12m 00s,60.6,      324,105,  7.17
96,s,12m 05s,60.4,      324,96,  5.67
97,t,12m 10s,60.5,      324,105,  5.72
98,u,12m 15s,60.6,      324,87,  4.51
99,v,12m 20s,60.5,      324,106,  4.90
100,w,12m 25s,60.5,      324,114,  5.92
101,x,12m 30s,60.6,      324,118,  6.47
102,y,12m 35s,60.6,      324,93,  5.40
103,z,12m 40s,60.7,      324,103,  7.73
104,A,12m 45s,60.6,      324,109,  7.69
105,B,12m 50s,60.6,      324,112,  7.20
106,C,12m 55s,60.6,      324,89,  5.74
107,D,13m 00s,60.6,      324,85,  5.97
108,E,13m 05s,60.5,      324,89,  6.01
109,F,13m 10s,60.5,      324,110,  7.41
110,G,13m 20s,60.5,      323,104,  6.32
111,H,13m 25s,60.5,      323,101,  7.78
112,I,13m 30s,60.5,      323,98,  7.11
113,J,13m 35s,60.5,      323,93,  6.26
114,K,13m 40s,60.5,      323,106,  7.08
115,L,13m 45s,60.5,      323,114,  7.66
116,M,13m 50s,60.5,      323,112,  8.14
117,N,13m 55s,60.5,      323,109,  8.18
118,O,14m 00s,60.6,      323,111,  8.58
119,P,14m 05s,60.5,      323,113,  7.98
120,Q,14m 10s,60.5,      323,113,  8.16
121,R,14m 15s,60.5,      323,114,  7.57
122,S,14m 25s,60.5,      323,117,  7.51
123,T,14m 40s,60.5,      319,114,  7.92
124,U,14m 45s,60.5,      319,113,  7.51
125,V,14m 50s,60.5,      319,115,  7.42
126,W,15m 05s,60.6,      322,107,  7.95
127,X,15m 15s,60.5,      322,108,  8.07
128,Y,15m 20s,60.5,      322,108,  8.38
129,Z,15m 25s,60.5,      322,104,  8.04
130,a,15m 30s,60.5,      322,108,  8.12
131,b,16m 05s,60.5,      340,103,  8.78
132,c,16m 15s,60.4,      341,101,  7.70
133,d,16m 20s,60.4,      341,97,  7.67
134,e,16m 25s,60.5,      341,98,  7.54
135,f,16m 30s,60.5,      341,93,  7.35
136,g,16m 35s,60.5,      341,92,  6.87
137,h,16m 40s,60.5,      341,96,  7.66
138,i,16m 45s,60.4,      341,102,  7.40
139,j,16m 50s,60.6,      341,99,  7.71
140,k,17m 00s,60.6,      341,99,  7.70
141,l,17m 15s,60.5,      347,100,  7.45
142,m,17m 35s,60.5,      357,106,  7.48
143,n,17m 40s,60.6,      357,102,  8.25
144,o,17m 45s,60.6,      357,101,  8.13
145,p,18m 00s,60.5,      296,152,  3.24
146,q,18m 05s,60.5,      246,121,  3.04
147,r,18m 10s,60.5,      195,120,  4.07
148,s,18m 15s,60.5,      145,115,  1.73
149,t,18m 20s,60.4,      95,124,  3.47
150,u,18m 40s,60.6,      0,107,  5.55
151,v,19m 25s,1.6,      1,60,  6.37
