,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,23.8,      1,251,  1.59
1,B,00m 20s,42.9,      1,202,  2.53
2,C,00m 25s,60.7,      1,214,  1.87
3,D,00m 30s,73.0,      1,210,  1.94
4,E,00m 40s,71.0,      76,254,  1.23
5,F,00m 45s,70.8,      138,0,  1.25
6,G,00m 50s,70.7,      199,77,  0.28
7,H,01m 05s,70.6,      236,182,  3.32
8,I,01m 10s,70.7,      251,180,  2.70
9,J,01m 15s,70.7,      266,166,  1.36
10,K,01m 20s,70.8,      277,177,  1.87
11,L,01m 25s,70.9,      285,202,  2.45
12,M,01m 50s,70.8,      359,209,  2.70
13,N,01m 55s,70.8,      373,192,  2.37
14,O,02m 05s,70.9,      384,184,  3.13
15,P,02m 30s,70.7,      385,150,  2.92
16,Q,02m 35s,70.7,      385,145,  2.70
17,R,02m 55s,70.7,      378,167,  2.89
18,S,03m 25s,76.4,      338,165,  2.53
19,T,03m 55s,76.3,      342,167,  2.80
20,U,04m 00s,76.3,      342,212,  3.12
21,V,04m 30s,76.2,      451,193,  2.20
22,W,05m 05s,76.2,      452,183,  3.59
23,X,05m 40s,76.3,      463,210,  1.65
24,Y,06m 20s,76.3,      446,168,  3.04
25,Z,06m 25s,76.5,      397,176,  3.79
26,a,06m 30s,76.8,      347,172,  3.83
27,b,06m 35s,76.7,      297,178,  3.65
28,c,06m 40s,76.6,      248,183,  3.85
29,d,07m 15s,75.9,      261,213,  3.51
30,e,07m 20s,76.0,      261,222,  3.65
31,f,07m 25s,76.0,      261,216,  3.76
32,g,07m 30s,75.8,      262,219,  3.49
33,h,07m 45s,70.3,      262,214,  3.09
34,i,07m 50s,70.2,      262,225,  3.19
35,j,07m 55s,70.2,      262,224,  3.00
36,k,08m 00s,70.3,      261,218,  3.10
37,l,08m 05s,70.2,      261,214,  2.82
38,m,08m 10s,70.3,      262,212,  2.69
39,n,08m 15s,70.2,      262,221,  3.31
40,o,08m 20s,70.3,      262,210,  2.91
41,p,08m 25s,70.3,      261,196,  3.33
42,q,08m 30s,70.3,      261,193,  3.65
43,r,08m 35s,70.3,      261,193,  3.43
44,s,08m 40s,70.2,      261,194,  3.76
45,t,08m 45s,70.2,      261,198,  3.65
46,u,08m 50s,70.2,      261,197,  3.26
47,v,08m 55s,70.1,      261,200,  2.93
48,w,09m 00s,70.1,      261,199,  2.83
49,x,09m 05s,70.2,      261,199,  3.07
50,y,09m 10s,70.2,      261,201,  2.92
51,z,09m 15s,70.2,      261,198,  2.79
52,A,09m 20s,70.2,      261,204,  2.60
53,B,09m 25s,70.2,      261,200,  2.34
54,C,09m 30s,70.3,      261,204,  2.48
55,D,09m 35s,70.3,      261,212,  2.98
56,E,09m 40s,70.2,      262,214,  3.38
57,F,09m 45s,70.2,      262,219,  3.40
58,G,09m 50s,70.3,      262,217,  3.18
59,H,09m 55s,70.2,      262,217,  2.75
60,I,10m 00s,70.2,      262,218,  2.76
61,J,10m 05s,70.2,      262,213,  2.87
62,K,10m 10s,70.2,      263,227,  4.66
63,L,10m 15s,70.3,      268,247,  1.93
64,M,10m 20s,70.2,      268,221,  3.70
65,N,10m 25s,70.2,      268,219,  4.46
66,O,10m 35s,70.3,      274,228,  2.99
67,P,10m 40s,70.3,      274,213,  2.75
