,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,26.5,      0,27,  1.31
1,B,00m 15s,52.4,      0,49,  1.90
2,C,00m 20s,78.2,      0,37,  1.93
3,D,00m 25s,85.6,      1,29,  1.79
4,E,00m 35s,85.5,      43,215,  1.16
5,F,00m 45s,86.0,      162,126,  1.82
6,G,00m 50s,85.8,      226,92,  1.97
7,H,01m 20s,85.0,      321,26,  4.33
8,I,01m 25s,85.0,      321,34,  2.58
9,J,01m 30s,85.0,      321,36,  2.68
10,K,01m 35s,85.0,      321,29,  1.90
11,L,01m 40s,85.1,      321,38,  2.56
12,M,01m 45s,85.1,      321,45,  2.90
13,N,01m 50s,85.2,      321,46,  2.49
14,O,01m 55s,85.3,      321,49,  3.30
15,P,02m 00s,85.3,      321,46,  3.03
16,Q,02m 05s,85.2,      321,40,  3.50
17,R,02m 30s,75.4,      321,35,  2.97
18,S,02m 35s,75.4,      321,35,  3.21
19,T,02m 40s,75.4,      321,39,  2.92
20,U,02m 45s,75.4,      321,41,  3.16
21,V,02m 50s,75.4,      321,36,  3.00
22,W,02m 55s,75.5,      321,36,  2.44
23,X,03m 00s,75.4,      321,39,  3.21
24,Y,03m 05s,75.4,      321,37,  3.03
25,Z,03m 10s,75.3,      321,38,  3.11
26,a,03m 15s,75.4,      321,47,  3.43
27,b,03m 20s,75.4,      321,48,  3.41
28,c,03m 25s,75.3,      321,45,  2.91
29,d,03m 30s,75.3,      321,51,  2.90
30,e,03m 35s,75.3,      321,49,  3.21
31,f,03m 40s,75.4,      321,47,  3.44
32,g,03m 45s,75.3,      321,44,  3.19
33,h,03m 50s,75.4,      321,37,  3.21
34,i,03m 55s,75.3,      321,37,  2.31
35,j,04m 00s,75.3,      321,40,  1.99
36,k,04m 05s,75.3,      321,41,  2.39
37,l,04m 10s,75.3,      321,40,  2.75
38,m,04m 15s,75.3,      321,38,  2.90
39,n,04m 20s,75.4,      321,55,  2.71
40,o,04m 25s,75.4,      321,57,  2.54
41,p,04m 30s,75.4,      321,60,  2.38
42,q,04m 35s,75.4,      321,54,  2.24
43,r,04m 40s,75.4,      321,49,  2.08
44,s,04m 45s,75.4,      321,52,  2.24
45,t,04m 50s,75.3,      321,54,  2.55
46,u,04m 55s,75.3,      321,50,  2.94
47,v,05m 00s,75.4,      322,36,  3.32
48,w,05m 15s,75.3,      327,50,  3.23
49,x,05m 20s,75.3,      327,49,  2.82
50,y,05m 25s,75.2,      327,49,  2.55
51,z,05m 30s,75.3,      327,42,  3.12
52,A,05m 35s,75.3,      327,43,  3.46
53,B,05m 40s,75.3,      327,46,  3.49
54,C,05m 45s,75.2,      327,48,  3.83
55,D,05m 50s,75.3,      327,45,  3.51
56,E,05m 55s,75.3,      327,42,  3.17
57,F,06m 00s,75.3,      327,40,  3.45
58,G,06m 05s,75.3,      327,44,  3.77
59,H,06m 10s,75.3,      327,45,  3.75
60,I,06m 15s,75.4,      327,49,  3.34
61,J,06m 20s,75.4,      327,53,  3.64
62,K,06m 25s,75.2,      330,45,  3.38
63,L,06m 30s,75.4,      330,82,  2.23
64,M,06m 35s,75.3,      330,71,  3.01
65,N,06m 40s,75.4,      330,78,  2.68
66,O,06m 45s,75.4,      330,89,  2.71
67,P,06m 50s,75.4,      330,63,  3.04
68,Q,06m 55s,75.3,      330,59,  3.53
69,R,07m 05s,75.3,      333,54,  2.12
70,S,07m 10s,75.3,      333,46,  2.22
71,T,07m 15s,75.2,      333,50,  1.33
72,U,07m 25s,75.2,      339,40,  3.81
73,V,07m 30s,75.2,      340,29,  2.14
74,W,07m 35s,75.4,      340,48,  2.59
75,X,07m 40s,75.3,      340,32,  1.57
76,Y,07m 45s,75.4,      340,25,  1.86
77,Z,07m 50s,75.3,      340,33,  1.71
78,a,08m 00s,75.4,      340,52,  3.45
79,b,08m 05s,75.4,      342,64,  0.93
80,c,08m 10s,75.3,      342,63,  2.19
81,d,08m 15s,75.3,      342,61,  2.90
82,e,08m 20s,75.3,      342,50,  2.70
83,f,08m 25s,75.4,      342,53,  3.03
84,g,08m 30s,75.3,      342,81,  2.18
85,h,08m 35s,75.4,      342,82,  2.40
86,i,08m 40s,75.4,      342,63,  2.14
87,j,08m 45s,75.3,      342,32,  3.74
88,k,08m 50s,75.2,      342,20,  2.74
89,l,08m 55s,75.2,      342,30,  3.11
90,m,09m 00s,75.3,      342,39,  2.62
91,n,09m 05s,75.3,      342,36,  2.50
92,o,09m 10s,75.4,      342,42,  2.49
93,p,09m 15s,75.4,      342,45,  2.54
94,q,09m 20s,75.4,      342,64,  2.20
95,r,09m 25s,75.3,      342,59,  2.47
96,s,09m 30s,75.4,      342,72,  2.56
97,t,09m 35s,75.4,      341,48,  2.57
98,u,09m 40s,75.4,      341,67,  2.02
99,v,09m 45s,75.4,      341,65,  1.92
100,w,09m 50s,75.4,      341,67,  1.89
101,x,09m 55s,75.4,      341,66,  2.18
102,y,10m 00s,75.4,      341,55,  1.93
103,z,10m 10s,75.3,      340,53,  1.55
104,A,10m 15s,75.3,      340,61,  2.82
105,B,10m 20s,75.4,      340,46,  2.15
106,C,10m 25s,75.3,      340,72,  1.17
107,D,10m 30s,75.3,      339,64,  1.35
108,E,10m 35s,75.2,      339,41,  1.63
109,F,10m 40s,75.3,      339,45,  1.60
110,G,10m 45s,75.3,      339,46,  1.43
111,H,10m 50s,75.3,      339,42,  0.69
112,I,10m 55s,75.3,      339,73,  0.98
113,J,11m 00s,75.3,      339,44,  1.37
114,K,11m 05s,75.3,      339,42,  2.20
115,L,11m 10s,75.3,      339,43,  1.22
116,M,11m 15s,75.3,      339,43,  0.93
117,N,11m 20s,75.3,      339,41,  1.50
118,O,11m 25s,75.3,      339,72,  0.95
119,P,11m 30s,75.2,      339,38,  1.11
120,Q,11m 35s,75.3,      338,59,  1.63
121,R,11m 40s,75.4,      338,41,  1.15
122,S,11m 45s,75.4,      338,50,  1.59
123,T,11m 50s,75.4,      338,56,  1.59
124,U,11m 55s,75.4,      338,59,  1.87
125,V,12m 00s,75.4,      337,69,  2.31
126,W,12m 05s,75.4,      337,42,  3.28
127,X,12m 10s,75.4,      337,48,  2.49
128,Y,12m 15s,75.3,      336,63,  1.01
129,Z,12m 20s,75.4,      335,66,  3.52
130,a,12m 25s,75.4,      335,59,  2.44
131,b,12m 30s,75.4,      335,77,  1.81
132,c,12m 35s,75.3,      335,47,  3.07
133,d,12m 40s,75.3,      336,37,  3.16
134,e,12m 45s,75.3,      336,58,  2.34
135,f,12m 50s,75.3,      336,63,  2.07
136,g,12m 55s,75.3,      336,53,  2.68
137,h,13m 00s,75.3,      336,60,  2.66
138,i,13m 05s,75.3,      336,55,  2.83
139,j,13m 10s,75.3,      336,47,  3.22
140,k,13m 15s,75.3,      336,47,  3.41
141,l,13m 20s,75.3,      336,49,  3.73
142,m,13m 25s,75.4,      336,48,  3.77
143,n,13m 30s,75.3,      336,53,  3.73
144,o,13m 35s,75.3,      336,38,  3.14
145,p,13m 40s,75.3,      336,53,  2.94
146,q,13m 45s,75.4,      335,56,  3.40
147,r,13m 50s,75.4,      335,64,  2.95
148,s,13m 55s,75.3,      335,62,  2.96
149,t,14m 00s,75.3,      335,66,  2.92
150,u,14m 05s,75.3,      335,62,  2.94
151,v,14m 10s,75.4,      336,63,  3.60
152,w,14m 20s,75.3,      344,64,  2.40
153,x,14m 35s,75.3,      349,56,  2.81
154,y,14m 40s,75.3,      349,56,  3.32
155,z,14m 45s,75.2,      349,57,  3.22
156,A,14m 50s,75.2,      349,49,  3.09
157,B,14m 55s,75.2,      349,43,  3.55
158,C,15m 00s,75.2,      349,43,  3.53
159,D,15m 05s,75.3,      349,47,  3.80
160,E,15m 10s,75.4,      349,48,  3.55
161,F,15m 15s,75.3,      349,46,  3.33
162,G,15m 20s,75.3,      349,51,  3.40
163,H,15m 25s,75.3,      349,53,  3.28
164,I,15m 30s,75.4,      349,51,  3.83
165,J,15m 35s,75.3,      349,45,  3.55
166,K,15m 40s,75.4,      349,48,  4.06
167,L,15m 45s,75.3,      349,44,  3.91
168,M,15m 50s,75.3,      349,40,  4.04
169,N,15m 55s,75.3,      349,48,  4.09
170,O,16m 00s,75.3,      349,47,  4.06
171,P,16m 05s,75.3,      349,48,  4.11
172,Q,16m 10s,75.4,      349,34,  4.11
173,R,16m 15s,75.3,      349,45,  3.50
174,S,16m 20s,75.3,      349,53,  2.78
175,T,16m 55s,75.4,      334,47,  3.05
176,U,17m 05s,75.4,      340,45,  3.26
177,V,17m 10s,75.3,      340,51,  2.85
178,W,17m 15s,75.3,      340,48,  2.29
179,X,17m 20s,75.3,      340,32,  2.12
180,Y,17m 25s,75.3,      340,37,  2.63
181,Z,17m 30s,75.3,      340,33,  2.41
182,a,17m 35s,75.4,      340,34,  2.64
183,b,17m 40s,75.3,      340,37,  3.01
184,c,17m 45s,75.4,      340,40,  3.14
185,d,17m 50s,75.3,      340,44,  3.15
186,e,17m 55s,75.3,      340,44,  2.91
187,f,18m 00s,75.4,      340,48,  2.94
188,g,18m 05s,75.4,      340,50,  3.28
189,h,18m 10s,75.4,      340,49,  2.55
190,i,18m 15s,75.2,      340,34,  2.66
191,j,18m 20s,75.3,      340,35,  3.56
192,k,18m 35s,75.3,      264,22,  0.98
193,l,18m 40s,75.2,      214,25,  3.12
194,m,18m 45s,75.3,      164,50,  2.73
195,n,18m 50s,75.2,      114,30,  2.75
196,o,19m 15s,75.3,      1,69,  1.61
