,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 10s,15.7,      0,60,  0.75
1,B,00m 15s,42.9,      1,73,  4.35
2,C,00m 35s,50.7,      102,54,  4.22
3,D,00m 40s,50.6,      165,48,  2.84
4,E,00m 45s,50.5,      228,53,  2.62
5,F,00m 50s,50.6,      291,52,  3.25
6,G,00m 55s,50.7,      355,56,  4.03
7,H,01m 00s,50.6,      418,62,  4.95
8,I,01m 05s,50.7,      481,60,  5.00
9,J,01m 10s,50.6,      547,50,  5.38
10,K,01m 15s,50.7,      612,46,  6.35
11,L,02m 40s,50.7,      782,82,  4.36
12,M,02m 45s,50.6,      782,80,  4.75
13,N,03m 10s,50.7,      782,86,  6.41
14,O,03m 15s,50.7,      782,75,  5.34
15,P,03m 20s,50.7,      782,77,  5.19
16,Q,03m 25s,50.5,      782,83,  5.03
17,R,03m 45s,50.7,      783,71,  5.62
18,S,04m 00s,50.6,      785,87,  4.94
19,T,04m 05s,50.6,      785,85,  5.80
20,U,04m 10s,50.6,      785,83,  5.26
21,V,04m 15s,50.7,      785,86,  6.50
22,W,04m 40s,50.6,      790,82,  6.01
23,X,04m 45s,50.7,      790,85,  6.87
24,Y,04m 50s,50.7,      790,87,  7.42
25,Z,05m 05s,50.6,      798,87,  8.15
26,a,05m 10s,50.7,      798,88,  7.76
27,b,05m 15s,50.7,      799,87,  8.41
28,c,05m 20s,50.7,      799,83,  9.64
29,d,05m 25s,50.8,      799,85,  10.11
30,e,05m 30s,50.8,      799,81,  9.98
31,f,05m 35s,50.7,      799,82,  10.14
32,g,05m 50s,50.6,      810,82,  8.42
33,h,05m 55s,50.7,      810,74,  8.76
34,i,06m 10s,50.7,      817,77,  8.84
35,j,06m 15s,50.6,      817,79,  7.40
36,k,06m 20s,50.6,      817,69,  7.58
37,l,06m 45s,50.6,      818,81,  8.49
38,m,06m 55s,50.7,      826,73,  7.85
39,n,07m 00s,50.7,      826,75,  8.07
40,o,07m 05s,50.6,      826,79,  8.32
41,p,07m 10s,50.6,      826,73,  7.56
42,q,07m 15s,50.7,      826,67,  7.56
43,r,07m 20s,50.7,      826,73,  7.48
44,s,07m 25s,50.7,      826,67,  7.16
45,t,07m 30s,50.7,      826,57,  6.89
46,u,07m 35s,50.7,      826,57,  7.21
47,v,07m 45s,50.6,      836,72,  6.70
48,w,07m 55s,50.6,      837,69,  8.53
49,x,08m 00s,50.6,      837,71,  8.34
50,y,08m 05s,50.7,      837,67,  8.66
51,z,08m 10s,50.7,      837,62,  8.52
52,A,08m 15s,50.6,      837,63,  6.63
53,B,08m 25s,50.6,      842,75,  6.45
54,C,08m 35s,50.7,      845,52,  7.16
55,D,08m 55s,50.4,      845,51,  7.42
56,E,09m 00s,50.5,      845,48,  6.74
57,F,09m 05s,50.6,      845,50,  6.47
