,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,4.7,      0,106,  2.40
1,B,00m 20s,16.1,      0,104,  1.92
2,C,00m 35s,74.9,      1,24,  1.51
3,D,00m 40s,93.8,      1,23,  2.50
4,E,00m 45s,97.1,      1,22,  3.33
5,F,01m 05s,96.9,      125,356,  2.29
6,G,01m 15s,97.4,      212,36,  4.04
7,H,02m 00s,97.0,      527,50,  2.31
8,I,02m 25s,97.1,      575,22,  4.48
9,J,03m 30s,97.1,      592,23,  1.78
10,K,03m 35s,97.1,      592,349,  2.00
11,L,03m 40s,97.1,      592,6,  2.03
12,M,03m 45s,97.2,      593,349,  2.43
13,N,03m 50s,97.2,      592,344,  2.49
14,O,03m 55s,98.3,      593,352,  1.69
15,P,04m 10s,98.9,      579,92,  1.82
16,Q,04m 30s,99.1,      601,44,  1.69
17,R,04m 35s,99.0,      601,47,  1.62
18,S,05m 05s,84.9,      596,72,  1.92
19,T,05m 10s,84.9,      596,65,  1.52
20,U,05m 15s,85.0,      596,65,  1.55
21,V,05m 20s,85.0,      596,58,  1.51
22,W,05m 35s,84.9,      598,82,  0.69
23,X,05m 40s,85.0,      598,71,  1.44
24,Y,05m 45s,84.9,      598,94,  1.54
25,Z,05m 50s,84.9,      597,85,  1.40
26,a,05m 55s,85.0,      597,88,  1.95
27,b,06m 15s,84.9,      610,161,  0.29
28,c,06m 40s,84.9,      613,99,  1.61
29,d,06m 45s,85.0,      613,101,  1.56
30,e,06m 50s,84.9,      613,104,  1.54
31,f,06m 55s,84.9,      613,104,  2.25
32,g,07m 00s,85.0,      613,101,  2.26
33,h,07m 25s,84.9,      614,97,  1.77
34,i,07m 30s,85.0,      614,91,  2.45
35,j,07m 35s,85.0,      614,98,  2.93
36,k,07m 45s,84.9,      617,101,  2.66
37,l,07m 55s,84.9,      616,89,  2.34
38,m,08m 00s,84.9,      616,86,  1.95
39,n,08m 05s,85.1,      616,69,  2.15
40,o,08m 10s,85.0,      616,72,  2.29
41,p,08m 15s,84.9,      616,98,  2.46
42,q,08m 20s,84.8,      616,97,  1.98
43,r,08m 30s,85.0,      617,68,  1.88
44,s,08m 50s,84.9,      620,57,  2.89
45,t,08m 55s,84.9,      620,59,  2.33
46,u,09m 10s,85.0,      620,56,  2.82
47,v,09m 15s,85.0,      620,56,  3.42
48,w,09m 35s,84.9,      627,50,  3.35
49,x,09m 40s,84.9,      628,51,  3.25
50,y,09m 45s,84.8,      629,41,  2.30
51,z,09m 50s,84.9,      630,79,  2.60
52,A,10m 00s,85.1,      632,48,  2.98
53,B,10m 05s,85.0,      632,78,  3.18
54,C,10m 50s,84.9,      614,26,  3.68
55,D,11m 05s,84.9,      615,14,  3.77
56,E,11m 10s,84.8,      615,15,  3.56
57,F,11m 25s,85.3,      609,2,  3.36
58,G,11m 30s,85.3,      609,7,  3.27
59,H,11m 35s,85.3,      609,18,  3.46
60,I,11m 40s,85.3,      609,17,  3.28
61,J,11m 45s,85.2,      609,14,  2.73
62,K,11m 50s,85.3,      609,9,  2.42
63,L,11m 55s,85.2,      609,37,  2.62
64,M,12m 00s,85.2,      609,21,  3.62
65,N,12m 05s,85.3,      609,8,  4.11
66,O,12m 10s,85.3,      609,14,  4.22
67,P,12m 15s,85.4,      609,8,  4.22
68,Q,12m 20s,85.3,      609,2,  4.61
69,R,12m 25s,85.2,      609,1,  4.76
70,S,12m 30s,85.2,      609,2,  4.17
71,T,12m 35s,85.1,      609,0,  4.19
72,U,12m 40s,85.2,      609,11,  4.00
73,V,12m 45s,85.2,      609,8,  3.89
74,W,12m 55s,85.3,      604,20,  4.37
75,X,13m 00s,85.3,      604,18,  3.73
76,Y,13m 05s,85.3,      604,19,  3.86
77,Z,13m 10s,85.2,      604,34,  4.18
78,a,13m 15s,85.2,      604,44,  4.02
79,b,13m 20s,85.1,      604,41,  2.93
80,c,13m 25s,85.2,      604,39,  2.71
81,d,13m 30s,85.3,      604,32,  3.38
82,e,13m 35s,85.2,      604,37,  2.90
83,f,13m 50s,85.3,      598,31,  3.36
84,g,13m 55s,85.3,      598,34,  3.28
85,h,14m 00s,85.3,      599,32,  2.79
86,i,14m 05s,85.2,      599,26,  2.44
87,j,14m 10s,85.2,      599,18,  2.29
88,k,14m 15s,85.3,      599,27,  1.76
89,l,14m 20s,85.3,      599,40,  1.76
90,m,14m 30s,85.3,      594,35,  2.71
91,n,14m 35s,85.2,      594,25,  1.98
92,o,14m 40s,85.2,      594,39,  2.05
93,p,14m 45s,85.2,      594,36,  1.78
94,q,14m 50s,85.1,      594,35,  2.16
95,r,14m 55s,85.2,      594,26,  2.23
96,s,15m 00s,85.1,      594,29,  2.01
97,t,15m 05s,85.2,      594,34,  2.11
98,u,15m 10s,85.2,      594,42,  2.19
99,v,15m 15s,85.3,      594,32,  2.06
100,w,15m 20s,85.2,      594,24,  2.07
101,x,15m 25s,85.3,      594,22,  2.86
102,y,15m 30s,85.3,      594,28,  2.72
103,z,15m 35s,85.2,      594,20,  3.10
104,A,15m 40s,85.2,      594,22,  2.98
