,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,45.5,      1,48,  3.85
1,B,00m 20s,70.2,      1,17,  4.02
2,C,00m 25s,75.7,      1,34,  4.80
3,D,00m 35s,75.7,      14,75,  3.82
4,E,00m 40s,75.7,      28,56,  4.21
5,F,01m 00s,75.7,      103,52,  8.74
6,G,01m 55s,76.0,      258,63,  7.25
7,H,02m 00s,76.0,      269,74,  7.65
8,I,02m 05s,75.9,      285,77,  5.30
9,J,02m 20s,75.5,      313,69,  6.97
10,K,02m 30s,75.8,      310,66,  7.11
11,L,02m 35s,75.8,      310,61,  6.16
12,M,02m 40s,75.8,      310,55,  7.20
13,N,02m 45s,75.9,      310,54,  7.67
14,O,03m 00s,75.8,      307,49,  8.05
15,P,03m 05s,75.8,      307,47,  7.98
16,Q,03m 10s,75.7,      307,51,  7.84
17,R,03m 15s,75.7,      307,49,  7.53
18,S,03m 20s,75.7,      308,43,  7.45
19,T,03m 25s,75.7,      308,50,  7.08
20,U,03m 30s,75.6,      308,45,  6.25
21,V,04m 00s,75.7,      328,81,  4.61
22,W,04m 05s,75.8,      328,71,  5.39
23,X,04m 10s,75.8,      328,68,  6.41
24,Y,04m 30s,75.9,      342,60,  7.41
25,Z,04m 35s,75.8,      342,47,  7.97
26,a,04m 40s,75.8,      342,50,  7.74
27,b,05m 00s,75.7,      352,69,  7.86
28,c,05m 05s,75.7,      352,65,  7.71
29,d,05m 10s,75.8,      352,64,  7.64
30,e,05m 15s,75.7,      352,62,  7.37
31,f,05m 20s,75.7,      352,72,  7.88
32,g,05m 35s,75.7,      357,80,  7.56
33,h,05m 40s,75.7,      357,69,  8.39
34,i,05m 50s,76.1,      387,69,  7.07
35,j,06m 05s,75.7,      404,61,  7.07
36,k,06m 15s,75.8,      406,54,  7.57
37,l,06m 20s,75.8,      406,44,  7.71
38,m,06m 25s,75.8,      406,47,  7.26
39,n,06m 35s,75.9,      405,51,  7.50
40,o,06m 40s,75.9,      404,52,  7.33
41,p,06m 45s,75.8,      404,56,  7.11
42,q,06m 50s,75.8,      404,56,  6.83
43,r,07m 00s,75.8,      406,47,  7.26
44,s,07m 05s,75.9,      405,46,  7.74
45,t,07m 25s,75.7,      406,46,  7.58
46,u,07m 30s,75.6,      406,44,  8.05
47,v,07m 35s,75.6,      406,42,  7.89
48,w,07m 40s,75.6,      406,53,  8.11
49,x,07m 45s,75.6,      406,53,  7.70
50,y,07m 50s,75.7,      406,44,  8.39
51,z,07m 55s,75.6,      406,40,  8.56
52,A,08m 00s,75.6,      406,53,  7.96
53,B,08m 05s,75.6,      406,51,  7.97
54,C,08m 10s,75.6,      406,45,  6.98
55,D,08m 15s,75.5,      407,54,  7.16
56,E,08m 40s,75.7,      430,37,  5.99
57,F,08m 45s,75.7,      430,38,  5.69
58,G,09m 00s,75.7,      438,40,  5.79
59,H,09m 25s,75.8,      445,38,  7.37
60,I,09m 30s,75.7,      445,36,  6.96
61,J,09m 50s,75.7,      462,60,  7.57
62,K,10m 15s,75.3,      480,52,  6.69
63,L,10m 20s,75.4,      480,54,  7.23
64,M,10m 25s,75.4,      480,58,  6.63
65,N,10m 30s,75.4,      480,61,  6.23
66,O,10m 35s,75.5,      479,52,  6.98
67,P,10m 40s,75.5,      479,52,  6.68
68,Q,10m 45s,75.5,      479,51,  7.05
69,R,10m 50s,75.5,      480,60,  6.32
70,S,10m 55s,75.4,      479,51,  5.72
71,T,11m 00s,75.6,      479,42,  6.10
72,U,11m 05s,75.5,      479,38,  6.05
73,V,11m 35s,75.9,      499,50,  7.21
74,W,11m 50s,76.0,      509,62,  7.35
75,X,11m 55s,75.8,      509,56,  4.85
76,Y,12m 00s,75.6,      509,46,  3.54
77,Z,12m 05s,75.7,      509,50,  3.57
78,a,12m 20s,75.7,      517,45,  5.26
79,b,12m 25s,75.7,      518,57,  4.66
80,c,12m 35s,76.0,      524,60,  6.96
81,d,12m 40s,75.8,      524,54,  5.58
82,e,12m 45s,75.6,      524,31,  3.63
83,f,13m 05s,76.0,      544,50,  8.08
84,g,13m 10s,75.9,      544,53,  7.69
85,h,13m 15s,75.9,      544,50,  8.41
86,i,13m 20s,75.8,      544,53,  7.61
87,j,13m 25s,75.9,      545,49,  7.53
88,k,13m 40s,75.8,      552,59,  7.95
89,l,13m 45s,75.8,      552,68,  7.66
90,m,13m 50s,75.8,      552,59,  6.76
91,n,13m 55s,75.8,      552,49,  7.23
92,o,14m 00s,75.8,      552,40,  6.46
93,p,14m 05s,75.7,      552,42,  5.49
94,q,14m 20s,75.8,      563,66,  5.85
95,r,14m 25s,75.7,      563,62,  5.50
96,s,14m 30s,75.7,      563,62,  6.03
97,t,14m 35s,75.9,      562,66,  6.95
98,u,14m 40s,75.9,      563,59,  7.39
99,v,14m 45s,75.9,      563,61,  7.46
100,w,14m 50s,75.8,      563,58,  7.48
101,x,14m 55s,75.8,      563,59,  7.56
102,y,15m 10s,75.8,      572,52,  8.35
103,z,15m 15s,75.8,      573,49,  7.85
104,A,15m 20s,75.8,      573,51,  7.80
105,B,15m 25s,75.8,      573,47,  7.64
106,C,15m 35s,75.8,      574,48,  7.95
107,D,15m 40s,75.8,      574,47,  8.09
108,E,15m 45s,75.9,      574,40,  8.18
109,F,15m 50s,75.9,      574,38,  8.45
110,G,15m 55s,75.8,      574,39,  8.32
111,H,16m 00s,75.8,      574,38,  7.89
112,I,16m 05s,75.8,      574,44,  7.61
113,J,16m 10s,75.8,      574,45,  7.79
114,K,16m 15s,75.8,      574,51,  7.27
115,L,16m 20s,75.8,      574,64,  6.39
116,M,16m 25s,75.8,      574,62,  6.38
117,N,16m 30s,75.8,      574,48,  6.77
118,O,16m 35s,75.8,      574,59,  7.03
119,P,16m 40s,75.7,      574,47,  7.52
120,Q,16m 45s,75.8,      574,56,  5.80
121,R,16m 50s,75.8,      574,50,  7.06
122,S,16m 55s,75.9,      574,50,  7.76
123,T,17m 00s,75.9,      574,47,  7.67
124,U,17m 05s,75.8,      574,49,  7.45
125,V,17m 10s,75.9,      574,48,  7.29
126,W,17m 15s,75.8,      574,46,  7.07
127,X,17m 20s,75.8,      574,51,  7.12
128,Y,17m 25s,75.8,      574,59,  8.20
129,Z,17m 30s,75.8,      574,58,  7.77
130,a,17m 45s,75.7,      583,55,  6.96
131,b,17m 50s,75.8,      583,66,  7.68
132,c,17m 55s,75.8,      583,75,  7.71
133,d,18m 00s,75.8,      583,76,  7.59
134,e,18m 05s,75.9,      583,70,  8.78
135,f,18m 10s,75.8,      583,66,  8.99
136,g,18m 15s,75.9,      583,67,  8.98
137,h,18m 30s,75.7,      595,72,  8.56
138,i,18m 35s,75.8,      596,64,  8.68
139,j,18m 40s,75.8,      596,58,  8.02
140,k,18m 45s,75.8,      596,58,  7.96
141,l,18m 50s,75.8,      596,61,  8.03
142,m,18m 55s,75.7,      596,64,  7.93
143,n,19m 00s,75.7,      596,68,  7.75
144,o,19m 05s,75.8,      596,67,  7.92
145,p,19m 10s,75.8,      596,70,  8.10
146,q,19m 15s,75.8,      596,68,  8.16
147,r,19m 20s,75.7,      596,74,  7.52
148,s,19m 25s,75.8,      596,77,  7.83
149,t,19m 30s,75.8,      596,76,  7.77
150,u,19m 45s,75.6,      500,49,  6.59
151,v,19m 50s,75.6,      450,46,  6.73
152,w,19m 55s,75.6,      400,48,  6.50
153,x,20m 00s,75.6,      349,46,  7.17
154,y,20m 05s,75.5,      299,43,  7.28
155,z,20m 10s,75.5,      248,41,  6.86
156,A,20m 15s,75.5,      198,38,  6.91
157,B,20m 20s,75.5,      148,34,  7.04
158,C,20m 25s,75.5,      97,32,  8.04
159,D,20m 45s,75.6,      1,54,  9.33
160,E,21m 35s,4.0,      1,81,  1.70
