,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,28.5,      1,181,  7.66
1,B,00m 20s,42.6,      1,179,  6.97
2,C,00m 25s,64.8,      1,172,  7.81
3,D,00m 30s,86.8,      1,169,  8.60
4,E,00m 35s,85.6,      1,161,  7.51
5,F,00m 40s,85.6,      1,166,  8.11
6,G,01m 15s,85.8,      120,169,  6.86
7,H,01m 30s,85.6,      156,160,  4.58
8,I,01m 50s,85.8,      213,147,  8.34
9,J,02m 05s,85.6,      216,143,  8.09
10,K,02m 10s,85.6,      216,144,  7.35
11,L,02m 15s,85.5,      216,140,  7.04
12,M,02m 20s,85.1,      216,135,  7.16
13,N,02m 25s,84.6,      217,142,  7.02
14,O,02m 30s,83.9,      217,146,  6.71
15,P,02m 35s,82.9,      217,145,  6.59
16,Q,02m 40s,81.0,      217,150,  6.43
17,R,02m 46s,78.2,      217,151,  7.16
18,S,03m 00s,75.5,      217,149,  7.91
19,T,03m 05s,75.5,      217,159,  7.54
20,U,03m 10s,75.4,      218,163,  6.85
21,V,03m 15s,75.4,      217,160,  7.24
22,W,03m 20s,75.5,      217,160,  7.74
23,X,03m 25s,75.5,      217,157,  8.05
24,Y,03m 30s,75.4,      217,155,  7.67
25,Z,03m 35s,75.5,      217,155,  8.01
26,a,03m 40s,75.4,      218,159,  7.64
27,b,03m 45s,75.4,      218,166,  7.30
28,c,03m 50s,75.4,      218,161,  7.04
29,d,03m 55s,75.4,      218,156,  7.45
30,e,04m 00s,75.4,      218,164,  7.28
31,f,04m 05s,75.5,      218,159,  7.13
32,g,04m 10s,75.4,      218,156,  6.66
33,h,04m 15s,75.4,      218,155,  6.95
34,i,04m 20s,75.4,      218,150,  7.15
35,j,04m 25s,75.3,      218,151,  7.25
36,k,04m 30s,75.4,      218,158,  6.54
37,l,04m 35s,75.4,      218,148,  6.84
38,m,04m 40s,75.3,      218,158,  7.71
39,n,04m 45s,75.4,      218,164,  6.76
40,o,04m 50s,75.3,      218,160,  6.75
41,p,04m 55s,75.4,      218,159,  6.59
42,q,05m 00s,75.6,      218,168,  6.90
43,r,05m 05s,75.6,      218,171,  7.12
44,s,05m 10s,75.6,      218,166,  7.71
45,t,05m 15s,75.6,      218,150,  7.25
46,u,05m 20s,75.6,      218,147,  7.04
47,v,05m 25s,75.6,      218,153,  6.82
48,w,05m 30s,75.6,      218,155,  7.66
49,x,05m 35s,75.6,      218,156,  7.04
50,y,05m 40s,75.5,      218,171,  6.49
51,z,05m 45s,75.5,      218,170,  6.81
52,A,05m 50s,75.6,      218,191,  6.24
53,B,05m 55s,75.5,      218,173,  6.70
54,C,06m 00s,75.4,      218,164,  6.92
55,D,06m 05s,75.5,      218,161,  6.66
56,E,06m 10s,75.5,      218,179,  6.00
57,F,06m 15s,75.3,      218,195,  5.43
58,G,06m 20s,75.5,      218,185,  5.79
59,H,06m 25s,75.3,      218,157,  5.54
60,I,06m 35s,75.6,      218,164,  6.43
61,J,06m 40s,75.5,      218,148,  6.76
62,K,06m 45s,75.4,      219,163,  6.44
63,L,06m 50s,75.6,      218,166,  6.89
64,M,06m 55s,75.5,      219,169,  6.51
65,N,07m 00s,75.5,      218,167,  6.54
66,O,07m 05s,75.4,      219,173,  5.85
67,P,07m 10s,75.4,      218,168,  6.23
68,Q,07m 15s,75.3,      218,161,  6.25
69,R,07m 20s,75.3,      218,142,  5.63
70,S,07m 25s,75.4,      218,157,  5.91
71,T,07m 30s,75.5,      218,150,  5.37
72,U,07m 35s,75.3,      218,143,  5.03
73,V,07m 40s,75.5,      218,157,  5.85
74,W,07m 45s,75.5,      219,167,  5.77
75,X,07m 50s,75.5,      218,165,  6.16
76,Y,07m 55s,75.5,      218,157,  6.24
77,Z,08m 00s,75.5,      218,153,  6.41
78,a,08m 05s,75.5,      218,146,  6.25
79,b,08m 10s,75.5,      219,154,  6.30
80,c,08m 15s,75.4,      219,150,  6.02
81,d,08m 20s,75.4,      219,149,  5.97
82,e,08m 25s,75.4,      219,155,  5.91
83,f,08m 30s,75.5,      219,158,  6.54
84,g,08m 35s,75.4,      219,154,  6.10
85,h,08m 40s,75.4,      219,159,  6.61
86,i,08m 45s,75.4,      219,159,  6.92
87,j,08m 50s,75.4,      219,175,  6.59
88,k,08m 55s,75.4,      219,152,  5.90
89,l,09m 00s,75.4,      219,166,  6.00
90,m,09m 05s,75.4,      218,155,  5.81
91,n,09m 10s,75.4,      218,152,  6.00
92,o,09m 15s,75.4,      219,159,  6.84
93,p,09m 20s,75.4,      219,172,  6.43
94,q,09m 25s,75.5,      219,171,  6.60
95,r,09m 30s,75.4,      219,179,  6.05
96,s,09m 35s,75.4,      219,181,  5.70
97,t,09m 40s,75.3,      219,183,  5.34
98,u,09m 45s,75.3,      218,168,  5.19
99,v,09m 50s,75.4,      218,165,  5.46
100,w,10m 00s,75.4,      225,170,  4.49
101,x,10m 10s,75.6,      228,154,  5.57
102,y,10m 15s,75.6,      228,161,  5.32
103,z,10m 20s,75.6,      228,169,  5.36
104,A,10m 25s,75.5,      229,185,  4.91
105,B,10m 30s,75.4,      228,188,  3.64
106,C,10m 40s,75.6,      228,159,  5.71
107,D,10m 45s,75.5,      228,175,  5.70
108,E,10m 50s,75.5,      228,166,  6.18
109,F,11m 05s,75.5,      229,142,  6.70
110,G,11m 10s,75.5,      230,139,  6.57
111,H,11m 15s,75.4,      230,147,  5.67
112,I,11m 20s,75.5,      230,145,  5.85
113,J,11m 25s,75.5,      230,150,  5.55
114,K,11m 40s,75.5,      233,183,  4.64
115,L,11m 45s,75.4,      233,163,  5.02
116,M,11m 50s,75.5,      233,159,  6.00
117,N,11m 55s,75.6,      233,158,  6.48
118,O,12m 00s,75.5,      233,156,  7.20
119,P,12m 05s,75.5,      233,158,  7.52
120,Q,12m 10s,75.5,      233,147,  6.92
121,R,12m 15s,75.5,      233,163,  6.55
122,S,12m 20s,75.5,      233,165,  6.38
123,T,12m 25s,75.5,      233,163,  7.00
124,U,12m 30s,75.6,      233,163,  6.94
125,V,12m 35s,75.5,      233,161,  6.45
126,W,12m 40s,75.5,      233,168,  7.14
127,X,12m 45s,75.6,      233,166,  7.52
128,Y,12m 50s,75.6,      233,162,  7.39
129,Z,12m 55s,75.5,      233,163,  7.39
130,a,13m 00s,75.5,      233,158,  7.26
131,b,13m 05s,75.5,      233,156,  7.13
132,c,13m 10s,75.5,      233,160,  7.15
133,d,13m 15s,75.5,      233,160,  7.34
134,e,13m 20s,75.5,      233,159,  7.60
135,f,13m 25s,75.5,      233,159,  7.47
136,g,13m 30s,75.5,      233,155,  7.23
137,h,13m 35s,75.5,      233,151,  7.67
138,i,13m 40s,75.6,      233,156,  7.73
139,j,13m 45s,75.5,      233,155,  7.15
140,k,13m 50s,75.5,      233,154,  7.22
141,l,13m 55s,75.5,      233,154,  7.14
142,m,14m 00s,75.5,      233,154,  6.90
143,n,14m 05s,75.5,      233,155,  6.52
144,o,14m 10s,75.6,      233,158,  6.47
145,p,14m 15s,75.5,      233,151,  6.95
146,q,14m 20s,75.6,      233,152,  6.84
147,r,14m 25s,75.5,      233,156,  7.01
148,s,14m 30s,75.5,      233,161,  6.99
149,t,14m 35s,75.5,      233,163,  7.13
150,u,14m 40s,75.5,      233,163,  7.04
151,v,14m 45s,75.5,      233,162,  6.91
152,w,14m 50s,75.5,      233,154,  6.78
153,x,14m 55s,75.5,      233,152,  6.20
154,y,15m 00s,75.5,      233,154,  6.79
155,z,15m 05s,75.5,      233,154,  6.65
156,A,15m 10s,75.5,      233,153,  6.79
157,B,15m 15s,75.5,      233,159,  7.03
158,C,15m 20s,75.5,      233,152,  6.95
159,D,15m 25s,75.5,      233,155,  6.80
160,E,15m 30s,75.5,      233,156,  6.65
161,F,15m 35s,75.5,      233,156,  6.70
162,G,15m 40s,75.5,      233,151,  6.70
163,H,15m 45s,75.5,      233,151,  6.73
164,I,15m 50s,75.5,      233,152,  6.38
165,J,15m 55s,75.5,      233,151,  6.14
166,K,16m 00s,75.6,      233,152,  6.48
167,L,16m 05s,75.5,      233,159,  6.48
168,M,16m 10s,75.4,      233,158,  6.35
169,N,16m 15s,75.4,      233,155,  6.13
170,O,16m 20s,75.5,      233,156,  6.23
171,P,16m 25s,75.5,      233,158,  6.22
172,Q,16m 30s,75.6,      233,162,  6.17
173,R,16m 35s,75.6,      233,161,  5.99
174,S,16m 40s,75.5,      233,161,  5.87
175,T,16m 45s,75.5,      233,160,  5.77
176,U,16m 50s,75.5,      233,162,  5.61
177,V,16m 55s,75.5,      233,160,  5.56
178,W,17m 00s,75.5,      233,161,  6.12
179,X,17m 05s,75.5,      233,161,  6.32
180,Y,17m 10s,75.5,      233,158,  6.03
181,Z,17m 15s,75.5,      233,157,  6.25
182,a,17m 20s,75.5,      233,165,  6.03
