,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 15s,7.5,      1,172,  1.84
1,B,00m 20s,16.6,      1,186,  1.59
2,C,00m 25s,33.7,      2,183,  2.58
3,D,00m 30s,52.0,      2,183,  2.12
4,E,00m 40s,81.4,      2,247,  3.41
5,F,00m 50s,80.4,      44,174,  2.57
6,G,00m 55s,80.5,      70,201,  2.55
7,H,01m 00s,80.6,      95,233,  2.83
8,I,01m 15s,80.6,      212,197,  2.17
9,J,01m 25s,80.5,      231,264,  4.22
10,K,01m 30s,79.7,      231,257,  4.15
11,L,01m 35s,78.7,      231,245,  3.99
12,M,01m 40s,77.1,      231,247,  3.79
13,N,01m 45s,75.4,      231,243,  3.62
14,O,02m 00s,74.2,      229,244,  3.64
15,P,02m 05s,73.2,      229,246,  4.06
16,Q,02m 10s,72.2,      229,256,  4.53
17,R,02m 15s,71.2,      229,256,  4.24
18,S,02m 30s,70.7,      235,253,  4.23
19,T,02m 35s,70.6,      235,268,  2.80
20,U,02m 40s,70.5,      235,253,  2.91
21,V,02m 45s,70.7,      236,256,  4.44
22,W,02m 55s,70.8,      241,256,  2.40
23,X,03m 00s,70.8,      241,247,  3.20
24,Y,03m 05s,70.7,      241,251,  3.30
25,Z,03m 10s,70.8,      241,247,  3.56
26,a,03m 15s,70.8,      241,242,  3.36
27,b,03m 20s,70.7,      241,234,  3.10
28,c,03m 25s,70.7,      241,233,  3.26
29,d,03m 30s,70.8,      241,243,  3.12
30,e,03m 45s,70.8,      243,239,  2.86
31,f,03m 50s,70.7,      243,247,  3.43
32,g,03m 55s,70.7,      243,246,  3.43
33,h,04m 00s,70.7,      243,241,  3.60
34,i,04m 05s,70.7,      243,237,  3.20
35,j,04m 10s,70.6,      243,238,  2.92
36,k,04m 25s,70.7,      244,249,  2.78
37,l,04m 30s,70.7,      244,244,  3.00
38,m,04m 35s,70.8,      244,248,  2.64
39,n,04m 40s,70.7,      244,249,  2.40
40,o,04m 45s,70.8,      244,243,  2.70
41,p,04m 50s,70.8,      244,239,  2.91
42,q,04m 55s,70.8,      244,225,  3.43
43,r,05m 00s,70.8,      244,233,  3.37
44,s,05m 05s,70.8,      244,226,  3.27
45,t,05m 10s,70.7,      244,232,  3.10
46,u,05m 15s,70.7,      244,247,  3.07
47,v,05m 20s,70.6,      244,251,  2.96
48,w,05m 25s,70.6,      244,250,  2.53
49,x,05m 30s,70.7,      244,245,  1.82
50,y,05m 35s,70.7,      244,243,  1.59
51,z,05m 40s,70.7,      244,236,  2.04
52,A,05m 45s,70.7,      244,219,  2.07
53,B,05m 50s,70.8,      244,237,  2.21
54,C,06m 00s,70.8,      250,263,  2.05
55,D,06m 05s,70.7,      250,272,  2.81
56,E,06m 10s,70.7,      250,270,  2.94
57,F,06m 15s,70.6,      250,267,  3.10
58,G,06m 20s,70.7,      250,264,  2.48
59,H,06m 25s,70.7,      250,267,  2.49
60,I,06m 30s,70.7,      250,269,  2.68
61,J,06m 35s,70.7,      250,275,  2.33
62,K,06m 40s,70.7,      250,273,  3.31
63,L,06m 45s,70.8,      251,269,  3.83
64,M,06m 50s,70.7,      254,250,  3.10
65,N,06m 55s,70.8,      256,249,  3.16
66,O,07m 00s,70.9,      257,237,  3.19
67,P,07m 05s,70.8,      259,208,  3.27
68,Q,07m 10s,70.7,      259,222,  3.65
69,R,07m 15s,70.7,      259,227,  3.48
70,S,07m 20s,70.6,      259,216,  2.92
