,logLetter,flightTime,altitude,homeDistance,windDirection,windSpeed
0,A,00m 20s,17.9,      1,26,  3.44
1,B,00m 25s,42.9,      2,45,  4.01
2,C,00m 30s,67.9,      2,75,  4.52
3,D,00m 35s,85.2,      2,94,  5.11
4,E,01m 15s,85.1,      282,53,  4.80
5,F,01m 40s,85.4,      276,45,  5.50
6,G,01m 45s,85.4,      277,32,  6.48
7,H,01m 50s,84.7,      277,38,  6.10
8,I,01m 55s,83.2,      276,43,  5.80
9,J,02m 00s,81.3,      277,40,  5.78
10,K,02m 05s,79.2,      277,38,  5.58
11,L,02m 10s,76.8,      276,39,  5.32
12,M,02m 15s,76.1,      276,38,  5.88
13,N,02m 30s,75.6,      276,48,  6.01
14,O,02m 35s,75.6,      276,45,  5.93
15,P,02m 40s,75.5,      276,39,  5.30
16,Q,02m 45s,75.7,      276,44,  5.36
17,R,02m 50s,75.5,      276,43,  5.34
18,S,02m 55s,75.7,      276,46,  5.58
19,T,03m 00s,75.7,      276,41,  5.53
20,U,03m 05s,75.6,      276,37,  5.55
21,V,03m 10s,75.6,      276,38,  5.79
22,W,03m 20s,75.6,      276,43,  5.41
23,X,03m 25s,75.6,      276,45,  4.90
24,Y,03m 30s,75.6,      276,43,  5.11
25,Z,03m 35s,75.6,      276,42,  5.15
26,a,03m 40s,75.6,      276,45,  4.94
27,b,03m 45s,75.6,      276,48,  4.79
28,c,03m 50s,75.6,      276,47,  4.98
29,d,03m 55s,75.6,      276,46,  4.89
30,e,04m 00s,75.5,      276,46,  4.88
31,f,04m 05s,75.6,      276,45,  4.98
32,g,04m 10s,75.6,      276,52,  4.85
33,h,04m 15s,75.6,      276,50,  4.72
34,i,04m 20s,75.6,      276,50,  4.65
35,j,04m 25s,75.6,      276,56,  4.98
36,k,04m 30s,75.6,      276,55,  5.23
37,l,04m 35s,75.6,      276,55,  4.85
38,m,04m 40s,75.6,      276,61,  4.90
39,n,04m 45s,75.6,      276,58,  4.91
40,o,04m 50s,75.6,      276,64,  5.83
41,p,04m 55s,75.5,      276,61,  5.34
42,q,05m 00s,75.6,      276,66,  5.72
43,r,05m 05s,75.6,      276,61,  6.02
44,s,05m 10s,75.6,      276,63,  6.10
45,t,05m 15s,75.6,      276,63,  6.07
46,u,05m 20s,75.6,      276,56,  6.16
47,v,05m 25s,75.6,      276,56,  5.98
48,w,05m 30s,75.6,      276,58,  5.71
49,x,05m 35s,75.6,      276,69,  4.91
50,y,05m 40s,75.6,      276,74,  5.24
51,z,05m 45s,75.6,      276,67,  5.51
52,A,05m 50s,75.6,      276,66,  4.91
53,B,05m 55s,75.6,      276,49,  5.39
54,C,06m 00s,75.6,      276,56,  6.06
55,D,06m 05s,75.6,      276,58,  6.31
56,E,06m 10s,75.6,      276,53,  6.16
57,F,06m 15s,75.7,      276,53,  5.62
58,G,06m 20s,75.6,      276,65,  4.92
59,H,06m 25s,75.5,      276,50,  4.55
60,I,06m 30s,75.7,      276,54,  5.42
61,J,06m 35s,75.6,      276,47,  6.36
62,K,06m 40s,75.6,      276,55,  6.58
63,L,06m 45s,75.5,      276,43,  6.25
64,M,06m 50s,75.6,      276,40,  6.25
65,N,06m 55s,75.5,      276,42,  5.80
66,O,07m 00s,75.6,      276,39,  6.08
67,P,07m 05s,75.5,      276,44,  5.58
68,Q,07m 10s,75.5,      276,45,  5.40
69,R,07m 15s,75.5,      276,52,  5.12
70,S,07m 20s,75.5,      276,48,  4.96
71,T,07m 25s,75.5,      276,51,  4.93
72,U,07m 30s,75.5,      276,45,  5.14
73,V,07m 35s,75.5,      276,38,  4.86
74,W,07m 40s,75.7,      276,44,  4.78
75,X,07m 45s,75.6,      276,44,  4.57
76,Y,07m 50s,75.6,      276,49,  4.73
77,Z,07m 55s,75.6,      276,55,  5.03
78,a,08m 00s,75.6,      276,42,  4.74
79,b,08m 05s,75.6,      276,33,  4.67
80,c,08m 10s,75.6,      276,25,  5.61
81,d,08m 15s,75.6,      276,31,  5.76
82,e,08m 20s,75.6,      276,45,  4.90
83,f,08m 30s,75.6,      272,33,  4.99
84,g,08m 35s,75.7,      272,35,  5.07
85,h,08m 40s,75.5,      272,32,  5.14
86,i,08m 45s,75.7,      272,49,  5.99
87,j,08m 50s,75.6,      272,45,  6.39
88,k,08m 55s,75.7,      272,41,  6.54
89,l,09m 00s,75.6,      272,33,  6.43
90,m,09m 05s,75.6,      272,26,  6.20
91,n,09m 10s,75.5,      272,32,  5.76
92,o,09m 15s,75.6,      272,41,  6.35
93,p,09m 20s,75.7,      272,47,  6.28
94,q,09m 25s,75.6,      272,46,  5.85
95,r,09m 30s,75.6,      272,48,  6.05
96,s,09m 35s,75.6,      272,36,  6.33
97,t,09m 40s,75.6,      272,40,  6.01
98,u,09m 45s,75.6,      272,45,  6.21
99,v,09m 50s,75.6,      272,46,  6.14
100,w,09m 55s,75.5,      272,38,  6.04
101,x,10m 00s,75.6,      272,41,  6.17
102,y,10m 05s,75.6,      272,39,  6.53
103,z,10m 10s,75.5,      272,40,  6.33
104,A,10m 15s,75.5,      272,34,  6.41
105,B,10m 20s,75.6,      272,39,  5.84
106,C,10m 25s,75.5,      272,39,  6.19
107,D,10m 30s,75.6,      272,36,  6.44
108,E,10m 35s,75.5,      272,36,  6.24
