flight,clip_type,clip_start_vid,clip_start_log,launch_lat,launch_lon,launch_alt,clip_start_lat,clip_start_lon,clip_start_ascent,launch-group_bear
055-01,first,97000.0,95100.0,0.297835847656255,36.8800340600574,1737.6509345048355,0.296682564508362,36.8814029842268,75.3000024096,129.92412819946887
055-02,first,164000.0,162200.0,0.297830024171167,36.8800306331347,1737.669855405424,0.296495697673201,36.8816134874052,85.1000027232,129.9413107287715
056-01,first,113000.0,109666.66666666667,0.308055157789741,36.87938533959,1768.0911210789204,0.312545567049873,36.8806312158507,86.000002752,15.606026218060602
056-02,first,163000.0,159966.66666666666,0.308060944727566,36.8793883165238,1768.0571854778357,0.312685697935573,36.8809290291146,95.40000305280002,18.54067946745574
057-01,first,123000.0,122050.0,0.337535482694552,36.9089563919775,1646.9645302028634,0.335024425448252,36.9070586463464,65.60000209920001,217.26518053541236
058-01,first,94000.0,91250.0,0.369658540078203,36.9022765343548,1684.600029507198,0.370790557778675,36.903919586331,75.8000024256,55.61324034472287
058-02,first,113000.0,109300.0,0.369655087204526,36.9022756243038,1684.6056447073877,0.371263745494409,36.9031421039926,74.9000023968,28.46892241221152
059-01,first,109000.0,105950.0,0.363246666130954,36.8963133520246,1743.0154366765055,0.361043844893309,36.8945894822351,75.2000024064,218.23217035659297
059-02,first,123000.0,117350.0,0.363247887580296,36.8963320487131,1742.843927871015,0.361155260030062,36.8949258605989,85.4000027328,214.0778657848053
061-01,first,123000.0,120333.33333333333,0.337732070708597,36.9091319646768,1647.7289345273205,0.336078542950969,36.9075162892999,80.500002576,224.528521515802
061-02,first,6000.0,141300.0,0.337741537660507,36.9091318725579,1647.7728798287417,0.335160007170344,36.9075544916914,84.4000027008,211.59703749442122
061-03,first,149000.0,144350.0,0.337736682762847,36.9091308215055,1647.751761728067,0.335157202337117,36.9077719014402,75.2000024064,207.93971802839778
062-01,first,263000.0,260500.0,0.373306088813285,36.9148113909823,1643.0310584770057,0.374786639965601,36.9168255437759,75.60000241920001,53.864240289636925
062-02,first,26000.0,142300.0,0.373279819973254,36.914809951787,1643.1383582804294,0.375738378076939,36.9163252414768,75.4000024128,31.81848020296376
062-03,first,195000.0,201700.0,0.37328312654905,36.9148256315233,1643.1307898801738,0.375734379678097,36.9166378203044,76.000002432,36.65872217372966
063-01,first,335000.0,341300.0,0.313740210429078,36.8862270917646,1779.2964436374762,0.311875845895435,36.8841367570238,65.40000209280001,228.4609797542123
063-02,first,206000.0,199400.0,0.313731088879726,36.8862339340429,1779.279842136963,0.311869345287715,36.8841448128072,65.60000209920001,228.48447208833457
063-03,first,158000.0,161450.0,0.313732350786408,36.8862372212019,1779.2882649372166,0.311879760674033,36.8841643298665,65.60000209920001,228.4028356712679
064-01,first,158000.0,142650.0,0.307541905614578,36.8794045357607,1770.496882855896,0.310889195899609,36.8825867346284,65.40000209280001,43.743422748406815
064-02,first,219000.0,290500.0,0.307546690561438,36.8794027614603,1770.467219754948,0.310463950048602,36.8830741200474,65.8000021056,51.71625003952228
064-03,first,200000.0,196250.0,0.307535375647923,36.8794069942605,1770.5372880571988,0.310462241946153,36.8830975536655,65.60000209920001,51.7699763376905
065-01,first,223000.0,243900.0,0.30754933754041,36.8794063879839,1770.4373125540058,0.311853019588267,36.8788310214828,66.20000211840001,352.3345860925781
065-02,first,204000.0,212400.0,0.307529460022083,36.8793965965448,1770.6106523595429,0.311850533708117,36.8788277680373,65.7000021024,352.4508243289024
065-03,first,167000.0,164550.0,0.307534436341555,36.8793866441519,1770.603328159317,0.311857424398261,36.8788255493297,65.500002096,352.5555625637761
066-01,first,246000.0,253500.0,0.313743121252111,36.884666560767,1778.7794758209488,0.313551883150427,36.8875624813916,80.30000256960001,93.75298848280644
066-02,first,173000.0,168000.0,0.31373575603036,36.8846557224377,1778.747981719924,0.31629783563695,36.8886485436826,80.6000025792,57.48713628242076
066-03,first,140000.0,286500.0,0.313738985303065,36.8846545645997,1778.7610432203542,0.315411630278889,36.8890119075953,81.000002592,69.12793072637918
067-01,first,84000.0,92800.0,0.334221223081991,36.9066009199749,1640.1893835860512,0.333265883685932,36.9047843233087,75.7000024224,242.41817684309711
068-01,first,184000.0,192800.0,0.376748526489685,36.9245188346447,1626.9415803621375,0.373849587035857,36.9240677198016,75.0000024,188.90354049774842
068-02,first,157000.0,151166.66666666666,0.376744344856793,36.9245242643659,1626.965628262896,0.373851306764013,36.9240976467009,75.8000024256,188.44412583770102
068-03,first,247000.0,250550.0,0.376730013289471,36.9245185374987,1627.0011506640278,0.373665734199305,36.9242998610607,75.500002416,184.10921190258563
069-01,first,110000.0,128000.0,0.364623896351047,36.8985401008385,1716.383844024268,0.365783704014617,36.900955296542,50.9000016288,64.49848624424928
070-01,first,402000.0,398700.0,0.354614112996047,36.8888804864309,1771.589167990854,0.355961956994305,36.8817552361321,85.30000272960001,280.64191335164105
070-02,first,191000.0,248900.0,0.354611627413091,36.8888859478235,1771.5878252908012,0.3559039662576,36.8817404178107,86.4000027648,280.1847101369309
070-03,first,211000.0,205100.0,0.354608992782676,36.8888860927144,1771.582820390646,0.355907671597157,36.8817438707616,85.30000272960001,280.23826056746947
071-01,first,68000.0,64100.0,0.364634566177088,36.8985610572899,1716.270684820655,0.364818966287931,36.9000933970697,65.500002096,83.18344355298025
071-02,first,150000.0,146950.0,0.364632014434235,36.8985506661415,1716.3523498232685,0.364497155400338,36.8994688056981,60.4000019328,98.30103024135151
071-03,first,126000.0,141400.0,0.364625195179059,36.8985553406076,1716.241143819722,0.364496929992962,36.8993463931377,60.600001939200006,99.14963911110863
072-01,first,133000.0,146200.0,0.364685964670322,36.9257815025477,1628.4055697089816,0.367059560275846,36.9276303827518,65.10000208320001,38.102469149016635
072-02,first,129000.0,136800.0,0.36469246582622,36.925784649289,1628.44011561007,0.367581789033269,36.9285954439445,65.2000020864,44.40247217791624
073-01,first,68000.0,101000.0,0.335867975363846,36.9072025017467,1643.1150427796897,0.334263062585434,36.9068877387952,64.8000020736,191.16899424942545
073-02,first,95000.0,180300.0,0.335856807027793,36.9071987056091,1643.1154089796987,0.334169369212707,36.9068865470354,65.90000210880001,190.54952215277336
074-01,first,0.0,119050.0,0.341404254782829,36.9110343736684,1645.2451698478292,0.337956597059276,36.9088966656176,81.7000026144,211.97300072279674
074-02,first,185000.0,188600.0,0.341420150146681,36.9110502635272,1645.1146766436802,0.337847284139577,36.9088227310639,80.7000025824,212.1143934540598
074-03,first,156000.0,146450.0,0.341419678436308,36.9110526457055,1645.087577042802,0.337848593851672,36.90882226393,80.9000025888,212.16025606690832
075-01,first,189000.0,192266.66666666666,0.353936662956496,36.9197220823453,1671.8982469007558,0.355671042235338,36.9179971223312,70.40000225280001,314.9641455662897
075-02,first,147000.0,127700.0,0.353937386374985,36.9197217292131,1671.9049607009424,0.355399896594712,36.9180304697947,70.8000022656,310.6617257960074
076-01,first,190000.0,194150.0,0.352821033222062,36.8834155343048,1768.5715897942928,0.356819288715339,36.8854827142326,80.6000025792,27.496737009268365
077-01,first,92000.0,70050.0,0.349714655687199,36.8934929030363,1764.9834548794822,0.347721694731581,36.8947417631194,85.00000272,147.754346354088
078-01,first,150000.0,175400.0,0.347650901343863,36.8999728501534,1741.3106026219389,0.341540583249326,36.9000308852183,40.400001292800006,179.45217059629843
078-02,first,178000.0,193100.0,0.347648891772838,36.8999819809218,1741.3977608247314,0.341468116505755,36.9033280269607,50.7000016224,151.40951682227538
078-03,first,320000.0,330000.0,0.347654664111624,36.8999844132948,1741.526789128869,0.342218899774728,36.9055280276536,50.3000016096,134.24533963582988
079-01,first,97000.0,94250.0,0.347646928603454,36.8999838537258,1741.3897041244825,0.344925200497904,36.8994404020307,40.8000013056,191.3657604191786
079-02,first,165000.0,162200.0,0.347652618187613,36.8999803424081,1741.438654326028,0.344015584032929,36.90513002932,50.20000160640001,125.05149194486879
080-01,first,83000.0,85200.0,0.347663813965073,36.8999723127573,1741.5209297286804,0.341826073241112,36.9008675517513,30.500000976,171.22371299651815
080-02,first,197000.0,236200.0,0.347662780231398,36.8999664764931,1741.426691425656,0.341444155199917,36.9007534056765,20.500000656,172.73994138258576
080-03,first,74000.0,212700.0,0.347663061788932,36.8999666039108,1741.4331612258532,0.340807584916759,36.9005873973243,20.7000006624,174.7911410479017
081-01,first,143000.0,147200.0,0.350441039084263,36.8961506877719,1765.4211990934814,0.349991436488517,36.8931332689925,80.500002576,261.5809141380775
081-02,first,135000.0,128266.66666666667,0.350453079881089,36.8961519396905,1765.4362136939424,0.347557531056103,36.8947260814523,90.9000029088,206.36948189737993
081-03,first,253000.0,259650.0,0.350444270729046,36.8961421725882,1765.4334060938784,0.346842610389546,36.8956164288933,80.6000025792,188.35998732556283
082-01,first,187000.0,186000.0,0.355954748247551,36.8882760479037,1775.12774230408,0.355588010301568,36.8832431072028,90.3000028896,265.8601014936683
082-02,first,21000.0,278600.0,0.355961705764353,36.8882905127553,1775.129939604171,0.355979158009348,36.8816602697161,95.40000305280002,270.1498285533579
082-03,first,299000.0,304900.0,0.355951684197922,36.8882828172022,1775.115291203689,0.356124639551022,36.8807642434631,95.500003056,271.3090153754953
083-01,first,67000.0,151200.0,0.350323561728701,36.897329502201,1765.3914138925186,0.353696141021598,36.8929067335501,85.500002736,307.1424506410792
083-02,first,146000.0,142950.0,0.350327694803198,36.8973392395742,1765.4033767929209,0.354447400723622,36.8922585163165,84.9000027168,308.84929056457247
083-03,first,180000.0,190900.0,0.350320743288488,36.8973220922401,1765.3832351922592,0.352547314628621,36.8923772242889,85.1000027232,294.0977139217143
084-01,first,397000.0,395050.0,0.339158568124663,36.9100273397204,1646.2677528805764,0.337163802670596,36.9082487686535,76.7000024544,221.9115470727872
084-02,first,67000.0,120100.0,0.339158783600354,36.9100267976969,1646.2723915807223,0.337114660244865,36.90858606892,70.40000225280001,215.357708272495
084-03,first,61000.0,133500.0,0.339149278723249,36.9100263847798,1646.277640580872,0.337061285291667,36.9086399177579,71.40000228480001,213.7620275730397
085-01,first,141000.0,144550.0,0.318385180997961,36.9028652066502,1690.2023245864666,0.315235152360259,36.9021797245151,95.7000030624,192.35683661080333
085-02,first,199000.0,167050.0,0.318392360766979,36.9028571243534,1690.2538382881128,0.315225185478287,36.9026512797116,99.9000031968,183.74353534452516
085-03,first,155000.0,158350.0,0.318390080326857,36.9028633134091,1690.1989065863634,0.315171029542375,36.9026956842466,90.2000028864,183.00094090153002
086-01,first,78000.0,143750.0,0.311969847151728,36.9075262137814,1648.5575478538449,0.315007874488674,36.9079208045148,75.10000240320001,7.449572167796206
087-01,first,140000.0,142850.0,0.33952905666717,36.901874212627,1679.5321582450335,0.336108000597843,36.904852961371,75.0000024,138.7633846882974
087-02,first,123000.0,112450.0,0.339525670965259,36.9018762227473,1679.5093310442874,0.336097815047931,36.905052585482,75.500002416,136.98938793051292
087-04,first,184000.0,153800.0,0.339542626219429,36.9018919035098,1679.5676807461705,0.336183338584733,36.9049894757039,75.60000241920001,137.12974527487393
087-05,first,184000.0,186650.0,0.339545429692918,36.9018928130373,1679.5809863465947,0.334708966578419,36.9057976189413,75.4000024128,140.89594758156102
088-01,first,111000.0,105900.0,0.343862359884498,36.9119996884765,1641.184500717906,0.340987717166402,36.911563990126,81.40000260480001,188.67555125372496
088-02,first,164000.0,158750.0,0.343845130038142,36.9119785944661,1641.383841624268,0.341020602746784,36.9121585383217,80.4000025728,176.3303151195122
088-03,first,211000.0,192450.0,0.343868248063327,36.9120001450413,1641.2123328188077,0.340263278611242,36.912354366525,80.4000025728,174.35069894395056
089-01,first,114000.0,117700.0,0.353929173760132,36.9196977688534,1672.076469506433,0.355439992174271,36.9182848174273,70.2000022464,316.7256627732711
089-02,first,148000.0,156300.0,0.353940618264147,36.9196895453993,1672.2061082105793,0.355183960145739,36.9182131229769,70.2000022464,309.9128308383961
090-01,first,297000.0,295100.0,0.368476612675007,36.9024155218666,1683.7589649802778,0.367803324451015,36.9038189919897,80.4000025728,115.47917428500507
090-02,first,137000.0,133900.0,0.368492381332563,36.9024418854675,1683.5162892725086,0.365346493631311,36.9034047371103,80.00000256,162.8747233896069
090-03,first,173000.0,175500.0,0.368472475539338,36.9024080425,1683.8281788825,0.364848258545227,36.902056263657,80.30000256960001,185.58097096969252
091-01,first,149000.0,152250.0,0.0376306236020058,36.8793436973862,1827.366513575732,0.0317461396624981,36.8820465484305,74.1000023712,155.1835280462612
092-01,first,209000.0,206500.0,0.0544827843356574,36.8785972743596,1824.0928317709825,0.0516238052629622,36.8753924865435,85.9000027488,228.45506028349806
093-01,first,154000.0,158966.66666666666,0.08051374837988,36.8784515384398,1808.9104582851216,0.0753212642184723,36.8794901858148,85.80000274560001,168.6142307184296
093-02,first,146000.0,148550.0,0.0805171792151542,36.878448521875,1808.9251066856043,0.0765958904934504,36.8792047263686,85.7000027424,169.0129687785667
093-03,first,129000.0,116450.0,0.0805026343895607,36.8784551592191,1808.8856779843447,0.0775899597037245,36.8786600393112,95.00000304,175.94936855954532
094-01,first,138000.0,135050.0,0.0316368636105516,36.8844107867753,1803.4414639101224,0.0289789272563057,36.8886730992173,85.80000274560001,121.77472549907793
094-02,first,234000.0,230100.0,0.0316474924378896,36.8843907971188,1803.515194412476,0.0284565940495159,36.8895495151923,90.3000028896,121.56673657782697
094-03,first,313000.0,309200.0,0.0316402410707534,36.8844013361,1803.4739347111704,0.0288904503460266,36.888893829677,89.500002864,121.29910542758375
094-04,first,154000.0,201200.0,0.0316484361460581,36.8843831482351,1803.5387540132408,0.0283993028904888,36.8896378960394,90.4000028928,121.55758498438894
095-01,first,113000.0,104500.0,0.0736399395050219,36.872375474637,1819.2178316149823,0.0693220082127125,36.8694857193014,84.80000271360001,213.97032502668256
095-02,first,170000.0,145550.0,0.073646929215256,36.8723710994849,1819.2102633147315,0.070299074317039,36.8718718189906,85.500002736,188.53857814714868
096-01,first,136000.0,128433.33333333333,0.0065460978706481,36.900322111063,1803.9331632258531,0.0123688185164208,36.9027170768135,75.7000024224,22.49375672393428
096-02,first,181000.0,156900.0,0.0065432115203173,36.9003265759097,1803.9415860261372,0.0137729741686387,36.9018970407837,75.500002416,12.33559607610263
097-01,first,170000.0,153550.0,0.0460924952797725,36.8669167414337,1825.0848973027223,0.052923105155035,36.8664839386216,120.8000038656,356.3500902691385
098-01,first,105000.0,181600.0,0.0461417934691011,36.866934713841,1824.9675876989572,0.0362280121676385,36.8702757982369,120.2000038464,161.25867712815065
099-01,first,226000.0,210050.0,0.0769798738016295,36.8736590285058,1814.7492035719667,0.0704204097047528,36.8697808256499,120.8000038656,210.76203711437202
100-01,first,140000.0,139000.0,0.0615054789033151,36.8727211848894,1822.4262058176369,0.0698262615044656,36.8725377054085,120.8000038656,358.72828024934796
101-01,first,245000.0,247300.0,0.305868263980141,36.8800455250839,1776.0447345334396,0.307896964196992,36.8833698393491,81.000002592,58.77638640665948
101-02,first,244000.0,282600.0,0.305852618822439,36.8800473867793,1776.043513833397,0.308075089288746,36.8836256531663,59.000001888,58.32732804525415
101-03,first,161000.0,158850.0,0.305856189479275,36.8800514853307,1776.0363117331551,0.308402776309569,36.8838128984667,59.700001910400005,56.078890619760195
102-01,first,145000.0,110500.0,0.289297467526587,36.8890189209124,1714.1130919516283,0.288828732002485,36.8860071463956,80.1000025632,261.21196696270226
102-02,first,311000.0,314950.0,0.289292858972746,36.8890121155482,1714.1068663514302,0.288841435644605,36.884723719117,81.000002592,264.030690609283
103-01,first,147000.0,144750.0,0.379005664494746,36.9222657050561,1621.073538174354,0.377517672533783,36.9240736149887,75.3000024096,129.2678361033
103-02,first,119000.0,116300.0,0.379001475937068,36.9222477791967,1621.1195586758208,0.377255483003769,36.9237252381705,70.500002256,139.5728483505272
103-03,first,130000.0,132800.0,0.378999676727094,36.9222540794807,1621.098684675171,0.376509010965222,36.9231774964554,70.40000225280001,159.53233477941686
104-01,first,129000.0,126700.0,0.353886341316019,36.8971847364538,1769.5814775266188,0.353047324426323,36.8930784929171,120.500003856,258.52692558195724
