flight,clip_type,clip_start_vid,clip_start_log,launch_lat,launch_lon,launch_alt,clip_start_lat,clip_start_lon,clip_start_ascent,launch-group_bear
104-02,first,156000.0,265200.0,0.353883883722921,36.8971746120611,1769.559626925921,0.352674607075149,36.8920275672348,100.500003216,256.86359394654096
104-03,first,144000.0,187800.0,0.353883705281573,36.897190488209,1769.5913652269146,0.352814195221792,36.8920298083245,101.000003232,258.36768231077315
105-01,first,136000.0,133050.0,0.354428186657923,36.9190286094298,1675.6132128196125,0.350703448408467,36.9172259534165,90.6000028992,205.976315469584
105-02,first,215000.0,208950.0,0.354429987637012,36.9190253468193,1675.6241991199668,0.350196867992769,36.9179382613835,80.1000025632,194.4953307819527
106-01,first,178000.0,70400.0,0.35443669083866,36.9190213639004,1675.660942321146,0.3566273860065,36.9182900866836,90.7000029024,341.42488732529574
106-02,first,138000.0,136100.0,0.35443256123799,36.9190148938337,1675.6429979205705,0.356093427076115,36.9182403515189,85.60000273920001,334.85077690059103
106-03,first,121000.0,119100.0,0.354431390300643,36.919023185496,1675.6326220202557,0.356178405041585,36.9181786946309,85.1000027232,334.05063522680666
107-01,first,294000.0,296500.0,0.376646726204369,36.9241177423292,1626.580984650595,0.375466059215403,36.9262847500605,85.80000274560001,118.42233013077957
107-02,first,126000.0,123350.0,0.376647462063114,36.9241029267933,1626.5571809498356,0.375351978445316,36.9263752276897,65.500002096,119.5235430042516
107-03,first,127000.0,123550.0,0.376626521026842,36.924128817184,1626.6559358529908,0.375231850941815,36.9265115771069,65.3000020896,120.17420078491726
108-01,first,178000.0,180100.0,0.376626142536857,36.9241221873707,1626.6473909527224,0.380530950840191,36.9217327856013,89.70000287040001,328.36598119564326
109-01,first,244000.0,247350.0,0.358282826570868,36.8932395425643,1768.1076004794488,0.355324009684388,36.8880211663157,120.8000038656,240.61115717004134
109-02,first,361000.0,359200.0,0.358280795309746,36.8932378590529,1768.120417879854,0.356217645754758,36.8872981395384,100.6000032192,250.96407405747726
110-01,first,158000.0,161150.0,0.350523544199933,36.8971066819657,1765.97393351117,0.354151524427361,36.8898798293427,120.3000038496,296.50374554401037
110-02,first,162000.0,147900.0,0.350524159660364,36.8971100373263,1765.9756424112322,0.353993842984067,36.888642746896,121.60000389120002,292.14829237073127
110-03,first,216000.0,218350.0,0.350525242907766,36.8971299332301,1765.9788163113108,0.353796888496992,36.8886353835624,110.500003536,290.93564970302384
110-04,first,226000.0,200533.33333333334,0.350519686837686,36.8971295665923,1765.962703010817,0.353640168218882,36.8880874195513,115.00000368,288.92175941765834
111-01,first,87000.0,81300.0,0.375914681878198,36.9254400101137,1630.4994417759915,0.377099617927399,36.9237380886177,80.4000025728,304.66729529602776
111-02,first,192000.0,146000.0,0.375905423866919,36.9254581421139,1630.5000521760005,0.376275867347981,36.9228729361915,70.30000224960001,278.1009281702911
111-03,first,147000.0,142800.0,0.375909940037772,36.925447345194,1630.50261567607,0.376186205399971,36.9224843474353,69.4000022208,275.2914384269153
112-01,first,139000.0,178600.0,0.375914557434408,36.9254486465022,1630.487234775595,0.379492782026707,36.9219709009319,80.80000258560001,315.6241315754114
112-02,first,219000.0,174650.0,0.375908110423716,36.9254399232334,1630.518728976594,0.379490402582514,36.9219664292773,55.500001776000005,315.6917049076527
113-01,first,57000.0,55150.0,0.37413203805587,36.9266630685594,1632.4633090388206,0.372187942164791,36.9280642380533,74.9000023968,144.03639196282828
113-02,first,120000.0,128300.0,0.374142344079905,36.9266784227513,1632.329275834528,0.372202351957261,36.927976027911,65.2000020864,146.04506120066063
114-01,first,203000.0,182850.0,0.371701466963116,36.9135445717747,1649.505790084174,0.37431222893312,36.9155831393511,65.60000209920001,38.170100845747214
114-02,first,159000.0,155250.0,0.371696891331428,36.9135383655162,1649.5147011844822,0.374402277285361,36.9157325035609,70.500002256,39.23074585721599
114-03,first,154000.0,151950.0,0.371722298812767,36.9135353453913,1649.4291298817416,0.374544448053363,36.9158171329872,70.60000225920001,39.14420016641265
115-01,first,221000.0,187000.0,0.354547610896403,36.887997035518,1771.9742999031796,0.3525787988809,36.8968646382631,120.00000384,102.43695255051543
115-02,first,224000.0,214350.0,0.354549595225994,36.8880053200468,1771.9666094029394,0.352364918993165,36.8980643379293,105.2000033664,102.1741535835849
115-03,first,285000.0,264800.0,0.354554597288814,36.8880118994881,1771.960872102735,0.353199342535046,36.9003078670418,115.00000368,96.24803144776715
