flight,clip_type,clip_start_vid,clip_start_log,launch_lat,launch_lon,clip_start_lat,clip_start_lon,launch-group_bear,clip_start_ascent_adj
073-02,first,95000.0,180300.0,0.335856807027793,36.9071987056091,0.334169369212707,36.9068865470354,190.54952215277336,69.90000210880001
074-01,first,0.0,119050.0,0.341404254782829,36.9110343736684,0.337956597059276,36.9088966656176,211.97300072279677,76.7000026144
074-02,first,185000.0,188600.0,0.341420150146681,36.9110502635272,0.337847284139577,36.9088227310639,212.11439345405947,77.7000025824
074-03,first,156000.0,146450.0,0.341419678436308,36.9110526457055,0.337848593851672,36.90882226393,212.16025606690832,77.9000025888
075-01,first,189000.0,192266.66666666663,0.353936662956496,36.9197220823453,0.355671042235338,36.9179971223312,314.9641455662897,63.40000225280001
075-02,first,147000.0,127700.0,0.353937386374985,36.9197217292131,0.355399896594712,36.9180304697947,310.6617257960074,65.8000022656
076-01,first,190000.0,194150.0,0.352821033222062,36.8834155343048,0.356819288715339,36.8854827142326,27.49673700926865,73.6000025792
077-01,first,92000.0,70050.0,0.349714655687199,36.8934929030363,0.347721694731581,36.8947417631194,147.754346354088,93.00000272
078-01,first,150000.0,175400.0,0.347650901343863,36.8999728501534,0.341540583249326,36.9000308852183,179.45217059629843,86.4000012928
078-02,first,178000.0,193100.0,0.347648891772838,36.8999819809218,0.341468116505755,36.9033280269607,151.40951682227538,117.70000162240001
078-03,first,320000.0,330000.0,0.347654664111624,36.8999844132948,0.342218899774728,36.9055280276536,134.2453396358304,126.3000016096
079-01,first,97000.0,94250.0,0.347646928603454,36.8999838537258,0.344925200497904,36.8994404020307,191.3657604191784,78.8000013056
079-02,first,165000.0,162200.0,0.347652618187613,36.8999803424081,0.344015584032929,36.90513002932,125.0514919448688,110.20000160640001
080-01,first,83000.0,85200.0,0.347663813965073,36.8999723127573,0.341826073241112,36.9008675517513,171.22371299651817,74.500000976
080-02,first,197000.0,236200.0,0.347662780231398,36.8999664764931,0.341444155199917,36.9007534056765,172.73994138258564,70.500000656
080-03,first,74000.0,212700.0,0.347663061788932,36.8999666039108,0.340807584916759,36.9005873973243,174.7911410479017,69.7000006624
081-01,first,143000.0,147200.0,0.350441039084263,36.8961506877719,0.349991436488517,36.8931332689925,261.5809141380775,81.500002576
081-02,first,135000.0,128266.66666666669,0.350453079881089,36.8961519396905,0.347557531056103,36.8947260814523,206.36948189737996,97.9000029088
081-03,first,253000.0,259650.0,0.350444270729046,36.8961421725882,0.346842610389546,36.8956164288933,188.35998732556283,88.6000025792
082-01,first,187000.0,186000.0,0.355954748247551,36.8882760479037,0.355588010301568,36.8832431072028,265.8601014936683,91.3000028896
082-02,first,21000.0,278600.0,0.355961705764353,36.8882905127553,0.355979158009348,36.8816602697161,270.14982855335745,94.40000305280002
082-03,first,299000.0,304900.0,0.355951684197922,36.8882828172022,0.356124639551022,36.8807642434631,271.3090153754953,94.500003056
083-01,first,67000.0,151200.0,0.350323561728701,36.897329502201,0.353696141021598,36.8929067335501,307.1424506410792,76.500002736
083-02,first,146000.0,142950.0,0.350327694803198,36.8973392395742,0.354447400723622,36.8922585163165,308.84929056457247,75.9000027168
083-03,first,180000.0,190900.0,0.350320743288488,36.8973220922401,0.352547314628621,36.8923772242889,294.0977139217143,84.1000027232
084-01,first,397000.0,395050.0,0.339158568124663,36.9100273397204,0.337163802670596,36.9082487686535,221.9115470727879,78.7000024544
084-02,first,67000.0,120100.0,0.339158783600354,36.9100267976969,0.337114660244865,36.90858606892,215.357708272495,72.40000225280001
084-03,first,61000.0,133500.0,0.339149278723249,36.9100263847798,0.337061285291667,36.9086399177579,213.7620275730397,73.40000228480001
085-01,first,141000.0,144550.0,0.318385180997961,36.9028652066502,0.315235152360259,36.9021797245151,192.35683661080333,90.7000030624
085-02,first,199000.0,167050.0,0.318392360766979,36.9028571243534,0.315225185478287,36.9026512797116,183.7435353445252,104.9000031968
085-03,first,155000.0,158350.0,0.318390080326857,36.9028633134091,0.315171029542375,36.9026956842466,183.00094090153007,92.2000028864
086-01,first,78000.0,143750.0,0.311969847151728,36.9075262137814,0.315007874488674,36.9079208045148,7.449572167796204,78.10000240320001
087-01,first,140000.0,142850.0,0.33952905666717,36.901874212627,0.336108000597843,36.904852961371,138.7633846882974,99.0000024
087-02,first,123000.0,112450.0,0.339525670965259,36.9018762227473,0.336097815047931,36.905052585482,136.98938793051292,99.500002416
087-04,first,184000.0,153800.0,0.339542626219429,36.9018919035098,0.336183338584733,36.9049894757039,137.12974527487393,99.60000241920001
087-05,first,184000.0,186650.0,0.339545429692918,36.9018928130373,0.334708966578419,36.9057976189413,140.89594758156102,110.4000024128
088-01,first,111000.0,105900.0,0.343862359884498,36.9119996884765,0.340987717166402,36.911563990126,188.6755512537251,81.40000260480001
088-02,first,164000.0,158750.0,0.343845130038142,36.9119785944661,0.341020602746784,36.9121585383217,176.3303151195122,84.4000025728
088-03,first,211000.0,192450.0,0.343868248063327,36.9120001450413,0.340263278611242,36.912354366525,174.35069894395056,89.4000025728
089-01,first,114000.0,117700.0,0.353929173760132,36.9196977688534,0.355439992174271,36.9182848174273,316.7256627732711,65.2000022464
089-02,first,148000.0,156300.0,0.353940618264147,36.9196895453993,0.355183960145739,36.9182131229769,309.9128308383961,65.2000022464
090-01,first,297000.0,295100.0,0.368476612675007,36.9024155218666,0.367803324451015,36.9038189919897,115.47917428500509,94.4000025728
090-02,first,137000.0,133900.0,0.368492381332563,36.9024418854675,0.365346493631311,36.9034047371103,162.87472338960666,92.00000256
090-03,first,173000.0,175500.0,0.368472475539338,36.9024080425,0.364848258545227,36.902056263657,185.5809709696925,86.30000256960001
091-01,first,149000.0,152250.0,0.0376306236020058,36.8793436973862,0.0317461396624981,36.8820465484305,155.1835280462612,96.1000023712
092-01,first,209000.0,206500.0,0.0544827843356574,36.8785972743596,0.0516238052629622,36.8753924865435,228.45506028349809,79.9000027488
093-01,first,154000.0,158966.66666666666,0.08051374837988,36.8784515384398,0.0753212642184723,36.8794901858148,168.6142307184296,87.80000274560001
093-02,first,146000.0,148550.0,0.0805171792151542,36.878448521875,0.0765958904934504,36.8792047263686,169.0129687785667,86.7000027424
093-03,first,129000.0,116450.0,0.0805026343895607,36.8784551592191,0.0775899597037245,36.8786600393112,175.94936855954532,85.00000304
094-01,first,138000.0,135050.0,0.0316368636105516,36.8844107867753,0.0289789272563057,36.8886730992173,121.77472549907792,107.80000274560001
094-02,first,234000.0,230100.0,0.0316474924378896,36.8843907971188,0.0284565940495159,36.8895495151923,121.56673657782696,112.3000028896
094-03,first,313000.0,309200.0,0.0316402410707534,36.8844013361,0.0288904503460266,36.888893829677,121.29910542758375,111.500002864
094-04,first,154000.0,201200.0,0.0316484361460581,36.8843831482351,0.0283993028904888,36.8896378960394,121.55758498438897,114.4000028928
095-01,first,113000.0,104500.0,0.0736399395050219,36.872375474637,0.0693220082127125,36.8694857193014,213.97032502668256,93.80000271360001
095-02,first,170000.0,145550.0,0.073646929215256,36.8723710994849,0.070299074317039,36.8718718189906,188.53857814714868,88.500002736
096-01,first,136000.0,128433.33333333331,0.0065460978706481,36.900322111063,0.0123688185164208,36.9027170768135,22.493756723934272,82.7000024224
096-02,first,181000.0,156900.0,0.0065432115203173,36.9003265759097,0.0137729741686387,36.9018970407837,12.335596076102634,80.500002416
097-01,first,170000.0,153550.0,0.0460924952797725,36.8669167414337,0.052923105155035,36.8664839386216,356.3500902691385,129.8000038656
098-01,first,105000.0,181600.0,0.0461417934691011,36.866934713841,0.0362280121676385,36.8702757982369,161.25867712815062,125.2000038464
099-01,first,226000.0,210050.0,0.0769798738016295,36.8736590285058,0.0704204097047528,36.8697808256499,210.76203711437205,124.8000038656
100-01,first,140000.0,139000.0,0.0615054789033151,36.8727211848894,0.0698262615044656,36.8725377054085,358.728280249348,126.8000038656
101-01,first,245000.0,247300.0,0.305868263980141,36.8800455250839,0.307896964196992,36.8833698393491,58.7763864066595,97.000002592
101-02,first,244000.0,282600.0,0.305852618822439,36.8800473867793,0.308075089288746,36.8836256531663,58.32732804525474,75.000001888
101-03,first,161000.0,158850.0,0.305856189479275,36.8800514853307,0.308402776309569,36.8838128984667,56.07889061975917,78.7000019104
102-01,first,145000.0,110500.0,0.289297467526587,36.8890189209124,0.288828732002485,36.8860071463956,261.2119669627032,77.1000025632
102-02,first,311000.0,314950.0,0.289292858972746,36.8890121155482,0.288841435644605,36.884723719117,264.030690609283,74.000002592
103-01,first,147000.0,144750.0,0.379005664494746,36.9222657050561,0.377517672533783,36.9240736149887,129.2678361033,71.3000024096
103-02,first,119000.0,116300.0,0.379001475937068,36.9222477791967,0.377255483003769,36.9237252381705,139.5728483505272,64.500002256
103-03,first,130000.0,132800.0,0.378999676727094,36.9222540794807,0.376509010965222,36.9231774964554,159.53233477941686,64.40000225280001
104-01,first,129000.0,126700.0,0.353886341316019,36.8971847364538,0.353047324426323,36.8930784929171,258.5269255819573,119.500003856
104-02,first,156000.0,265200.0,0.353883883722921,36.8971746120611,0.352674607075149,36.8920275672348,256.863593946542,98.500003216
104-03,first,144000.0,187800.0,0.353883705281573,36.897190488209,0.352814195221792,36.8920298083245,258.36768231077264,99.000003232
105-01,first,136000.0,133050.0,0.354428186657923,36.9190286094298,0.350703448408467,36.9172259534165,205.976315469584,113.6000028992
105-02,first,215000.0,208950.0,0.354429987637012,36.9190253468193,0.350196867992769,36.9179382613835,194.4953307819527,101.1000025632
106-01,first,178000.0,70400.0,0.35443669083866,36.9190213639004,0.3566273860065,36.9182900866836,341.42488732529574,72.7000029024
106-02,first,138000.0,136100.0,0.35443256123799,36.9190148938337,0.356093427076115,36.9182403515189,334.85077690059103,72.60000273920001
106-03,first,121000.0,119100.0,0.354431390300643,36.919023185496,0.356178405041585,36.9181786946309,334.05063522680666,72.1000027232
107-01,first,294000.0,296500.0,0.376646726204369,36.9241177423292,0.375466059215403,36.9262847500605,118.42233013078058,84.80000274560001
107-02,first,126000.0,123350.0,0.376647462063114,36.9241029267933,0.375351978445316,36.9263752276897,119.5235430042516,64.500002096
107-03,first,127000.0,123550.0,0.376626521026842,36.924128817184,0.375231850941815,36.9265115771069,120.17420078491725,61.3000020896
108-01,first,178000.0,180100.0,0.376626142536857,36.9241221873707,0.380530950840191,36.9217327856013,328.36598119564326,94.70000287040001
109-01,first,244000.0,247350.0,0.358282826570868,36.8932395425643,0.355324009684388,36.8880211663157,240.6111571700413,115.8000038656
109-02,first,361000.0,359200.0,0.358280795309746,36.8932378590529,0.356217645754758,36.8872981395384,250.9640740574773,90.6000032192
110-01,first,158000.0,161150.0,0.350523544199933,36.8971066819657,0.354151524427361,36.8898798293427,296.5037455440104,114.3000038496
110-02,first,162000.0,147900.0,0.350524159660364,36.8971100373263,0.353993842984067,36.888642746896,292.148292370731,116.60000389120002
110-03,first,216000.0,218350.0,0.350525242907766,36.8971299332301,0.353796888496992,36.8886353835624,290.93564970302384,105.500003536
110-04,first,226000.0,200533.3333333333,0.350519686837686,36.8971295665923,0.353640168218882,36.8880874195513,288.92175941765834,111.00000368
111-01,first,87000.0,81300.0,0.375914681878198,36.9254400101137,0.377099617927399,36.9237380886177,304.6672952960289,86.4000025728
111-02,first,192000.0,146000.0,0.375905423866919,36.9254581421139,0.376275867347981,36.9228729361915,278.1009281702911,74.30000224960001
111-03,first,147000.0,142800.0,0.375909940037772,36.925447345194,0.376186205399971,36.9224843474353,275.2914384269153,73.4000022208
112-01,first,139000.0,178600.0,0.375914557434408,36.9254486465022,0.379492782026707,36.9219709009319,315.6241315754114,91.80000258560001
112-02,first,219000.0,174650.0,0.375908110423716,36.9254399232334,0.379490402582514,36.9219664292773,315.6917049076527,66.500001776
113-01,first,57000.0,55150.0,0.37413203805587,36.9266630685594,0.372187942164791,36.9280642380533,144.03639196282828,84.9000023968
113-02,first,120000.0,128300.0,0.374142344079905,36.9266784227513,0.372202351957261,36.927976027911,146.04506120066063,72.2000020864
114-01,first,203000.0,182850.0,0.371701466963116,36.9135445717747,0.37431222893312,36.9155831393511,38.170100845747214,72.60000209920001
114-02,first,159000.0,155250.0,0.371696891331428,36.9135383655162,0.374402277285361,36.9157325035609,39.23074585721599,76.500002256
114-03,first,154000.0,151950.0,0.371722298812767,36.9135353453913,0.374544448053363,36.9158171329872,39.14420016641265,78.60000225920001
115-01,first,221000.0,187000.0,0.354547610896403,36.887997035518,0.3525787988809,36.8968646382631,102.43695255051544,122.00000384
