milliseconds,wind_direction,windspeed
10000,35.0,5.44
15000,38.0,6.57
20000,30.0,7.38
25000,27.0,7.14
30000,26.0,7.01
50000,44.0,7.99
65000,39.0,8.3
70000,38.0,8.43
75000,38.0,8.9
80000,39.0,9.24
90000,26.0,7.77
95000,51.0,9.03
100000,38.0,8.27
140000,31.0,8.44
150000,30.0,8.3
155000,32.0,7.41
180000,33.0,8.69
185000,36.0,8.57
190000,40.0,8.47
195000,40.0,8.43
200000,36.0,8.25
205000,37.0,8.43
210000,38.0,8.14
215000,35.0,8.23
220000,37.0,8.15
225000,34.0,8.11
230000,32.0,8.25
235000,27.0,8.47
240000,24.0,8.43
245000,28.0,8.3
250000,30.0,8.17
255000,25.0,7.86
260000,26.0,7.93
265000,25.0,8.13
270000,28.0,8.36
275000,26.0,8.48
280000,22.0,9.1
285000,25.0,9.04
290000,30.0,8.67
295000,21.0,9.09
300000,18.0,8.68
305000,18.0,8.65
310000,15.0,8.47
315000,20.0,7.34
320000,14.0,8.26
325000,11.0,8.4
335000,17.0,8.22
340000,18.0,7.98
345000,18.0,7.72
350000,20.0,7.34
355000,20.0,7.9
360000,16.0,7.98
365000,15.0,7.79
370000,16.0,7.83
375000,17.0,7.79
380000,23.0,7.82
385000,25.0,8.65
390000,27.0,8.93
395000,46.0,7.93
400000,34.0,6.98
405000,43.0,7.23
410000,26.0,7.15
415000,36.0,7.22
420000,35.0,6.84
425000,36.0,8.82
430000,41.0,8.15
445000,49.0,8.51
450000,49.0,8.1
455000,45.0,8.04
460000,48.0,8.0
465000,42.0,8.66
470000,40.0,8.32
475000,37.0,9.5
480000,40.0,9.43
485000,37.0,9.18
490000,35.0,9.14
495000,39.0,9.01
500000,42.0,8.51
505000,38.0,8.35
510000,37.0,8.2
515000,28.0,8.55
520000,29.0,7.92
525000,27.0,7.71
530000,22.0,7.94
535000,26.0,8.78
540000,27.0,8.02
545000,22.0,8.41
550000,24.0,8.03
555000,25.0,8.69
560000,24.0,9.05
565000,25.0,9.05
570000,22.0,9.04
575000,32.0,8.87
580000,41.0,9.01
585000,29.0,9.15
590000,17.0,9.9
595000,26.0,9.28
600000,34.0,9.05
605000,35.0,9.12
610000,38.0,8.41
615000,26.0,8.49
620000,28.0,8.88
625000,32.0,8.29
635000,36.0,8.88
640000,36.0,7.63
645000,34.0,8.74
650000,33.0,8.53
655000,30.0,8.26
660000,32.0,8.22
665000,26.0,7.78
670000,30.0,7.1
675000,27.0,7.07
680000,33.0,9.17
685000,37.0,8.59
690000,36.0,8.97
695000,44.0,7.92
700000,45.0,7.43
705000,41.0,7.35
710000,45.0,6.92
715000,37.0,6.85
720000,38.0,6.89
725000,37.0,7.17
730000,47.0,7.95
735000,49.0,8.25
740000,52.0,8.56
745000,40.0,7.32
760000,55.0,10.08
765000,45.0,9.15
770000,25.0,9.38
775000,29.0,9.13
780000,50.0,8.35
785000,69.0,7.25
790000,56.0,5.52
795000,47.0,5.93
800000,43.0,6.67
805000,40.0,5.9
810000,34.0,7.69
820000,61.0,8.08
830000,38.0,6.59
835000,47.0,8.55
840000,45.0,8.57
850000,44.0,6.91
855000,36.0,7.81
860000,44.0,8.54
865000,33.0,9.67
870000,25.0,9.99
875000,28.0,9.81
880000,29.0,9.48
885000,36.0,9.21
890000,34.0,9.16
895000,31.0,8.83
900000,34.0,8.26
905000,33.0,7.87
910000,29.0,8.42
915000,32.0,8.59
920000,39.0,8.29
925000,39.0,7.94
930000,40.0,8.12
935000,33.0,7.77
940000,31.0,7.71
945000,27.0,8.0
950000,47.0,7.52
955000,48.0,6.32
960000,42.0,7.88
970000,55.0,6.83
975000,45.0,6.99
980000,67.0,6.41
985000,47.0,5.03
990000,50.0,7.09
1000000,48.0,7.45
1005000,59.0,8.0
1010000,58.0,7.89
1015000,56.0,6.99
1020000,60.0,7.77
1025000,59.0,7.9
1030000,62.0,7.89
1035000,56.0,8.43
1040000,57.0,7.73
1045000,52.0,7.94
1050000,52.0,8.29
1055000,58.0,8.36
1060000,52.0,7.95
1065000,51.0,8.53
1070000,54.0,8.39
1075000,56.0,8.82
1080000,45.0,8.07
1085000,47.0,7.64
1090000,48.0,8.94
1095000,40.0,8.86
1100000,53.0,9.5
1105000,51.0,9.98
1110000,45.0,8.81
1115000,48.0,8.11
1120000,54.0,9.72
1125000,46.0,9.02
1130000,47.0,7.82
1135000,30.0,7.65
1150000,30.0,7.47
1155000,44.0,8.9
1160000,40.0,9.11
1165000,42.0,9.36
1170000,39.0,9.21
1175000,35.0,9.52
1180000,43.0,9.54
1185000,38.0,9.07
1190000,35.0,8.92
1210000,33.0,12.24
1270000,37.0,4.53
