milliseconds,wind_direction,windspeed
10000,48,4.21
15000,45,4.59
20000,41,4.53
25000,31,5.31
40000,43,3.93
120000,43,4.48
130000,46,4.08
145000,37,3.78
165000,45,3.66
170000,50,3.51
175000,46,3.84
180000,61,3.08
185000,53,3.15
190000,57,3.03
195000,58,2.97
210000,58,2.82
215000,64,2.87
220000,66,3.04
225000,65,4.35
230000,52,4.99
235000,53,4.71
240000,50,4.69
245000,44,5.96
250000,42,5.72
255000,45,5.42
260000,39,5.85
265000,37,5.78
270000,36,5.57
275000,38,5.32
280000,40,5.24
285000,42,5.06
290000,49,4.07
300000,44,4.53
305000,50,4.33
310000,43,5.25
315000,46,5.08
320000,44,4.85
325000,47,4.75
330000,56,4.61
335000,50,4.76
340000,43,5.19
345000,45,4.99
350000,43,4.42
355000,42,4.47
360000,42,4.37
365000,42,3.64
370000,28,4.22
375000,42,3.92
380000,41,3.66
385000,44,3.94
390000,37,4.12
395000,37,3.98
400000,35,4.24
405000,37,4.34
410000,42,4.21
415000,42,3.98
420000,49,3.48
425000,52,3.26
430000,44,4.15
435000,46,4.99
440000,52,4.2
445000,45,4.61
450000,44,4.05
455000,35,3.94
460000,36,4.19
465000,41,3.82
470000,39,4.02
475000,39,4.02
480000,42,4.76
485000,34,4.44
490000,39,4.7
495000,39,4.46
500000,40,4.52
505000,46,4.43
510000,46,4.37
515000,39,4.38
520000,38,4.15
525000,35,4.72
530000,36,5.37
535000,38,5.3
540000,40,5.44
545000,38,5.22
550000,39,5.3
555000,39,4.89
560000,40,4.98
565000,39,5.4
570000,38,5.6
575000,36,4.74
580000,45,4.73
585000,44,4.87
590000,43,4.87
595000,46,4.91
600000,44,4.63
605000,37,4.57
610000,42,4.41
615000,46,4.57
620000,40,4.34
625000,38,4.24
630000,39,4.51
675000,32,4.53
680000,33,4.87
720000,34,5.79
725000,35,5.95
730000,34,5.59
755000,33,5.8
765000,35,5.56
770000,34,5.51
775000,33,5.15
790000,35,4.72
825000,32,5.37
880000,26,5.72
885000,20,4.87
890000,24,4.91
895000,29,4.53
900000,34,4.01
910000,30,4.8
915000,27,4.52
925000,46,3.82
930000,30,3.96
935000,44,3.42
940000,36,3.48
945000,55,3.61
950000,66,2.89
955000,76,3.09
960000,68,3.89
965000,39,4.15
985000,37,5.04
990000,39,5.52
995000,35,5.85
1000000,42,5.61
1010000,42,5.07
1015000,36,5.36
1020000,37,5.36
1025000,38,5.7
1030000,37,5.69
1035000,38,5.79
1040000,42,5.47
1045000,41,5.36
1050000,39,5.44
1055000,41,5.53
1060000,37,5.52
1065000,34,5.81
1070000,28,3.34
1075000,36,4.54
1080000,35,4.45
1085000,34,4.93
1090000,42,4.66
1095000,41,5.13
1100000,40,5.41
1105000,38,5.74
1125000,25,5.78
1130000,34,5.83
1135000,47,5.76
1140000,54,5.65
1145000,40,4.63
1150000,38,4.62
1155000,33,4.88
1160000,30,5.18
1165000,34,4.95
1170000,34,5.61
1190000,38,4.06
1240000,38,3.07
