milliseconds,wind_direction,windspeed
10000,233,1.17
15000,200,1.5
20000,207,1.68
25000,184,1.31
30000,148,1.39
40000,171,5.03
55000,223,3.68
60000,202,4.24
65000,205,4.55
85000,208,2.93
100000,229,2.06
105000,262,0.9
110000,288,0.81
120000,317,0.24
125000,86,0.61
135000,71,0.91
140000,219,0.33
145000,260,0.68
150000,244,0.67
155000,215,0.78
175000,131,0.32
185000,134,2.0
195000,164,1.25
200000,155,0.33
205000,99,1.52
210000,105,2.07
215000,109,1.62
220000,106,1.51
225000,122,1.23
230000,138,0.67
235000,74,1.1
240000,70,1.29
245000,65,0.73
250000,237,0.06
255000,125,1.31
260000,141,1.04
265000,143,0.78
270000,66,0.88
275000,123,1.18
280000,114,1.74
285000,83,1.35
290000,115,0.96
295000,142,1.59
300000,152,1.7
305000,139,2.38
310000,116,3.24
315000,121,2.84
320000,113,3.59
325000,103,3.23
330000,102,3.25
335000,103,3.37
340000,106,3.33
345000,108,2.95
350000,103,2.77
355000,93,2.34
360000,98,1.85
365000,90,2.65
370000,101,2.97
375000,102,3.03
380000,100,2.93
385000,97,2.31
390000,101,2.98
395000,98,2.89
400000,99,2.93
405000,98,2.6
410000,95,3.02
415000,88,3.03
420000,99,2.74
425000,101,3.05
430000,116,3.36
435000,109,3.05
440000,109,2.92
445000,111,2.94
450000,112,2.96
455000,111,2.94
460000,106,2.82
470000,97,3.53
480000,101,2.97
485000,103,2.69
490000,104,3.04
495000,95,3.09
500000,94,2.95
505000,81,2.79
510000,85,2.8
515000,92,2.67
520000,80,4.51
525000,92,3.4
530000,85,3.23
535000,73,2.92
540000,67,2.33
545000,63,1.96
550000,58,1.58
555000,49,1.06
560000,57,1.07
565000,66,0.93
570000,116,0.89
575000,102,1.07
580000,61,0.52
585000,73,0.71
600000,75,1.41
605000,82,1.29
610000,85,2.06
615000,90,1.77
620000,90,0.93
625000,168,0.92
630000,162,0.74
635000,158,0.19
640000,1,0.18
645000,293,0.86
650000,327,0.57
655000,339,0.93
660000,301,1.54
665000,338,0.99
670000,357,0.67
675000,12,0.89
680000,29,0.97
685000,38,0.62
690000,67,1.05
695000,73,1.32
700000,81,2.1
705000,93,2.42
710000,92,2.38
715000,98,2.45
720000,103,2.97
725000,110,2.6
730000,115,3.07
735000,111,3.63
740000,101,3.36
745000,117,3.88
750000,106,3.06
755000,103,2.39
765000,114,2.68
770000,96,2.66
795000,194,4.76
800000,228,4.33
805000,196,3.23
810000,213,2.28
820000,184,1.51
825000,154,1.77
830000,167,1.49
835000,169,1.95
840000,156,1.64
845000,197,2.01
850000,172,1.84
855000,118,2.58
860000,104,2.77
865000,116,2.1
870000,104,2.04
875000,106,3.02
880000,107,3.38
885000,105,3.92
890000,106,3.88
895000,108,3.92
900000,107,3.96
905000,99,3.65
910000,106,3.27
915000,88,2.91
920000,96,3.44
925000,83,3.07
930000,83,3.64
935000,82,3.06
940000,78,2.83
945000,76,2.0
950000,24,0.5
955000,269,0.82
960000,198,0.94
965000,127,1.37
970000,155,1.24
975000,176,1.93
980000,154,2.03
985000,124,2.56
990000,126,2.61
995000,131,2.73
1000000,138,2.33
1005000,130,1.81
1010000,133,1.64
1015000,120,2.12
1020000,103,2.08
1035000,147,2.6
1040000,117,2.49
1045000,107,2.59
1050000,87,2.5
1055000,92,2.51
1060000,97,1.85
1065000,128,1.26
1070000,55,2.7
1095000,89,2.96
1145000,296,0.93
