milliseconds,wind_direction,windspeed
10000,45,5.01
15000,39,4.63
20000,36,4.96
90000,34,5.07
95000,44,5.76
120000,51,7.9
140000,37,6.18
145000,40,7.21
255000,31,5.16
270000,36,4.0
290000,33,3.68
295000,30,4.01
310000,38,4.58
315000,37,5.27
330000,40,3.52
335000,36,4.57
340000,37,4.62
345000,35,4.86
350000,35,5.13
355000,38,5.81
360000,38,5.66
365000,38,5.32
370000,39,5.81
380000,39,5.46
385000,39,5.33
390000,40,5.41
395000,38,5.59
400000,42,6.25
405000,41,6.34
410000,42,6.35
415000,40,5.99
430000,38,5.05
435000,39,5.2
440000,38,5.04
445000,38,4.99
450000,42,4.78
455000,37,4.71
460000,39,4.91
465000,40,5.33
470000,40,5.15
475000,37,4.83
480000,44,5.06
485000,42,4.96
490000,42,4.6
495000,40,4.88
500000,36,4.97
505000,40,4.94
510000,35,4.69
515000,34,4.45
520000,37,4.85
525000,36,5.11
530000,37,4.54
535000,40,4.79
540000,45,5.45
545000,40,5.6
550000,42,6.15
555000,41,5.9
560000,40,5.49
565000,38,5.52
570000,42,5.74
575000,42,6.23
580000,41,6.0
585000,41,5.84
590000,40,5.6
595000,41,5.49
600000,45,5.53
605000,40,4.56
610000,40,5.01
615000,37,5.15
620000,42,5.05
625000,46,5.23
630000,41,5.44
635000,45,5.26
640000,43,5.58
645000,42,5.16
650000,40,5.38
655000,42,5.75
660000,38,4.94
665000,38,4.57
670000,36,4.21
675000,34,3.45
680000,39,3.93
685000,36,3.89
690000,38,4.46
695000,37,4.01
700000,34,3.95
705000,40,4.37
720000,37,5.04
725000,39,5.66
730000,37,5.3
735000,32,5.29
740000,29,4.75
745000,31,5.02
750000,29,4.93
755000,40,5.27
760000,36,4.97
765000,24,4.78
770000,30,4.79
775000,37,5.21
780000,33,5.01
785000,33,4.94
790000,34,4.64
795000,32,4.51
800000,36,4.82
805000,33,4.12
810000,32,4.47
815000,28,4.38
820000,27,4.28
835000,32,4.7
840000,29,4.19
855000,27,3.89
865000,32,3.54
870000,34,3.58
875000,36,4.34
880000,35,4.21
885000,31,3.68
890000,30,3.64
895000,33,4.25
900000,38,4.33
915000,33,4.46
920000,37,4.45
925000,35,4.45
930000,37,4.01
935000,31,3.95
940000,25,4.08
945000,27,4.09
950000,31,4.02
955000,35,4.28
960000,39,4.46
965000,38,4.39
970000,40,4.33
975000,39,4.32
980000,40,4.06
985000,36,4.12
990000,35,4.39
995000,37,4.73
1000000,41,4.43
1005000,38,4.61
1010000,36,5.25
1015000,35,4.86
1020000,35,4.92
1025000,35,4.48
1030000,37,4.4
1035000,38,4.38
1040000,33,3.84
1045000,29,3.38
1050000,35,3.38
1055000,35,3.81
1060000,30,3.92
1065000,44,4.09
1070000,30,3.83
1075000,26,3.83
1080000,29,3.84
1085000,35,3.9
1090000,37,4.13
1095000,35,5.31
1100000,43,5.92
1105000,39,5.22
1110000,38,4.83
1125000,34,4.36
1130000,28,5.88
1135000,27,6.44
1140000,28,5.41
1145000,24,5.75
1150000,28,5.22
1155000,21,4.71
1160000,32,4.4
1180000,46,5.52
1225000,29,4.35
